disruption_id,shipment_id,order_id,event_type,affected_resource,warehouse_code,severity,priority,event_time,impact,status
DIS000387,SHP003901,ORD003901,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000388,SHP003911,ORD003911,Weather Delay,Narayangaon,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000389,SHP003929,ORD003929,Driver Absence,DRV029,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000390,SHP003932,ORD003932,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000391,SHP003936,ORD003936,Driver Absence,DRV001,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000392,SHP003946,ORD003946,Driver Absence,DRV040,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000393,SHP003947,ORD003947,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000394,SHP003948,ORD003948,Weather Delay,Bandia,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000395,SHP003954,ORD003954,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000396,SHP003964,ORD003964,Vehicle Breakdown,VEH014,DEL_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000397,SHP003968,ORD003968,Vehicle Breakdown,VEH014,DEL_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000398,SHP003982,ORD003982,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000399,SHP003985,ORD003985,Weather Delay,Basavakalyan,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000400,SHP003994,ORD003994,Weather Delay,East Jaintia Hills,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000401,SHP003999,ORD003999,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000402,SHP004008,ORD004008,Weather Delay,Khed,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000403,SHP004018,ORD004018,Weather Delay,Dhari,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000404,SHP004028,ORD004028,Warehouse Shutdown,NAG_NH,NAG_NH,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000405,SHP004029,ORD004029,Weather Delay,Upper Subansiri,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000406,SHP004034,ORD004034,Driver Absence,DRV001,MUM_NH,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000407,SHP004079,ORD004079,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000408,SHP004082,ORD004082,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000409,SHP004083,ORD004083,Weather Delay,Marhaura,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000410,SHP004089,ORD004089,Driver Absence,DRV024,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000411,SHP004104,ORD004104,Vehicle Breakdown,VEH034,MAA_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000412,SHP004115,ORD004115,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000413,SHP004117,ORD004117,Weather Delay,Mohadi,MUM_NH,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000414,SHP004127,ORD004127,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000415,SHP004132,ORD004132,Driver Absence,DRV007,NAG_NH,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000416,SHP004140,ORD004140,Vehicle Breakdown,VEH018,AMD_RDC,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000417,SHP004142,ORD004142,Driver Absence,DRV001,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000418,SHP004146,ORD004146,Driver Absence,DRV029,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000419,SHP004150,ORD004150,Driver Absence,DRV007,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000420,SHP004156,ORD004156,Vehicle Breakdown,VEH034,MAA_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000421,SHP004160,ORD004160,Vehicle Breakdown,VEH003,MUM_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000422,SHP004160,ORD004160,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000423,SHP004169,ORD004169,Warehouse Shutdown,MAA_RDC,MAA_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000424,SHP004181,ORD004181,Vehicle Breakdown,VEH008,NAG_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000425,SHP004201,ORD004201,Weather Delay,Bhargain,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000426,SHP004206,ORD004206,Vehicle Breakdown,VEH003,MUM_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000427,SHP004214,ORD004214,Driver Absence,DRV029,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000428,SHP004221,ORD004221,Driver Absence,DRV040,CCU_RDC,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000429,SHP004224,ORD004224,Weather Delay,Palitana,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000430,SHP004227,ORD004227,Weather Delay,Almora,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000431,SHP004230,ORD004230,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000432,SHP004243,ORD004243,Weather Delay,Bakreswar,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000433,SHP004253,ORD004253,Weather Delay,Vadnagar,NAG_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000434,SHP004255,ORD004255,Driver Absence,DRV001,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000435,SHP004264,ORD004264,Inventory Shortage,MUM_NH,MUM_NH,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000436,SHP004268,ORD004268,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000437,SHP004272,ORD004272,Weather Delay,Sonepur,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000438,SHP004283,ORD004283,Vehicle Breakdown,VEH003,MUM_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000439,SHP004285,ORD004285,Driver Absence,DRV014,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000440,SHP004296,ORD004296,Driver Absence,DRV007,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000441,SHP004299,ORD004299,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000442,SHP004304,ORD004304,Warehouse Shutdown,MUM_NH,MUM_NH,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000443,SHP004322,ORD004322,Inventory Shortage,AMD_RDC,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000444,SHP004334,ORD004334,Vehicle Breakdown,VEH003,MUM_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000445,SHP004340,ORD004340,Vehicle Breakdown,VEH008,NAG_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000446,SHP004349,ORD004349,Weather Delay,Ahiri,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000447,SHP004351,ORD004351,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000448,SHP004361,ORD004361,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000449,SHP004365,ORD004365,Inventory Shortage,MUM_NH,MUM_NH,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000450,SHP004375,ORD004375,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000451,SHP004430,ORD004430,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000452,SHP004432,ORD004432,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000453,SHP004436,ORD004436,Warehouse Shutdown,AMD_RDC,AMD_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000454,SHP004442,ORD004442,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000455,SHP004453,ORD004453,Warehouse Shutdown,NAG_NH,NAG_NH,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000456,SHP004457,ORD004457,Weather Delay,Mallasamudram,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000457,SHP004458,ORD004458,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000458,SHP004462,ORD004462,Weather Delay,Mallasamudram,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000459,SHP004465,ORD004465,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000460,SHP004467,ORD004467,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000461,SHP004467,ORD004467,Weather Delay,Bhuma,DEL_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000462,SHP004469,ORD004469,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000463,SHP004481,ORD004481,Weather Delay,Bishnupur,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000464,SHP004503,ORD004503,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000465,SHP004503,ORD004503,Weather Delay,Bholath,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000466,SHP004505,ORD004505,Driver Absence,DRV007,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000467,SHP004512,ORD004512,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000468,SHP004517,ORD004517,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000469,SHP004524,ORD004524,Vehicle Breakdown,VEH014,DEL_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000470,SHP004536,ORD004536,Vehicle Breakdown,VEH018,AMD_RDC,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000471,SHP004558,ORD004558,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000472,SHP004569,ORD004569,Driver Absence,DRV024,BLR_RDC,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000473,SHP004581,ORD004581,Driver Absence,DRV034,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000474,SHP004585,ORD004585,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000475,SHP004589,ORD004589,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000476,SHP004593,ORD004593,Weather Delay,Khirkiyan,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000477,SHP004606,ORD004606,Driver Absence,DRV014,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000478,SHP004608,ORD004608,Inventory Shortage,AMD_RDC,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000479,SHP004611,ORD004611,Vehicle Breakdown,VEH034,MAA_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000480,SHP004625,ORD004625,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000481,SHP004644,ORD004644,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000482,SHP004658,ORD004658,Weather Delay,Rampur,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000483,SHP004660,ORD004660,Warehouse Shutdown,HYD_RDC,HYD_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000484,SHP004664,ORD004664,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000485,SHP004671,ORD004671,Driver Absence,DRV034,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000486,SHP004678,ORD004678,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000487,SHP004680,ORD004680,Weather Delay,Raya,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000488,SHP004693,ORD004693,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000489,SHP004715,ORD004715,Driver Absence,DRV024,BLR_RDC,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000490,SHP004718,ORD004718,Weather Delay,Buldhana,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000491,SHP004728,ORD004728,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000492,SHP004729,ORD004729,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000493,SHP004735,ORD004735,Vehicle Breakdown,VEH029,HYD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000494,SHP004737,ORD004737,Vehicle Breakdown,VEH003,MUM_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000495,SHP004745,ORD004745,Vehicle Breakdown,VEH014,DEL_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000496,SHP004750,ORD004750,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000497,SHP004756,ORD004756,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000498,SHP004759,ORD004759,Driver Absence,DRV040,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000499,SHP004767,ORD004767,Weather Delay,Nayagarh,CCU_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000500,SHP004771,ORD004771,Vehicle Breakdown,VEH034,MAA_RDC,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000501,SHP004776,ORD004776,Driver Absence,DRV034,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000502,SHP004776,ORD004776,Weather Delay,Mangalagiri,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000503,SHP004790,ORD004790,Driver Absence,DRV001,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000504,SHP004794,ORD004794,Weather Delay,Sankarpur,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000505,SHP004795,ORD004795,Weather Delay,Nasirabad,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000506,SHP004799,ORD004799,Warehouse Shutdown,CCU_RDC,CCU_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000507,SHP004799,ORD004799,Weather Delay,Cuncolim,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000508,SHP004800,ORD004800,Weather Delay,Patiala,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000509,SHP004801,ORD004801,Warehouse Shutdown,AMD_RDC,AMD_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000510,SHP004801,ORD004801,Weather Delay,Ramagundam,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000511,SHP004819,ORD004819,Driver Absence,DRV001,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000512,SHP004830,ORD004830,Weather Delay,Nevasa,MAA_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000513,SHP004840,ORD004840,Weather Delay,Nuh,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000514,SHP004841,ORD004841,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000515,SHP004843,ORD004843,Inventory Shortage,NAG_NH,NAG_NH,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000516,SHP004844,ORD004844,Vehicle Breakdown,VEH008,NAG_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000517,SHP004857,ORD004857,Weather Delay,Talegaon Dhamdhere,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000518,SHP004869,ORD004869,Weather Delay,Pattanamtitta,NAG_NH,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000519,SHP004877,ORD004877,Weather Delay,Ramjibanpur,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000520,SHP004886,ORD004886,Weather Delay,Surandai,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000521,SHP004917,ORD004917,Vehicle Breakdown,VEH023,BLR_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000522,SHP004925,ORD004925,Vehicle Breakdown,VEH018,AMD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000523,SHP004931,ORD004931,Weather Delay,Khanna,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000524,SHP004938,ORD004938,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000525,SHP004945,ORD004945,Warehouse Shutdown,NAG_NH,NAG_NH,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000526,SHP004957,ORD004957,Warehouse Shutdown,DEL_RDC,DEL_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000527,SHP004961,ORD004961,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000528,SHP004966,ORD004966,Weather Delay,Pirawa,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000529,SHP004969,ORD004969,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000530,SHP004979,ORD004979,Weather Delay,Jarwa,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000531,SHP004982,ORD004982,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000532,SHP004997,ORD004997,Weather Delay,Gadarwara,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000533,SHP005006,ORD005006,Vehicle Breakdown,VEH029,HYD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000534,SHP005006,ORD005006,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000535,SHP005017,ORD005017,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000536,SHP005029,ORD005029,Vehicle Breakdown,VEH014,DEL_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000537,SHP005045,ORD005045,Weather Delay,Daranagar,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000538,SHP005060,ORD005060,Vehicle Breakdown,VEH008,NAG_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000539,SHP005067,ORD005067,Inventory Shortage,NAG_NH,NAG_NH,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000540,SHP005111,ORD005111,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000541,SHP005115,ORD005115,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000542,SHP005146,ORD005146,Vehicle Breakdown,VEH029,HYD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000543,SHP005155,ORD005155,Weather Delay,Babugarh,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000544,SHP005188,ORD005188,Weather Delay,Mahrajganj,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000545,SHP005205,ORD005205,Weather Delay,Panch Mahals,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000546,SHP005208,ORD005208,Driver Absence,DRV029,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000547,SHP005210,ORD005210,Vehicle Breakdown,VEH008,NAG_NH,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000548,SHP005214,ORD005214,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000549,SHP005221,ORD005221,Vehicle Breakdown,VEH018,AMD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000550,SHP005242,ORD005242,Weather Delay,Siliguri,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000551,SHP005258,ORD005258,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000552,SHP005272,ORD005272,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000553,SHP005273,ORD005273,Warehouse Shutdown,CCU_RDC,CCU_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000554,SHP005280,ORD005280,Vehicle Breakdown,VEH034,MAA_RDC,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000555,SHP005288,ORD005288,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000556,SHP005292,ORD005292,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000557,SHP005305,ORD005305,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000558,SHP005320,ORD005320,Vehicle Breakdown,VEH018,AMD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000559,SHP005330,ORD005330,Weather Delay,Daudnagar,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000560,SHP005350,ORD005350,Driver Absence,DRV034,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000561,SHP005362,ORD005362,Driver Absence,DRV007,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000562,SHP005363,ORD005363,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000563,SHP005365,ORD005365,Vehicle Breakdown,VEH018,AMD_RDC,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000564,SHP005365,ORD005365,Weather Delay,"Hadapsar, Pune",AMD_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000565,SHP005395,ORD005395,Vehicle Breakdown,VEH023,BLR_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000566,SHP005413,ORD005413,Weather Delay,Anamalais,BLR_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000567,SHP005414,ORD005414,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000568,SHP005416,ORD005416,Inventory Shortage,AMD_RDC,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000569,SHP005421,ORD005421,Driver Absence,DRV001,MUM_NH,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000570,SHP005423,ORD005423,Weather Delay,Amethi,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000571,SHP005431,ORD005431,Vehicle Breakdown,VEH008,NAG_NH,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000572,SHP005434,ORD005434,Weather Delay,Jayashankar Bhupalapally,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000573,SHP005436,ORD005436,Weather Delay,Odugattur,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000574,SHP005457,ORD005457,Warehouse Shutdown,AMD_RDC,AMD_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000575,SHP005460,ORD005460,Weather Delay,Muddebihal,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000576,SHP005478,ORD005478,Vehicle Breakdown,VEH029,HYD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000577,SHP005494,ORD005494,Vehicle Breakdown,VEH008,NAG_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000578,SHP005502,ORD005502,Weather Delay,Mauganj,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
