shipment_id,vehicle_id,distance_km,fuel_efficiency_kmpl,fuel_consumption_l,co2_emission_kg,carbon_intensity,estimated_delivery,eta_status,sustainability_score,green_shipment,sustainability_category
SHP005771,VEH003,619.16,8,77.4,207.43,0.335,2025-01-25 00:48,On Time,50,No,Poor
SHP005772,VEH036,1851.76,8,231.47,620.34,0.335,2025-07-09 03:36,On Time,50,No,Poor
SHP005773,VEH003,1298.16,8,162.27,434.88,0.335,2025-02-12 00:48,On Time,50,No,Poor
SHP005774,VEH029,537.35,12,44.78,120.01,0.223,2025-03-04 03:00,On Time,70,Yes,Average
SHP005775,VEH003,1266.95,8,158.37,424.43,0.335,2025-11-09 09:00,In Transit,50,No,Poor
SHP005776,VEH018,1737.92,12,144.83,388.14,0.223,2025-09-14 03:00,On Time,50,No,Poor
SHP005777,VEH008,771.62,8,96.45,258.49,0.335,2025-11-27 18:00,Long Distance,50,No,Poor
SHP005778,VEH008,1256.65,8,157.08,420.97,0.335,2025-04-16 03:36,On Time,50,No,Poor
SHP005779,VEH014,1860.54,12,155.04,415.51,0.223,2025-02-24 00:40,On Time,50,No,Poor
SHP005780,VEH034,1857.75,12,154.81,414.89,0.223,2025-11-16 07:30,In Transit,50,No,Poor
SHP005781,VEH003,1316.97,8,164.62,441.18,0.335,2025-05-22 00:48,On Time,50,No,Poor
SHP005782,VEH014,1084.9,12,90.41,242.3,0.223,2025-09-03 00:40,On Time,50,No,Poor
SHP005783,VEH036,46.12,8,5.76,15.44,0.335,2025-12-20 18:00,Long Distance,100,Yes,Excellent
SHP005784,VEH029,422.87,12,35.24,94.44,0.223,2025-08-27 00:40,On Time,85,Yes,Good
SHP005785,VEH034,532.27,12,44.36,118.88,0.223,2025-02-24 07:30,In Transit,70,Yes,Average
SHP005786,VEH034,497.26,12,41.44,111.06,0.223,2025-07-02 00:40,On Time,70,Yes,Average
SHP005787,VEH034,1555.42,12,129.62,347.38,0.223,2025-09-18 15:00,Long Distance,50,No,Poor
SHP005788,VEH034,1578.27,12,131.52,352.47,0.223,2025-05-27 03:00,On Time,50,No,Poor
SHP005789,VEH029,703.6,12,58.63,157.13,0.223,2025-07-06 15:00,Long Distance,70,Yes,Average
SHP005790,VEH023,1747.11,12,145.59,390.18,0.223,2025-04-18 00:40,On Time,50,No,Poor
SHP005791,VEH023,2061.57,12,171.8,460.42,0.223,2025-10-01 03:00,On Time,50,No,Poor
SHP005792,VEH036,1395.98,8,174.5,467.66,0.335,2025-09-01 03:36,On Time,50,No,Poor
SHP005793,VEH029,393.88,12,32.82,87.96,0.223,2025-08-16 00:40,On Time,85,Yes,Good
SHP005794,VEH003,1650.83,8,206.35,553.02,0.335,2025-03-12 00:48,On Time,50,No,Poor
SHP005795,VEH023,1718.06,12,143.17,383.7,0.223,2025-04-28 03:00,On Time,50,No,Poor
SHP005796,VEH014,339.13,12,28.26,75.74,0.223,2025-08-07 00:40,On Time,85,Yes,Good
SHP005797,VEH014,16.9,12,1.41,3.78,0.224,2025-11-12 00:40,On Time,100,Yes,Excellent
SHP005798,VEH008,395.46,8,49.43,132.47,0.335,2025-12-14 18:00,Long Distance,70,Yes,Average
SHP005799,VEH029,1401.66,12,116.8,313.02,0.223,2025-07-17 03:00,On Time,50,No,Poor
SHP005800,VEH003,1273.97,8,159.25,426.79,0.335,2025-10-02 03:36,On Time,50,No,Poor
SHP005801,VEH018,427.18,12,35.6,95.41,0.223,2025-01-21 03:00,On Time,85,Yes,Good
SHP005802,VEH029,705.95,12,58.83,157.66,0.223,2025-01-06 00:40,On Time,70,Yes,Average
SHP005803,VEH029,1104.11,12,92.01,246.59,0.223,2025-12-12 03:00,On Time,50,No,Poor
SHP005804,VEH003,435.51,8,54.44,145.9,0.335,2025-06-30 00:48,On Time,70,Yes,Average
SHP005805,VEH008,669.8,8,83.72,224.37,0.335,2025-03-28 03:36,On Time,50,No,Poor
SHP005806,VEH034,617.44,12,51.45,137.89,0.223,2025-04-10 07:30,In Transit,70,Yes,Average
SHP005807,VEH029,1032.39,12,86.03,230.56,0.223,2025-03-25 03:00,On Time,50,No,Poor
SHP005808,VEH008,1670.01,8,208.75,559.45,0.335,2025-07-16 03:36,On Time,50,No,Poor
SHP005809,VEH018,1256.25,12,104.69,280.57,0.223,2025-06-30 15:00,Long Distance,50,No,Poor
SHP005810,VEH008,1101.87,8,137.73,369.12,0.335,2025-09-01 09:00,In Transit,50,No,Poor
SHP005811,VEH018,204.92,12,17.08,45.77,0.223,2025-02-05 00:40,On Time,100,Yes,Excellent
SHP005812,VEH018,1441.08,12,120.09,321.84,0.223,2025-05-06 03:00,On Time,50,No,Poor
SHP005813,VEH034,534.14,12,44.51,119.29,0.223,2025-03-15 00:40,On Time,70,Yes,Average
SHP005814,VEH003,1341.88,8,167.74,449.54,0.335,2025-03-02 09:00,In Transit,50,No,Poor
SHP005815,VEH018,1207.46,12,100.62,269.66,0.223,2025-02-08 03:00,On Time,50,No,Poor
SHP005816,VEH008,983.65,8,122.96,329.53,0.335,2025-04-13 18:00,Long Distance,50,No,Poor
SHP005817,VEH023,1194.41,12,99.53,266.74,0.223,2025-05-13 15:00,Long Distance,50,No,Poor
SHP005818,VEH018,1881.09,12,156.76,420.12,0.223,2025-12-24 03:00,On Time,50,No,Poor
SHP005819,VEH003,1150.75,8,143.84,385.49,0.335,2025-10-25 03:36,On Time,50,No,Poor
SHP005820,VEH008,1191.86,8,148.98,399.27,0.335,2025-05-30 03:36,On Time,50,No,Poor
SHP005821,VEH036,1168.69,8,146.09,391.52,0.335,2025-01-06 03:36,On Time,50,No,Poor
SHP005822,VEH036,264.64,8,33.08,88.65,0.335,2025-11-06 09:00,In Transit,85,Yes,Good
SHP005823,VEH003,1073.37,8,134.17,359.58,0.335,2025-01-24 03:36,On Time,50,No,Poor
SHP005824,VEH014,720.12,12,60.01,160.83,0.223,2025-07-14 03:00,On Time,70,Yes,Average
SHP005825,VEH003,1570.08,8,196.26,525.98,0.335,2025-10-09 03:36,On Time,50,No,Poor
SHP005826,VEH018,1683.38,12,140.28,375.95,0.223,2025-05-06 07:30,In Transit,50,No,Poor
SHP005827,VEH029,50.19,12,4.18,11.2,0.223,2025-06-19 00:40,On Time,100,Yes,Excellent
SHP005828,VEH018,278.37,12,23.2,62.18,0.223,2025-02-17 00:40,On Time,85,Yes,Good
SHP005829,VEH034,1680.35,12,140.03,375.28,0.223,2025-05-24 03:00,On Time,50,No,Poor
SHP005830,VEH034,1003.59,12,83.63,224.13,0.223,2025-09-09 00:40,On Time,50,No,Poor
SHP005831,VEH023,1880.11,12,156.68,419.9,0.223,2025-06-15 00:40,On Time,50,No,Poor
SHP005832,VEH018,1444.75,12,120.4,322.67,0.223,2025-06-15 03:00,On Time,50,No,Poor
SHP005833,VEH003,1360.59,8,170.07,455.79,0.335,2025-08-18 18:00,Long Distance,50,No,Poor
SHP005834,VEH008,1075.77,8,134.47,360.38,0.335,2025-04-30 03:36,On Time,50,No,Poor
SHP005835,VEH023,1531.05,12,127.59,341.94,0.223,2025-09-18 15:00,Long Distance,50,No,Poor
SHP005836,VEH034,1912.59,12,159.38,427.14,0.223,2025-03-23 15:00,Long Distance,50,No,Poor
SHP005837,VEH034,2152.13,12,179.34,480.63,0.223,2025-12-10 07:30,In Transit,50,No,Poor
SHP005838,VEH003,968.8,8,121.1,324.55,0.335,2025-07-16 18:00,Long Distance,50,No,Poor
SHP005839,VEH003,1122.12,8,140.26,375.9,0.335,2025-06-01 09:00,In Transit,50,No,Poor
SHP005840,VEH018,96.69,12,8.06,21.6,0.223,2025-05-24 15:00,Long Distance,100,Yes,Excellent
SHP005841,VEH034,930.93,12,77.58,207.91,0.223,2025-03-16 07:30,In Transit,50,No,Poor
SHP005842,VEH008,628.05,8,78.51,210.41,0.335,2025-02-24 03:36,On Time,50,No,Poor
SHP005843,VEH029,951.41,12,79.28,212.47,0.223,2025-09-16 03:00,On Time,50,No,Poor
SHP005844,VEH036,1161.61,8,145.2,389.14,0.335,2025-05-15 18:00,Long Distance,50,No,Poor
SHP005845,VEH036,504.28,8,63.04,168.95,0.335,2025-04-30 18:00,Long Distance,70,Yes,Average
SHP005846,VEH014,381.64,12,31.8,85.22,0.223,2025-04-22 15:00,Long Distance,85,Yes,Good
SHP005847,VEH008,1352.18,8,169.02,452.97,0.335,2025-04-28 00:48,On Time,50,No,Poor
SHP005848,VEH029,2249.09,12,187.42,502.29,0.223,2025-06-03 00:40,On Time,50,No,Poor
SHP005849,VEH008,96.94,8,12.12,32.48,0.335,2025-12-29 09:00,In Transit,100,Yes,Excellent
SHP005850,VEH023,2511.14,12,209.26,560.82,0.223,2025-01-26 00:40,On Time,50,No,Poor
SHP005851,VEH003,963.89,8,120.49,322.91,0.335,2025-05-15 09:00,In Transit,50,No,Poor
SHP005852,VEH023,95.81,12,7.98,21.39,0.223,2025-03-19 01:00,Long Distance,100,Yes,Excellent
SHP005853,VEH008,728.28,8,91.04,243.99,0.335,2025-06-04 00:48,On Time,50,No,Poor
SHP005854,VEH036,1498.53,8,187.32,502.02,0.335,2025-05-11 00:48,On Time,50,No,Poor
SHP005855,VEH008,1341.92,8,167.74,449.54,0.335,2025-12-16 03:36,On Time,50,No,Poor
SHP005856,VEH036,32.65,8,4.08,10.93,0.335,2025-12-30 03:36,On Time,100,Yes,Excellent
SHP005857,VEH018,298.42,12,24.87,66.65,0.223,2025-10-10 03:00,On Time,85,Yes,Good
SHP005858,VEH034,1227.86,12,102.32,274.22,0.223,2025-07-03 03:00,On Time,50,No,Poor
SHP005859,VEH014,935.88,12,77.99,209.01,0.223,2025-08-10 07:30,In Transit,50,No,Poor
SHP005860,VEH036,1824.02,8,228.0,611.04,0.335,2025-01-27 18:00,Long Distance,50,No,Poor
SHP005861,VEH014,2169.62,12,180.8,484.54,0.223,2025-05-16 07:30,In Transit,50,No,Poor
SHP005862,VEH003,252.4,8,31.55,84.55,0.335,2025-04-02 18:00,Long Distance,85,Yes,Good
SHP005863,VEH034,1932.98,12,161.08,431.69,0.223,2025-05-02 15:00,Long Distance,50,No,Poor
SHP005864,VEH018,1275.9,12,106.32,284.94,0.223,2025-01-16 03:00,On Time,50,No,Poor
SHP005865,VEH008,1041.74,8,130.22,348.99,0.335,2025-08-31 00:48,On Time,50,No,Poor
SHP005866,VEH034,1559.99,12,130.0,348.4,0.223,2025-02-13 00:40,On Time,50,No,Poor
SHP005867,VEH014,1858.15,12,154.85,415.0,0.223,2025-05-14 03:00,On Time,50,No,Poor
SHP005868,VEH003,2019.29,8,252.41,676.46,0.335,2025-12-04 00:48,On Time,50,No,Poor
SHP005869,VEH018,818.75,12,68.23,182.86,0.223,2025-09-01 03:00,On Time,50,No,Poor
SHP005870,VEH034,1600.1,12,133.34,357.35,0.223,2026-01-01 03:00,On Time,50,No,Poor
SHP005871,VEH018,308.95,12,25.75,69.01,0.223,2025-08-13 03:00,On Time,85,Yes,Good
SHP005872,VEH008,241.23,8,30.15,80.8,0.335,2025-05-06 00:48,On Time,85,Yes,Good
SHP005873,VEH023,914.38,12,76.2,204.22,0.223,2025-09-04 15:00,Long Distance,50,No,Poor
SHP005874,VEH036,1730.62,8,216.33,579.76,0.335,2025-08-24 03:36,On Time,50,No,Poor
SHP005875,VEH008,336.65,8,42.08,112.77,0.335,2025-12-30 00:48,On Time,70,Yes,Average
SHP005876,VEH034,1508.68,12,125.72,336.93,0.223,2025-09-04 03:00,On Time,50,No,Poor
SHP005877,VEH014,1821.27,12,151.77,406.74,0.223,2025-07-09 03:00,On Time,50,No,Poor
SHP005878,VEH018,1090.06,12,90.84,243.45,0.223,2025-03-03 03:00,On Time,50,No,Poor
SHP005879,VEH036,533.01,8,66.63,178.57,0.335,2025-02-01 18:00,Long Distance,70,Yes,Average
SHP005880,VEH018,1224.04,12,102.0,273.36,0.223,2025-07-10 00:40,On Time,50,No,Poor
SHP005881,VEH034,364.76,12,30.4,81.47,0.223,2025-07-26 03:00,On Time,85,Yes,Good
SHP005882,VEH036,1530.54,8,191.32,512.74,0.335,2025-07-13 06:00,Long Distance,50,No,Poor
SHP005883,VEH014,4.24,12,0.35,0.94,0.222,2025-01-06 03:00,On Time,100,Yes,Excellent
SHP005884,VEH008,1172.71,8,146.59,392.86,0.335,2025-01-16 00:48,On Time,50,No,Poor
SHP005885,VEH014,48.83,12,4.07,10.91,0.223,2025-10-09 15:00,Long Distance,100,Yes,Excellent
SHP005886,VEH023,118.28,12,9.86,26.42,0.223,2025-12-14 00:40,On Time,100,Yes,Excellent
SHP005887,VEH018,1328.84,12,110.74,296.78,0.223,2025-02-11 15:00,Long Distance,50,No,Poor
SHP005888,VEH034,584.93,12,48.74,130.62,0.223,2025-02-06 07:30,In Transit,70,Yes,Average
SHP005889,VEH008,780.27,8,97.53,261.38,0.335,2025-02-12 09:00,In Transit,50,No,Poor
SHP005890,VEH034,1523.92,12,126.99,340.33,0.223,2025-06-27 00:40,On Time,50,No,Poor
SHP005891,VEH008,976.96,8,122.12,327.28,0.335,2025-10-27 03:36,On Time,50,No,Poor
SHP005892,VEH036,1859.28,8,232.41,622.86,0.335,2025-08-25 00:48,On Time,50,No,Poor
SHP005893,VEH008,924.74,8,115.59,309.78,0.335,2025-10-25 09:00,In Transit,50,No,Poor
SHP005894,VEH029,455.07,12,37.92,101.63,0.223,2025-10-16 00:40,On Time,70,Yes,Average
SHP005895,VEH014,1051.3,12,87.61,234.79,0.223,2025-10-14 00:40,On Time,50,No,Poor
SHP005896,VEH008,747.09,8,93.39,250.29,0.335,2025-07-23 00:48,On Time,50,No,Poor
SHP005897,VEH003,720.06,8,90.01,241.23,0.335,2025-06-30 00:48,On Time,50,No,Poor
SHP005898,VEH003,384.38,8,48.05,128.77,0.335,2025-06-16 18:00,Long Distance,70,Yes,Average
SHP005899,VEH003,1246.06,8,155.76,417.44,0.335,2025-11-06 03:36,On Time,50,No,Poor
SHP005900,VEH036,1859.28,8,232.41,622.86,0.335,2025-09-12 00:48,On Time,50,No,Poor
SHP005901,VEH018,1618.9,12,134.91,361.56,0.223,2025-10-21 15:00,Long Distance,50,No,Poor
SHP005902,VEH018,418.11,12,34.84,93.37,0.223,2025-12-01 15:00,Long Distance,85,Yes,Good
SHP005903,VEH008,549.28,8,68.66,184.01,0.335,2025-02-02 09:00,In Transit,50,No,Poor
SHP005904,VEH034,2520.26,12,210.02,562.85,0.223,2025-08-22 00:40,On Time,50,No,Poor
SHP005905,VEH018,1347.66,12,112.3,300.96,0.223,2025-03-30 00:40,On Time,50,No,Poor
SHP005906,VEH014,1121.92,12,93.49,250.55,0.223,2025-07-04 03:00,On Time,50,No,Poor
SHP005907,VEH034,2202.89,12,183.57,491.97,0.223,2025-11-17 00:40,On Time,50,No,Poor
SHP005908,VEH018,1464.23,12,122.02,327.01,0.223,2025-08-21 00:40,On Time,50,No,Poor
SHP005909,VEH014,1434.83,12,119.57,320.45,0.223,2025-06-04 07:30,In Transit,50,No,Poor
SHP005910,VEH003,1895.72,8,236.96,635.05,0.335,2025-07-08 18:00,Long Distance,50,No,Poor
SHP005911,VEH003,1273.59,8,159.2,426.66,0.335,2025-10-09 00:48,On Time,50,No,Poor
SHP005912,VEH008,347.78,8,43.47,116.5,0.335,2025-10-19 00:48,On Time,70,Yes,Average
SHP005913,VEH023,1261.94,12,105.16,281.83,0.223,2025-04-06 07:30,In Transit,50,No,Poor
SHP005914,VEH008,420.19,8,52.52,140.75,0.335,2025-05-03 09:00,In Transit,70,Yes,Average
SHP005915,VEH008,1350.38,8,168.8,452.38,0.335,2025-10-07 03:36,On Time,50,No,Poor
SHP005916,VEH003,297.33,8,37.17,99.62,0.335,2025-04-01 00:48,On Time,85,Yes,Good
SHP005917,VEH036,1197.55,8,149.69,401.17,0.335,2025-04-18 06:00,Long Distance,50,No,Poor
SHP005918,VEH008,941.52,8,117.69,315.41,0.335,2025-07-04 03:36,On Time,50,No,Poor
SHP005919,VEH014,491.63,12,40.97,109.8,0.223,2025-07-12 03:00,On Time,70,Yes,Average
SHP005920,VEH003,445.46,8,55.68,149.22,0.335,2025-03-02 03:36,On Time,70,Yes,Average
SHP005921,VEH008,1289.45,8,161.18,431.96,0.335,2025-05-26 18:00,Long Distance,50,No,Poor
SHP005922,VEH036,186.02,8,23.25,62.31,0.335,2025-04-27 18:00,Long Distance,85,Yes,Good
SHP005923,VEH008,370.33,8,46.29,124.06,0.335,2025-10-14 03:36,On Time,70,Yes,Average
SHP005924,VEH018,1087.09,12,90.59,242.78,0.223,2025-04-11 03:00,On Time,50,No,Poor
SHP005925,VEH029,1665.06,12,138.76,371.88,0.223,2025-05-09 15:00,Long Distance,50,No,Poor
SHP005926,VEH003,1451.84,8,181.48,486.37,0.335,2025-03-11 00:48,On Time,50,No,Poor
SHP005927,VEH034,372.41,12,31.03,83.16,0.223,2025-10-18 15:00,Long Distance,85,Yes,Good
SHP005928,VEH036,239.41,8,29.93,80.21,0.335,2025-03-07 09:00,In Transit,85,Yes,Good
SHP005929,VEH018,1107.89,12,92.32,247.42,0.223,2025-03-26 03:00,On Time,50,No,Poor
SHP005930,VEH003,1023.57,8,127.95,342.91,0.335,2025-11-04 03:36,On Time,50,No,Poor
SHP005931,VEH008,133.76,8,16.72,44.81,0.335,2025-11-11 09:00,In Transit,100,Yes,Excellent
SHP005932,VEH034,1094.84,12,91.24,244.52,0.223,2025-05-07 07:30,In Transit,50,No,Poor
SHP005933,VEH034,561.34,12,46.78,125.37,0.223,2025-09-05 01:00,Long Distance,70,Yes,Average
SHP005934,VEH014,603.61,12,50.3,134.8,0.223,2025-05-23 00:40,On Time,70,Yes,Average
SHP005935,VEH008,641.73,8,80.22,214.99,0.335,2025-04-04 09:00,In Transit,50,No,Poor
SHP005936,VEH018,1326.46,12,110.54,296.25,0.223,2025-10-19 07:30,In Transit,50,No,Poor
SHP005937,VEH003,1462.78,8,182.85,490.04,0.335,2025-02-20 00:48,On Time,50,No,Poor
SHP005938,VEH029,660.61,12,55.05,147.53,0.223,2025-08-18 07:30,In Transit,70,Yes,Average
SHP005939,VEH018,690.41,12,57.53,154.18,0.223,2025-09-06 15:00,Long Distance,70,Yes,Average
SHP005940,VEH034,2298.56,12,191.55,513.35,0.223,2025-03-07 03:00,On Time,50,No,Poor
SHP005941,VEH008,1069.56,8,133.7,358.32,0.335,2025-03-21 18:00,Long Distance,50,No,Poor
SHP005942,VEH029,605.9,12,50.49,135.31,0.223,2025-05-10 03:00,On Time,70,Yes,Average
SHP005943,VEH029,604.8,12,50.4,135.07,0.223,2025-11-17 01:00,Long Distance,70,Yes,Average
SHP005944,VEH008,1025.84,8,128.23,343.66,0.335,2025-01-16 09:00,In Transit,50,No,Poor
SHP005945,VEH018,232.48,12,19.37,51.91,0.223,2025-12-04 03:00,On Time,100,Yes,Excellent
SHP005946,VEH018,122.52,12,10.21,27.36,0.223,2025-03-12 03:00,On Time,100,Yes,Excellent
SHP005947,VEH018,560.05,12,46.67,125.08,0.223,2025-12-30 00:40,On Time,70,Yes,Average
SHP005948,VEH003,1271.68,8,158.96,426.01,0.335,2025-06-21 00:48,On Time,50,No,Poor
SHP005949,VEH008,1179.96,8,147.5,395.3,0.335,2025-05-19 03:36,On Time,50,No,Poor
SHP005950,VEH029,584.68,12,48.72,130.57,0.223,2025-10-26 07:30,In Transit,70,Yes,Average
SHP005951,VEH023,1433.37,12,119.45,320.13,0.223,2025-12-09 15:00,Long Distance,50,No,Poor
SHP005952,VEH036,863.86,8,107.98,289.39,0.335,2025-10-31 00:48,On Time,50,No,Poor
SHP005953,VEH014,1035.35,12,86.28,231.23,0.223,2025-08-28 00:40,On Time,50,No,Poor
SHP005954,VEH003,1205.19,8,150.65,403.74,0.335,2025-03-09 03:36,On Time,50,No,Poor
SHP005955,VEH036,1681.43,8,210.18,563.28,0.335,2025-05-02 03:36,On Time,50,No,Poor
SHP005956,VEH018,1535.26,12,127.94,342.88,0.223,2025-12-25 03:00,On Time,50,No,Poor
SHP005957,VEH008,684.87,8,85.61,229.43,0.335,2025-01-05 00:48,On Time,50,No,Poor
SHP005958,VEH018,1743.42,12,145.28,389.35,0.223,2025-09-12 15:00,Long Distance,50,No,Poor
SHP005959,VEH023,1820.02,12,151.67,406.48,0.223,2025-10-22 07:30,In Transit,50,No,Poor
SHP005960,VEH029,1626.49,12,135.54,363.25,0.223,2025-10-29 07:30,In Transit,50,No,Poor
SHP005961,VEH014,1183.64,12,98.64,264.36,0.223,2025-02-20 07:30,In Transit,50,No,Poor
SHP005962,VEH008,864.74,8,108.09,289.68,0.335,2025-06-25 00:48,On Time,50,No,Poor
SHP005963,VEH008,1024.29,8,128.04,343.15,0.335,2025-08-11 09:00,In Transit,50,No,Poor
SHP005964,VEH034,394.86,12,32.9,88.17,0.223,2025-11-23 01:00,Long Distance,85,Yes,Good
SHP005965,VEH018,561.19,12,46.77,125.34,0.223,2025-09-30 01:00,Long Distance,70,Yes,Average
SHP005966,VEH029,632.92,12,52.74,141.34,0.223,2025-06-16 07:30,In Transit,70,Yes,Average
SHP005967,VEH014,2210.3,12,184.19,493.63,0.223,2025-03-11 15:00,Long Distance,50,No,Poor
SHP005968,VEH023,1742.68,12,145.22,389.19,0.223,2025-05-19 00:40,On Time,50,No,Poor
SHP005969,VEH034,1508.68,12,125.72,336.93,0.223,2025-07-07 03:00,On Time,50,No,Poor
SHP005970,VEH008,573.26,8,71.66,192.05,0.335,2025-06-15 03:36,On Time,50,No,Poor
SHP005971,VEH034,1608.23,12,134.02,359.17,0.223,2025-03-30 03:00,On Time,50,No,Poor
SHP005972,VEH034,640.51,12,53.38,143.06,0.223,2025-06-30 03:00,On Time,70,Yes,Average
SHP005973,VEH003,1677.77,8,209.72,562.05,0.335,2025-06-30 03:36,On Time,50,No,Poor
SHP005974,VEH036,1824.02,8,228.0,611.04,0.335,2025-03-29 18:00,Long Distance,50,No,Poor
SHP005975,VEH014,336.78,12,28.06,75.2,0.223,2025-08-01 00:40,On Time,85,Yes,Good
SHP005976,VEH003,427.52,8,53.44,143.22,0.335,2025-04-03 03:36,On Time,70,Yes,Average
SHP005977,VEH036,1558.49,8,194.81,522.09,0.335,2025-03-25 03:36,On Time,50,No,Poor
SHP005978,VEH029,329.59,12,27.47,73.62,0.223,2025-10-21 07:30,In Transit,85,Yes,Good
SHP005979,VEH018,943.73,12,78.64,210.76,0.223,2025-01-07 03:00,On Time,50,No,Poor
SHP005980,VEH008,649.58,8,81.2,217.62,0.335,2025-07-24 06:00,Long Distance,50,No,Poor
SHP005981,VEH018,1587.57,12,132.3,354.56,0.223,2025-03-10 00:40,On Time,50,No,Poor
SHP005982,VEH014,1413.0,12,117.75,315.57,0.223,2025-06-25 00:40,On Time,50,No,Poor
SHP005983,VEH018,935.59,12,77.97,208.96,0.223,2025-04-12 15:00,Long Distance,50,No,Poor
SHP005984,VEH034,556.74,12,46.4,124.35,0.223,2025-05-27 00:40,On Time,70,Yes,Average
SHP005985,VEH023,827.78,12,68.98,184.87,0.223,2025-04-30 03:00,On Time,50,No,Poor
SHP005986,VEH008,715.68,8,89.46,239.75,0.335,2025-10-22 09:00,In Transit,50,No,Poor
SHP005987,VEH034,1300.1,12,108.34,290.35,0.223,2025-10-03 03:00,On Time,50,No,Poor
SHP005988,VEH008,1077.03,8,134.63,360.81,0.335,2025-06-03 00:48,On Time,50,No,Poor
SHP005989,VEH018,496.09,12,41.34,110.79,0.223,2025-04-25 03:00,On Time,70,Yes,Average
SHP005990,VEH008,958.84,8,119.86,321.22,0.335,2025-08-03 03:36,On Time,50,No,Poor
SHP005991,VEH034,2278.03,12,189.84,508.77,0.223,2025-09-06 00:40,On Time,50,No,Poor
SHP005992,VEH034,2596.01,12,216.33,579.76,0.223,2025-05-26 01:00,Long Distance,50,No,Poor
SHP005993,VEH014,1527.2,12,127.27,341.08,0.223,2025-01-31 01:00,Long Distance,50,No,Poor
SHP005994,VEH018,685.35,12,57.11,153.05,0.223,2025-05-27 00:40,On Time,70,Yes,Average
SHP005995,VEH008,1574.49,8,196.81,527.45,0.335,2025-07-01 09:00,In Transit,50,No,Poor
SHP005996,VEH008,882.09,8,110.26,295.5,0.335,2025-04-28 03:36,On Time,50,No,Poor
SHP005997,VEH014,195.22,12,16.27,43.6,0.223,2025-08-06 07:30,In Transit,100,Yes,Excellent
SHP005998,VEH014,135.84,12,11.32,30.34,0.223,2025-04-26 03:00,On Time,100,Yes,Excellent
SHP005999,VEH036,1539.92,8,192.49,515.87,0.335,2025-08-01 18:00,Long Distance,50,No,Poor
SHP006000,VEH018,1475.22,12,122.94,329.48,0.223,2025-11-14 03:00,On Time,50,No,Poor
SHP006001,VEH029,12.04,12,1.0,2.68,0.223,2025-08-13 00:40,On Time,100,Yes,Excellent
SHP006002,VEH036,964.93,8,120.62,323.26,0.335,2025-07-20 03:36,On Time,50,No,Poor
SHP006003,VEH029,1071.59,12,89.3,239.32,0.223,2025-04-11 07:30,In Transit,50,No,Poor
SHP006004,VEH034,775.83,12,64.65,173.26,0.223,2025-12-06 03:00,On Time,70,Yes,Average
SHP006005,VEH014,155.52,12,12.96,34.73,0.223,2025-08-05 15:00,Long Distance,100,Yes,Excellent
SHP006006,VEH003,1624.51,8,203.06,544.2,0.335,2025-05-11 03:36,On Time,50,No,Poor
SHP006007,VEH029,758.29,12,63.19,169.35,0.223,2025-01-27 01:00,Long Distance,70,Yes,Average
SHP006008,VEH036,869.36,8,108.67,291.24,0.335,2025-06-19 03:36,On Time,50,No,Poor
SHP006009,VEH003,1656.55,8,207.07,554.95,0.335,2025-08-14 09:00,In Transit,50,No,Poor
SHP006010,VEH008,978.52,8,122.32,327.82,0.335,2025-04-07 09:00,In Transit,50,No,Poor
SHP006011,VEH023,769.55,12,64.13,171.87,0.223,2025-01-23 07:30,In Transit,70,Yes,Average
SHP006012,VEH018,1061.8,12,88.48,237.13,0.223,2025-08-18 07:30,In Transit,50,No,Poor
SHP006013,VEH014,789.3,12,65.77,176.26,0.223,2025-09-12 03:00,On Time,70,Yes,Average
SHP006014,VEH036,542.83,8,67.85,181.84,0.335,2025-08-09 03:36,On Time,50,No,Poor
SHP006015,VEH014,2144.76,12,178.73,479.0,0.223,2025-10-23 07:30,In Transit,50,No,Poor
SHP006016,VEH036,1501.72,8,187.72,503.09,0.335,2025-03-27 03:36,On Time,50,No,Poor
SHP006017,VEH008,634.72,8,79.34,212.63,0.335,2025-04-27 03:36,On Time,50,No,Poor
SHP006018,VEH023,1715.62,12,142.97,383.16,0.223,2025-10-14 07:30,In Transit,50,No,Poor
SHP006019,VEH036,1138.41,8,142.3,381.36,0.335,2025-08-28 09:00,In Transit,50,No,Poor
SHP006020,VEH036,493.72,8,61.72,165.41,0.335,2025-12-29 03:36,On Time,70,Yes,Average
SHP006021,VEH018,567.26,12,47.27,126.68,0.223,2025-01-02 03:00,On Time,70,Yes,Average
SHP006022,VEH018,744.56,12,62.05,166.29,0.223,2025-06-23 15:00,Long Distance,70,Yes,Average
SHP006023,VEH008,1969.58,8,246.2,659.82,0.335,2025-05-19 03:36,On Time,50,No,Poor
SHP006024,VEH029,446.23,12,37.19,99.67,0.223,2025-05-03 03:00,On Time,85,Yes,Good
SHP006025,VEH034,942.46,12,78.54,210.49,0.223,2025-01-09 00:40,On Time,50,No,Poor
SHP006026,VEH023,276.27,12,23.02,61.69,0.223,2025-10-01 03:00,On Time,85,Yes,Good
SHP006027,VEH003,1247.09,8,155.89,417.79,0.335,2025-01-27 03:36,On Time,50,No,Poor
SHP006028,VEH014,737.17,12,61.43,164.63,0.223,2025-02-20 00:40,On Time,70,Yes,Average
SHP006029,VEH008,391.5,8,48.94,131.16,0.335,2025-09-26 03:36,On Time,70,Yes,Average
