shipment_id,order_id,warehouse_id,warehouse_code,destination_city,sku_id,sku_code,shipment_quantity,dispatch_date,estimated_delivery,shipment_status
SHP004124,ORD004124,WH002,NAG_NH,Barki Saria,SKU0060,AUT003,14,2025-12-26,2025-12-29,Delivered
SHP004125,ORD004125,WH005,BLR_RDC,Vidisha,SKU0044,APP008,3,2025-08-03,2025-08-09,Delivered
SHP004126,ORD004126,WH004,AMD_RDC,"Aundh, Satara",SKU0010,ELE010,5,2025-01-24,2025-01-31,Delivered
SHP004127,ORD004127,WH006,HYD_RDC,Nalanda,SKU0074,HOM008,39,2025-09-13,2025-09-20,Delivered
SHP004128,ORD004128,WH003,DEL_RDC,Barasat,SKU0057,HEA009,2,2025-08-04,2025-08-06,Delivered
SHP004129,ORD004129,WH007,MAA_RDC,Savda,SKU0046,APP010,41,2025-07-05,2025-07-12,Delivered
SHP004130,ORD004130,WH005,BLR_RDC,Haridwar,SKU0030,GRO006,24,2025-06-22,2025-06-29,Delivered
SHP004131,ORD004131,WH002,NAG_NH,Argaon,SKU0039,APP003,50,2025-09-14,2025-09-20,Delivered
SHP004132,ORD004132,WH002,NAG_NH,Tori-Fatehpur,SKU0013,FMC001,86,2025-12-16,2025-12-18,Delivered
SHP004133,ORD004133,WH007,MAA_RDC,Palia Kalan,SKU0037,APP001,33,2025-05-23,2025-05-29,Delivered
SHP004134,ORD004134,WH006,HYD_RDC,Borkhera,SKU0052,HEA004,19,2025-11-12,2025-11-17,Delivered
SHP004135,ORD004135,WH008,CCU_RDC,Rangareddi,SKU0030,GRO006,6,2025-08-22,2025-08-27,Delivered
SHP004136,ORD004136,WH005,BLR_RDC,Nagothana,SKU0024,FMC012,38,2025-10-03,2025-10-06,Delivered
SHP004137,ORD004137,WH003,DEL_RDC,Ambajogai,SKU0043,APP007,43,2025-01-12,2025-01-15,Delivered
SHP004138,ORD004138,WH003,DEL_RDC,Nalegaon,SKU0024,FMC012,5,2025-08-31,2025-09-05,Delivered
SHP004139,ORD004139,WH002,NAG_NH,Titlagarh,SKU0071,HOM005,19,2025-04-30,2025-05-07,Delivered
SHP004140,ORD004140,WH004,AMD_RDC,Gokavaram,SKU0010,ELE010,15,2025-05-16,2025-05-18,Delivered
SHP004141,ORD004141,WH006,HYD_RDC,Peranamallur,SKU0031,GRO007,53,2025-04-29,2025-05-02,Delivered
SHP004142,ORD004142,WH001,MUM_NH,Ram Das,SKU0042,APP006,51,2025-05-17,2025-05-22,Delivered
SHP004143,ORD004143,WH002,NAG_NH,Basavakalyan,SKU0021,FMC009,6,2025-04-25,2025-05-01,Delivered
SHP004144,ORD004144,WH006,HYD_RDC,Bakani,SKU0051,HEA003,1,2025-08-10,2025-08-13,Delivered
SHP004145,ORD004145,WH007,MAA_RDC,Jagtial,SKU0056,HEA008,35,2025-10-09,2025-10-13,Delivered
SHP004146,ORD004146,WH006,HYD_RDC,Nadiad,SKU0061,AUT004,10,2025-11-04,2025-11-08,Delivered
SHP004147,ORD004147,WH001,MUM_NH,Musafirkhana,SKU0073,HOM007,28,2025-10-03,2025-10-08,Delivered
SHP004148,ORD004148,WH006,HYD_RDC,Ashoknagar Kalyangarh,SKU0017,FMC005,50,2025-03-03,2025-03-06,Delivered
SHP004149,ORD004149,WH008,CCU_RDC,Palamedu,SKU0039,APP003,22,2025-04-03,2025-04-04,Delivered
SHP004150,ORD004150,WH002,NAG_NH,Perumbavoor,SKU0027,GRO003,2,2025-12-18,2025-12-21,Delivered
SHP004151,ORD004151,WH002,NAG_NH,Chilakalurupet,SKU0037,APP001,32,2025-09-04,2025-09-08,Delivered
SHP004152,ORD004152,WH008,CCU_RDC,Sivagiri,SKU0017,FMC005,60,2025-05-13,2025-05-15,Delivered
SHP004153,ORD004153,WH006,HYD_RDC,Korwai,SKU0025,GRO001,33,2025-08-01,2025-08-07,Delivered
SHP004154,ORD004154,WH003,DEL_RDC,South District,SKU0042,APP006,21,2025-07-07,2025-07-09,Delivered
SHP004155,ORD004155,WH003,DEL_RDC,"Hadapsar, Pune",SKU0001,ELE001,10,2025-10-07,2025-10-14,Delivered
SHP004156,ORD004156,WH007,MAA_RDC,Jalkot,SKU0068,HOM002,3,2025-02-10,2025-02-15,Delivered
SHP004157,ORD004157,WH007,MAA_RDC,Kotamangalam,SKU0008,ELE008,8,2025-02-03,2025-02-09,Delivered
SHP004158,ORD004158,WH006,HYD_RDC,Shahabad,SKU0010,ELE010,15,2025-06-24,2025-06-27,Delivered
SHP004159,ORD004159,WH003,DEL_RDC,Marhaura,SKU0032,GRO008,60,2025-09-20,2025-09-26,Delivered
SHP004160,ORD004160,WH001,MUM_NH,Ariyalur,SKU0042,APP006,79,2025-05-25,2025-05-31,Delivered
SHP004161,ORD004161,WH006,HYD_RDC,Thanniyam,SKU0069,HOM003,12,2025-04-02,2025-04-09,Delivered
SHP004162,ORD004162,WH002,NAG_NH,Baga,SKU0043,APP007,33,2025-01-10,2025-01-12,Delivered
SHP004163,ORD004163,WH003,DEL_RDC,Banposh,SKU0011,ELE011,5,2025-03-25,2025-03-29,Delivered
SHP004164,ORD004164,WH008,CCU_RDC,Kodinar,SKU0027,GRO003,67,2025-12-21,2025-12-27,Delivered
SHP004165,ORD004165,WH004,AMD_RDC,Nawanshahr,SKU0009,ELE009,30,2025-11-22,2025-11-27,Delivered
SHP004166,ORD004166,WH003,DEL_RDC,Fatehgarh Sahib,SKU0051,HEA003,55,2025-07-19,2025-07-26,Delivered
SHP004167,ORD004167,WH004,AMD_RDC,Bansihari Community Development Block,SKU0024,FMC012,104,2025-04-20,2025-04-25,Delivered
SHP004168,ORD004168,WH008,CCU_RDC,Bhubaneshwar,SKU0004,ELE004,8,2025-10-29,2025-11-02,Delivered
SHP004169,ORD004169,WH007,MAA_RDC,Mundra,SKU0041,APP005,4,2025-12-04,2025-12-07,Delivered
SHP004170,ORD004170,WH001,MUM_NH,Dabra,SKU0058,AUT001,25,2025-06-16,2025-06-20,Delivered
SHP004171,ORD004171,WH008,CCU_RDC,Dabwali,SKU0075,HOM009,29,2025-01-23,2025-01-28,Delivered
SHP004172,ORD004172,WH003,DEL_RDC,Matunga,SKU0074,HOM008,1,2025-10-20,2025-10-25,Delivered
SHP004173,ORD004173,WH002,NAG_NH,Polasara,SKU0056,HEA008,6,2025-12-01,2025-12-07,Delivered
SHP004174,ORD004174,WH004,AMD_RDC,Pandhurna,SKU0030,GRO006,1,2025-06-11,2025-06-18,Delivered
SHP004175,ORD004175,WH006,HYD_RDC,Deoni,SKU0004,ELE004,4,2025-11-03,2025-11-06,Delivered
SHP004176,ORD004176,WH001,MUM_NH,Chail,SKU0068,HOM002,38,2025-03-13,2025-03-20,Delivered
SHP004177,ORD004177,WH003,DEL_RDC,Mugma,SKU0030,GRO006,44,2025-03-03,2025-03-10,Delivered
SHP004178,ORD004178,WH007,MAA_RDC,Borgaon Manju,SKU0034,GRO010,41,2025-05-07,2025-05-12,Delivered
SHP004179,ORD004179,WH004,AMD_RDC,Madanapalle,SKU0034,GRO010,38,2025-01-20,2025-01-27,Delivered
SHP004180,ORD004180,WH001,MUM_NH,Kalka,SKU0038,APP002,43,2025-03-14,2025-03-20,Delivered
SHP004181,ORD004181,WH002,NAG_NH,Tigri,SKU0034,GRO010,20,2025-05-25,2025-05-29,Delivered
SHP004182,ORD004182,WH005,BLR_RDC,Dharangaon,SKU0063,AUT006,12,2025-02-09,2025-02-12,Delivered
SHP004183,ORD004183,WH004,AMD_RDC,Kalka,SKU0018,FMC006,39,2025-07-30,2025-08-04,Delivered
SHP004184,ORD004184,WH005,BLR_RDC,Kalaburgi,SKU0032,GRO008,42,2025-04-07,2025-04-12,Delivered
SHP004185,ORD004185,WH007,MAA_RDC,Baragaon,SKU0046,APP010,34,2025-11-06,2025-11-13,Delivered
SHP004186,ORD004186,WH008,CCU_RDC,Hodal,SKU0041,APP005,8,2025-02-19,2025-02-20,Delivered
SHP004187,ORD004187,WH002,NAG_NH,Arang,SKU0002,ELE002,21,2025-03-06,2025-03-12,Delivered
SHP004188,ORD004188,WH007,MAA_RDC,Chettipalaiyam,SKU0054,HEA006,38,2025-02-11,2025-02-18,Delivered
SHP004189,ORD004189,WH001,MUM_NH,Songadh,SKU0054,HEA006,20,2025-10-11,2025-10-17,Delivered
SHP004190,ORD004190,WH002,NAG_NH,Maharajganj,SKU0008,ELE008,9,2025-10-25,2025-11-01,Delivered
SHP004191,ORD004191,WH005,BLR_RDC,Makhu,SKU0020,FMC008,36,2025-12-03,2025-12-06,Delivered
SHP004192,ORD004192,WH004,AMD_RDC,Lakhimpur,SKU0024,FMC012,11,2025-06-11,2025-06-18,Delivered
SHP004193,ORD004193,WH003,DEL_RDC,Nadbai,SKU0040,APP004,11,2025-05-18,2025-05-25,Delivered
SHP004194,ORD004194,WH002,NAG_NH,Harnai,SKU0055,HEA007,7,2025-10-30,2025-11-03,Delivered
SHP004195,ORD004195,WH001,MUM_NH,Mohan,SKU0033,GRO009,11,2025-08-31,2025-09-06,Delivered
SHP004196,ORD004196,WH004,AMD_RDC,Ausa,SKU0069,HOM003,7,2025-05-17,2025-05-24,Delivered
SHP004197,ORD004197,WH004,AMD_RDC,Pilibhit,SKU0014,FMC002,115,2025-05-09,2025-05-15,Delivered
SHP004198,ORD004198,WH002,NAG_NH,Sabar Kantha,SKU0052,HEA004,12,2025-12-01,2025-12-02,Delivered
SHP004199,ORD004199,WH007,MAA_RDC,Khetia,SKU0049,HEA001,41,2025-01-11,2025-01-15,Delivered
SHP004200,ORD004200,WH006,HYD_RDC,Wadala,SKU0043,APP007,46,2025-03-07,2025-03-09,Delivered
SHP004201,ORD004201,WH001,MUM_NH,Bhargain,SKU0038,APP002,33,2025-05-03,2025-05-07,Delivered
SHP004202,ORD004202,WH003,DEL_RDC,Nellore,SKU0058,AUT001,9,2025-05-20,2025-05-22,Delivered
SHP004203,ORD004203,WH003,DEL_RDC,Puntamba,SKU0042,APP006,64,2025-10-09,2025-10-15,Delivered
SHP004204,ORD004204,WH003,DEL_RDC,Sirathu,SKU0045,APP009,4,2025-11-11,2025-11-14,Delivered
SHP004205,ORD004205,WH003,DEL_RDC,Manthani,SKU0040,APP004,17,2025-06-01,2025-06-05,Delivered
SHP004206,ORD004206,WH001,MUM_NH,Songadh,SKU0065,AUT008,38,2025-07-31,2025-08-05,Delivered
SHP004207,ORD004207,WH001,MUM_NH,Idar,SKU0059,AUT002,16,2025-11-13,2025-11-14,Delivered
SHP004208,ORD004208,WH005,BLR_RDC,Kharar,SKU0064,AUT007,5,2025-11-29,2025-12-06,Delivered
SHP004209,ORD004209,WH007,MAA_RDC,Shahpura,SKU0049,HEA001,8,2025-07-27,2025-08-02,Delivered
SHP004210,ORD004210,WH003,DEL_RDC,Parol,SKU0054,HEA006,17,2025-12-20,2025-12-23,Delivered
SHP004211,ORD004211,WH008,CCU_RDC,Barauli,SKU0059,AUT002,7,2025-11-25,2025-11-29,Delivered
SHP004212,ORD004212,WH001,MUM_NH,Vepagunta,SKU0005,ELE005,4,2025-03-09,2025-03-13,Delivered
SHP004213,ORD004213,WH003,DEL_RDC,Tankara,SKU0030,GRO006,32,2025-01-25,2025-01-31,Delivered
SHP004214,ORD004214,WH006,HYD_RDC,Sultanpur,SKU0025,GRO001,51,2025-03-11,2025-03-18,Delivered
SHP004215,ORD004215,WH002,NAG_NH,Mannarakkat,SKU0029,GRO005,74,2025-01-03,2025-01-09,Delivered
SHP004216,ORD004216,WH003,DEL_RDC,Haripur,SKU0033,GRO009,8,2025-12-25,2025-12-28,Delivered
SHP004217,ORD004217,WH001,MUM_NH,Sardoi,SKU0011,ELE011,3,2025-04-16,2025-04-20,Delivered
SHP004218,ORD004218,WH002,NAG_NH,Bengaluru,SKU0004,ELE004,8,2025-07-09,2025-07-13,Delivered
SHP004219,ORD004219,WH005,BLR_RDC,Madhogarh,SKU0028,GRO004,67,2025-12-15,2025-12-20,Delivered
SHP004220,ORD004220,WH003,DEL_RDC,Churk,SKU0052,HEA004,13,2025-11-23,2025-11-30,Delivered
SHP004221,ORD004221,WH008,CCU_RDC,Bagnan,SKU0048,APP012,46,2025-04-07,2025-04-08,Delivered
SHP004222,ORD004222,WH003,DEL_RDC,Arantangi,SKU0061,AUT004,16,2025-09-10,2025-09-16,Delivered
SHP004223,ORD004223,WH002,NAG_NH,Jetpur,SKU0054,HEA006,3,2025-01-02,2025-01-05,Delivered
SHP004224,ORD004224,WH007,MAA_RDC,Palitana,SKU0047,APP011,2,2025-01-31,2025-02-05,Delivered
SHP004225,ORD004225,WH007,MAA_RDC,Alwa Tirunagari,SKU0003,ELE003,7,2025-08-02,2025-08-07,Delivered
SHP004226,ORD004226,WH003,DEL_RDC,Bhadravati,SKU0005,ELE005,19,2025-05-24,2025-05-30,Delivered
SHP004227,ORD004227,WH003,DEL_RDC,Almora,SKU0060,AUT003,8,2025-09-30,2025-10-03,Delivered
SHP004228,ORD004228,WH008,CCU_RDC,Manavadar,SKU0053,HEA005,12,2025-06-06,2025-06-10,Delivered
SHP004229,ORD004229,WH004,AMD_RDC,Kumbhraj,SKU0011,ELE011,13,2025-12-19,2025-12-22,Delivered
SHP004230,ORD004230,WH003,DEL_RDC,Husainabad,SKU0015,FMC003,35,2025-03-26,2025-04-02,Delivered
SHP004231,ORD004231,WH005,BLR_RDC,Thanesar,SKU0045,APP009,9,2025-01-09,2025-01-11,Delivered
SHP004232,ORD004232,WH006,HYD_RDC,Chingleput,SKU0017,FMC005,25,2025-04-24,2025-04-27,Delivered
SHP004233,ORD004233,WH008,CCU_RDC,Ettaiyapuram,SKU0075,HOM009,5,2025-02-26,2025-02-27,Delivered
SHP004234,ORD004234,WH003,DEL_RDC,Tori Fatehpur,SKU0072,HOM006,17,2025-12-21,2025-12-26,Delivered
SHP004235,ORD004235,WH007,MAA_RDC,Hiriyur,SKU0004,ELE004,17,2025-06-10,2025-06-16,Delivered
SHP004236,ORD004236,WH007,MAA_RDC,Mansar,SKU0028,GRO004,73,2025-02-26,2025-03-02,Delivered
SHP004237,ORD004237,WH003,DEL_RDC,Talegaon Dhamdhere,SKU0031,GRO007,32,2025-12-10,2025-12-14,Delivered
SHP004238,ORD004238,WH006,HYD_RDC,Dharau,SKU0059,AUT002,6,2025-11-18,2025-11-21,Delivered
SHP004239,ORD004239,WH003,DEL_RDC,Serula,SKU0058,AUT001,3,2025-01-11,2025-01-12,Delivered
SHP004240,ORD004240,WH004,AMD_RDC,Gairkata,SKU0004,ELE004,25,2025-10-12,2025-10-18,Delivered
SHP004241,ORD004241,WH002,NAG_NH,Jayashankar Bhupalapally,SKU0073,HOM007,1,2025-09-05,2025-09-10,Delivered
SHP004242,ORD004242,WH007,MAA_RDC,Gharaunda,SKU0062,AUT005,10,2025-08-08,2025-08-09,Delivered
SHP004243,ORD004243,WH003,DEL_RDC,Bakreswar,SKU0048,APP012,38,2025-04-14,2025-04-21,Delivered
SHP004244,ORD004244,WH005,BLR_RDC,Iluppur,SKU0044,APP008,7,2025-11-06,2025-11-09,Delivered
SHP004245,ORD004245,WH005,BLR_RDC,Bannur,SKU0067,HOM001,7,2025-07-15,2025-07-22,Delivered
SHP004246,ORD004246,WH004,AMD_RDC,Chamrajnagar,SKU0018,FMC006,32,2025-06-17,2025-06-23,Delivered
SHP004247,ORD004247,WH004,AMD_RDC,Khanpur,SKU0011,ELE011,31,2025-05-06,2025-05-10,Delivered
SHP004248,ORD004248,WH006,HYD_RDC,Digapahandi,SKU0027,GRO003,30,2025-08-10,2025-08-14,Delivered
SHP004249,ORD004249,WH007,MAA_RDC,Sanchi,SKU0057,HEA009,5,2025-02-23,2025-03-01,Delivered
SHP004250,ORD004250,WH002,NAG_NH,Vaso,SKU0031,GRO007,53,2025-01-25,2025-01-30,Delivered
SHP004251,ORD004251,WH007,MAA_RDC,Panchmura,SKU0004,ELE004,18,2025-02-08,2025-02-09,Delivered
SHP004252,ORD004252,WH001,MUM_NH,Alwaye,SKU0040,APP004,29,2025-03-13,2025-03-14,Delivered
SHP004253,ORD004253,WH002,NAG_NH,Vadnagar,SKU0052,HEA004,14,2025-07-11,2025-07-14,Delivered
SHP004254,ORD004254,WH003,DEL_RDC,Khede,SKU0013,FMC001,2,2025-10-30,2025-11-03,Delivered
SHP004255,ORD004255,WH001,MUM_NH,Athni,SKU0020,FMC008,83,2025-10-30,2025-11-06,Delivered
SHP004256,ORD004256,WH004,AMD_RDC,Lingsugur,SKU0024,FMC012,88,2025-05-03,2025-05-08,Delivered
SHP004257,ORD004257,WH006,HYD_RDC,Lambhua,SKU0050,HEA002,3,2025-11-05,2025-11-07,Delivered
SHP004258,ORD004258,WH004,AMD_RDC,Kagarol,SKU0060,AUT003,13,2025-05-06,2025-05-09,Delivered
SHP004259,ORD004259,WH005,BLR_RDC,Bandora,SKU0070,HOM004,9,2025-10-07,2025-10-08,Delivered
SHP004260,ORD004260,WH003,DEL_RDC,Indi,SKU0062,AUT005,24,2025-01-05,2025-01-11,Delivered
SHP004261,ORD004261,WH006,HYD_RDC,Fatehpur,SKU0056,HEA008,22,2025-02-21,2025-02-27,Delivered
SHP004262,ORD004262,WH006,HYD_RDC,Bansgaon,SKU0074,HOM008,15,2025-10-23,2025-10-28,Delivered
SHP004263,ORD004263,WH002,NAG_NH,Badhni Kalan,SKU0072,HOM006,23,2025-07-02,2025-07-06,Delivered
SHP004264,ORD004264,WH001,MUM_NH,Bambolim,SKU0050,HEA002,6,2025-01-15,2025-01-16,Delivered
SHP004265,ORD004265,WH001,MUM_NH,Mughal Sarai,SKU0023,FMC011,6,2025-12-08,2025-12-14,Delivered
SHP004266,ORD004266,WH004,AMD_RDC,Goshaingaon,SKU0043,APP007,53,2025-03-24,2025-03-26,Delivered
SHP004267,ORD004267,WH002,NAG_NH,Someshwar,SKU0064,AUT007,6,2025-04-13,2025-04-19,Delivered
SHP004268,ORD004268,WH005,BLR_RDC,Gopinathpur,SKU0012,ELE012,19,2025-08-24,2025-08-26,Delivered
SHP004269,ORD004269,WH003,DEL_RDC,Guskhara,SKU0014,FMC002,29,2025-11-13,2025-11-19,Delivered
SHP004270,ORD004270,WH004,AMD_RDC,Kuchera,SKU0056,HEA008,47,2025-04-16,2025-04-18,Delivered
SHP004271,ORD004271,WH007,MAA_RDC,Phek,SKU0041,APP005,14,2025-12-19,2025-12-25,Delivered
SHP004272,ORD004272,WH006,HYD_RDC,Sonepur,SKU0065,AUT008,3,2025-03-23,2025-03-27,Delivered
SHP004273,ORD004273,WH008,CCU_RDC,Savantvadi,SKU0036,GRO012,3,2025-07-13,2025-07-18,Delivered
SHP004274,ORD004274,WH008,CCU_RDC,Farrukhabad,SKU0068,HOM002,22,2025-08-06,2025-08-09,Delivered
SHP004275,ORD004275,WH002,NAG_NH,Ghargaon,SKU0072,HOM006,14,2025-02-08,2025-02-14,Delivered
SHP004276,ORD004276,WH008,CCU_RDC,Sachendi,SKU0050,HEA002,28,2025-04-30,2025-05-07,Delivered
SHP004277,ORD004277,WH002,NAG_NH,Ambedkar Nagar,SKU0034,GRO010,92,2025-09-26,2025-10-01,Delivered
SHP004278,ORD004278,WH007,MAA_RDC,Koratagere,SKU0067,HOM001,34,2025-10-31,2025-11-03,Delivered
SHP004279,ORD004279,WH003,DEL_RDC,Mathura,SKU0075,HOM009,11,2025-11-01,2025-11-02,Delivered
SHP004280,ORD004280,WH002,NAG_NH,Topchanchi,SKU0074,HOM008,14,2025-08-20,2025-08-26,Delivered
SHP004281,ORD004281,WH002,NAG_NH,Sairang,SKU0027,GRO003,108,2025-08-18,2025-08-22,Delivered
SHP004282,ORD004282,WH001,MUM_NH,Rajmahal,SKU0023,FMC011,55,2025-01-11,2025-01-17,Delivered
SHP004283,ORD004283,WH002,NAG_NH,Sironj,SKU0053,HEA005,4,2025-10-02,2025-10-07,Delivered
SHP004284,ORD004284,WH001,MUM_NH,Samalkha,SKU0063,AUT006,4,2025-12-23,2025-12-30,Delivered
SHP004285,ORD004285,WH003,DEL_RDC,Ramban,SKU0074,HOM008,48,2025-12-25,2025-12-28,Delivered
SHP004286,ORD004286,WH007,MAA_RDC,Jaswantnagar,SKU0034,GRO010,62,2025-07-22,2025-07-26,Delivered
SHP004287,ORD004287,WH001,MUM_NH,Hirapur Hamesha,SKU0057,HEA009,9,2025-01-30,2025-02-03,Delivered
SHP004288,ORD004288,WH002,NAG_NH,Ghodasar,SKU0066,AUT009,4,2025-03-08,2025-03-14,Delivered
SHP004289,ORD004289,WH006,HYD_RDC,Valsad,SKU0009,ELE009,20,2025-10-07,2025-10-13,Delivered
SHP004290,ORD004290,WH002,NAG_NH,Jambusar,SKU0026,GRO002,71,2025-02-13,2025-02-17,Delivered
SHP004291,ORD004291,WH002,NAG_NH,Edakkulam,SKU0013,FMC001,24,2025-05-14,2025-05-18,Delivered
SHP004292,ORD004292,WH003,DEL_RDC,Mainpuri,SKU0059,AUT002,5,2025-04-04,2025-04-11,Delivered
SHP004293,ORD004293,WH006,HYD_RDC,Kuthaund,SKU0008,ELE008,7,2025-04-17,2025-04-22,Delivered
SHP004294,ORD004294,WH001,MUM_NH,Kanker,SKU0018,FMC006,82,2025-02-15,2025-02-18,Delivered
SHP004295,ORD004295,WH001,MUM_NH,Bagdogra,SKU0051,HEA003,57,2025-02-07,2025-02-09,Delivered
SHP004296,ORD004296,WH001,MUM_NH,Tadpatri,SKU0013,FMC001,5,2025-02-11,2025-02-17,Delivered
SHP004297,ORD004297,WH006,HYD_RDC,Sodpur,SKU0025,GRO001,36,2025-06-23,2025-06-30,Delivered
SHP004298,ORD004298,WH003,DEL_RDC,Patamda,SKU0011,ELE011,2,2025-12-07,2025-12-10,Delivered
SHP004299,ORD004299,WH001,MUM_NH,Lower Dibang Valley,SKU0057,HEA009,2,2025-02-12,2025-02-19,Delivered
SHP004300,ORD004300,WH004,AMD_RDC,Raghudebbati,SKU0075,HOM009,6,2025-02-14,2025-02-21,Delivered
SHP004301,ORD004301,WH003,DEL_RDC,East Jaintia Hills,SKU0037,APP001,13,2025-08-15,2025-08-16,Delivered
SHP004302,ORD004302,WH004,AMD_RDC,Amanganj,SKU0042,APP006,4,2025-11-19,2025-11-25,Delivered
SHP004303,ORD004303,WH001,MUM_NH,Gidam,SKU0057,HEA009,10,2025-06-30,2025-07-05,Delivered
SHP004304,ORD004304,WH001,MUM_NH,Sarenga,SKU0044,APP008,8,2025-09-18,2025-09-22,Delivered
SHP004305,ORD004305,WH007,MAA_RDC,Bilasipara,SKU0056,HEA008,17,2025-03-23,2025-03-29,Delivered
SHP004306,ORD004306,WH006,HYD_RDC,Mainaguri,SKU0047,APP011,16,2025-05-30,2025-06-05,Delivered
SHP004307,ORD004307,WH001,MUM_NH,Ammapettai,SKU0033,GRO009,39,2025-04-02,2025-04-07,Delivered
SHP004308,ORD004308,WH008,CCU_RDC,Keshabpur,SKU0065,AUT008,26,2025-01-22,2025-01-25,Delivered
SHP004309,ORD004309,WH003,DEL_RDC,Baramula,SKU0015,FMC003,6,2025-09-18,2025-09-22,Delivered
SHP004310,ORD004310,WH001,MUM_NH,Tirur,SKU0067,HOM001,6,2025-11-05,2025-11-08,Delivered
SHP004311,ORD004311,WH007,MAA_RDC,Olpad,SKU0074,HOM008,17,2025-05-06,2025-05-13,Delivered
SHP004312,ORD004312,WH001,MUM_NH,Chandgad,SKU0005,ELE005,6,2025-02-16,2025-02-18,Delivered
SHP004313,ORD004313,WH003,DEL_RDC,Paloncha,SKU0017,FMC005,36,2025-10-01,2025-10-07,Delivered
SHP004314,ORD004314,WH003,DEL_RDC,Khapa,SKU0063,AUT006,19,2025-03-04,2025-03-08,Delivered
SHP004315,ORD004315,WH007,MAA_RDC,Naduvannur,SKU0047,APP011,9,2025-09-21,2025-09-25,Delivered
SHP004316,ORD004316,WH006,HYD_RDC,Sikandarabad,SKU0019,FMC007,7,2025-07-07,2025-07-12,Delivered
SHP004317,ORD004317,WH006,HYD_RDC,Kodarma,SKU0034,GRO010,49,2025-01-23,2025-01-25,Delivered
SHP004318,ORD004318,WH001,MUM_NH,Loyabad,SKU0015,FMC003,121,2025-01-29,2025-02-02,Delivered
SHP004319,ORD004319,WH004,AMD_RDC,Vaniyambadi,SKU0071,HOM005,14,2025-11-06,2025-11-10,Delivered
SHP004320,ORD004320,WH002,NAG_NH,Fatehpur Chaurasi,SKU0014,FMC002,80,2025-07-03,2025-07-04,Delivered
SHP004321,ORD004321,WH006,HYD_RDC,Utran,SKU0066,AUT009,17,2025-04-06,2025-04-10,Delivered
SHP004322,ORD004322,WH004,AMD_RDC,Nuapada,SKU0051,HEA003,18,2025-01-26,2025-01-30,Delivered
SHP004323,ORD004323,WH001,MUM_NH,Manohar Thana,SKU0018,FMC006,68,2025-03-06,2025-03-10,Delivered
SHP004324,ORD004324,WH002,NAG_NH,Jangaon,SKU0046,APP010,1,2025-05-14,2025-05-16,Delivered
SHP004325,ORD004325,WH003,DEL_RDC,Chandgad,SKU0010,ELE010,12,2025-10-09,2025-10-13,Delivered
SHP004326,ORD004326,WH005,BLR_RDC,Kanker,SKU0008,ELE008,17,2025-04-12,2025-04-14,Delivered
SHP004327,ORD004327,WH001,MUM_NH,Rahuri,SKU0052,HEA004,34,2025-11-28,2025-12-03,Delivered
SHP004328,ORD004328,WH004,AMD_RDC,Bolanikhodan,SKU0008,ELE008,8,2025-03-23,2025-03-29,Delivered
SHP004329,ORD004329,WH004,AMD_RDC,Fyzabad,SKU0045,APP009,26,2025-11-13,2025-11-16,Delivered
SHP004330,ORD004330,WH006,HYD_RDC,Mangawan,SKU0050,HEA002,2,2025-09-26,2025-09-27,Delivered
SHP004331,ORD004331,WH004,AMD_RDC,Anandpur Sahib,SKU0063,AUT006,22,2025-06-08,2025-06-14,Delivered
SHP004332,ORD004332,WH004,AMD_RDC,Khutar,SKU0043,APP007,2,2025-05-07,2025-05-08,Delivered
SHP004333,ORD004333,WH002,NAG_NH,Shivpuri,SKU0029,GRO005,17,2025-07-10,2025-07-12,Delivered
SHP004334,ORD004334,WH001,MUM_NH,Bah,SKU0044,APP008,28,2025-04-22,2025-04-28,Delivered
SHP004335,ORD004335,WH007,MAA_RDC,Jangaon,SKU0020,FMC008,11,2025-08-27,2025-09-03,Delivered
SHP004336,ORD004336,WH003,DEL_RDC,Bhandardaha,SKU0039,APP003,41,2025-07-20,2025-07-23,Delivered
SHP004337,ORD004337,WH003,DEL_RDC,Malhargarh,SKU0009,ELE009,19,2025-01-22,2025-01-29,Delivered
SHP004338,ORD004338,WH003,DEL_RDC,Himatnagar,SKU0021,FMC009,93,2025-12-12,2025-12-15,Delivered
SHP004339,ORD004339,WH005,BLR_RDC,Gummidipundi,SKU0047,APP011,6,2025-06-01,2025-06-02,Delivered
SHP004340,ORD004340,WH002,NAG_NH,Raia,SKU0002,ELE002,43,2025-02-14,2025-02-19,Delivered
SHP004341,ORD004341,WH002,NAG_NH,Penukonda,SKU0048,APP012,53,2025-05-26,2025-06-02,Delivered
SHP004342,ORD004342,WH003,DEL_RDC,Farrukhnagar,SKU0057,HEA009,5,2025-09-18,2025-09-19,Delivered
SHP004343,ORD004343,WH006,HYD_RDC,Thenkasi,SKU0035,GRO011,47,2025-02-25,2025-03-02,Delivered
SHP004344,ORD004344,WH003,DEL_RDC,Behror,SKU0063,AUT006,23,2025-09-16,2025-09-23,Delivered
SHP004345,ORD004345,WH005,BLR_RDC,Sheopur,SKU0046,APP010,22,2025-03-11,2025-03-16,Delivered
SHP004346,ORD004346,WH001,MUM_NH,Bail-Hongal,SKU0021,FMC009,16,2025-12-12,2025-12-17,Delivered
SHP004347,ORD004347,WH002,NAG_NH,Irugur,SKU0032,GRO008,38,2025-12-18,2025-12-25,Delivered
