city_id,city,state,region,default_warehouse,backup_warehouse
C02081,Mangaon,Maharashtra,West,Mumbai,Nagpur
C02082,Mangrul Pir,Maharashtra,West,Mumbai,Nagpur
C02083,Manjlegaon,Maharashtra,West,Mumbai,Nagpur
C02084,Mankeshwar,Maharashtra,West,Mumbai,Nagpur
C02085,Mankhurd,Maharashtra,West,Mumbai,Nagpur
C02086,Manmad,Maharashtra,West,Mumbai,Nagpur
C02087,Manor,Maharashtra,West,Mumbai,Nagpur
C02088,Mansar,Maharashtra,West,Mumbai,Nagpur
C02089,Manwat,Maharashtra,West,Mumbai,Nagpur
C02090,Manwath,Maharashtra,West,Mumbai,Nagpur
C02091,Maregaon,Maharashtra,West,Mumbai,Nagpur
C02092,Mastiholi,Maharashtra,West,Mumbai,Nagpur
C02093,"Masur, India",Maharashtra,West,Mumbai,Nagpur
C02094,Matheran,Maharashtra,West,Mumbai,Nagpur
C02095,Matunga,Maharashtra,West,Mumbai,Nagpur
C02096,Mazagaon,Maharashtra,West,Mumbai,Nagpur
C02097,Mehekar,Maharashtra,West,Mumbai,Nagpur
C02098,Mehergaon,Maharashtra,West,Mumbai,Nagpur
C02099,Mehkar,Maharashtra,West,Mumbai,Nagpur
C02100,Mhasla,Maharashtra,West,Mumbai,Nagpur
C02101,Mhasvad,Maharashtra,West,Mumbai,Nagpur
C02102,Miraj,Maharashtra,West,Mumbai,Nagpur
C02103,Mohadi,Maharashtra,West,Mumbai,Nagpur
C02104,Mohol,Maharashtra,West,Mumbai,Nagpur
C02105,Mohpa,Maharashtra,West,Mumbai,Nagpur
C02106,Mokhada Taluka,Maharashtra,West,Mumbai,Nagpur
C02107,"Mora, Maharashtra",Maharashtra,West,Mumbai,Nagpur
C02108,Moram,Maharashtra,West,Mumbai,Nagpur
C02109,Morsi,Maharashtra,West,Mumbai,Nagpur
C02110,Mowad,Maharashtra,West,Mumbai,Nagpur
C02111,Mudkhed,Maharashtra,West,Mumbai,Nagpur
C02112,Mukher,Maharashtra,West,Mumbai,Nagpur
C02113,Mul,Maharashtra,West,Mumbai,Nagpur
C02114,Mulher,Maharashtra,West,Mumbai,Nagpur
C02115,Mulund,Maharashtra,West,Mumbai,Nagpur
C02116,Mumbai,Maharashtra,West,Mumbai,Nagpur
C02117,Mumbai Suburban,Maharashtra,West,Mumbai,Nagpur
C02118,Murbad,Maharashtra,West,Mumbai,Nagpur
C02119,Murgud,Maharashtra,West,Mumbai,Nagpur
C02120,Murtajapur,Maharashtra,West,Mumbai,Nagpur
C02121,Murud (Raigad),Maharashtra,West,Mumbai,Nagpur
C02122,Murud (Ratnagiri),Maharashtra,West,Mumbai,Nagpur
C02123,Murum,Maharashtra,West,Mumbai,Nagpur
C02124,Nadgaon,Maharashtra,West,Mumbai,Nagpur
C02125,Nagapur,Maharashtra,West,Mumbai,Nagpur
C02126,Nagothana,Maharashtra,West,Mumbai,Nagpur
C02127,Nagpur,Maharashtra,West,Mumbai,Nagpur
C02128,Nagpur Division,Maharashtra,West,Mumbai,Nagpur
C02129,Nala Sopara,Maharashtra,West,Mumbai,Nagpur
C02130,Naldurg,Maharashtra,West,Mumbai,Nagpur
C02131,Nalegaon,Maharashtra,West,Mumbai,Nagpur
C02132,Nampur,Maharashtra,West,Mumbai,Nagpur
C02133,Nanded,Maharashtra,West,Mumbai,Nagpur
C02134,Nandgaon,Maharashtra,West,Mumbai,Nagpur
C02135,Nandnee,Maharashtra,West,Mumbai,Nagpur
C02136,Nandura,Maharashtra,West,Mumbai,Nagpur
C02137,Nandura Buzurg,Maharashtra,West,Mumbai,Nagpur
C02138,Nandurbar,Maharashtra,West,Mumbai,Nagpur
C02139,Narayangaon,Maharashtra,West,Mumbai,Nagpur
C02140,Nardana,Maharashtra,West,Mumbai,Nagpur
C02141,Nariman Point,Maharashtra,West,Mumbai,Nagpur
C02142,Narkhed,Maharashtra,West,Mumbai,Nagpur
C02143,Nashik,Maharashtra,West,Mumbai,Nagpur
C02144,Nashik Division,Maharashtra,West,Mumbai,Nagpur
C02145,Navapur,Maharashtra,West,Mumbai,Nagpur
C02146,Navi Mumbai,Maharashtra,West,Mumbai,Nagpur
C02147,Neral,Maharashtra,West,Mumbai,Nagpur
C02148,Nerur,Maharashtra,West,Mumbai,Nagpur
C02149,Nevasa,Maharashtra,West,Mumbai,Nagpur
C02150,Nighoj,Maharashtra,West,Mumbai,Nagpur
C02151,Nilanga,Maharashtra,West,Mumbai,Nagpur
C02152,Nipani,Maharashtra,West,Mumbai,Nagpur
C02153,Niphad,Maharashtra,West,Mumbai,Nagpur
C02154,Nira Narsingpur,Maharashtra,West,Mumbai,Nagpur
C02155,Osmanabad,Maharashtra,West,Mumbai,Nagpur
C02156,Ozar,Maharashtra,West,Mumbai,Nagpur
C02157,Pabal,Maharashtra,West,Mumbai,Nagpur
C02158,Pachora,Maharashtra,West,Mumbai,Nagpur
C02159,"Pahur, Maharashtra",Maharashtra,West,Mumbai,Nagpur
C02160,Paithan,Maharashtra,West,Mumbai,Nagpur
C02161,Palghar,Maharashtra,West,Mumbai,Nagpur
C02162,"Pali, Raigad",Maharashtra,West,Mumbai,Nagpur
C02163,Palso,Maharashtra,West,Mumbai,Nagpur
C02164,Panchgani,Maharashtra,West,Mumbai,Nagpur
C02165,Pandharpur,Maharashtra,West,Mumbai,Nagpur
C02166,Pandhurli,Maharashtra,West,Mumbai,Nagpur
C02167,Panhala,Maharashtra,West,Mumbai,Nagpur
C02168,Panvel,Maharashtra,West,Mumbai,Nagpur
C02169,Parbhani,Maharashtra,West,Mumbai,Nagpur
C02170,Parel,Maharashtra,West,Mumbai,Nagpur
C02171,Parli Vaijnath,Maharashtra,West,Mumbai,Nagpur
C02172,Parner,Maharashtra,West,Mumbai,Nagpur
C02173,Parola,Maharashtra,West,Mumbai,Nagpur
C02174,Parseoni,Maharashtra,West,Mumbai,Nagpur
C02175,Partur,Maharashtra,West,Mumbai,Nagpur
C02176,Patan,Maharashtra,West,Mumbai,Nagpur
C02177,Pathardi,Maharashtra,West,Mumbai,Nagpur
C02178,Pathri,Maharashtra,West,Mumbai,Nagpur
C02179,Patur,Maharashtra,West,Mumbai,Nagpur
C02180,Paturda,Maharashtra,West,Mumbai,Nagpur
C02181,Paud,Maharashtra,West,Mumbai,Nagpur
C02182,Pauni,Maharashtra,West,Mumbai,Nagpur
C02183,Pawni,Maharashtra,West,Mumbai,Nagpur
C02184,Pedgaon,Maharashtra,West,Mumbai,Nagpur
C02185,Peint,Maharashtra,West,Mumbai,Nagpur
C02186,Pen,Maharashtra,West,Mumbai,Nagpur
C02187,Phaltan,Maharashtra,West,Mumbai,Nagpur
C02188,Phulambri,Maharashtra,West,Mumbai,Nagpur
C02189,Piliv,Maharashtra,West,Mumbai,Nagpur
C02190,Pimpalgaon Baswant,Maharashtra,West,Mumbai,Nagpur
C02191,Pimpalgaon Raja,Maharashtra,West,Mumbai,Nagpur
C02192,Pimpri,Maharashtra,West,Mumbai,Nagpur
C02193,Pimpri-Chinchwad,Maharashtra,West,Mumbai,Nagpur
C02194,Pipri,Maharashtra,West,Mumbai,Nagpur
C02195,Powai,Maharashtra,West,Mumbai,Nagpur
C02196,Prabhadevi,Maharashtra,West,Mumbai,Nagpur
C02197,Prakasha,Maharashtra,West,Mumbai,Nagpur
C02198,Pulgaon,Maharashtra,West,Mumbai,Nagpur
C02199,Pune,Maharashtra,West,Mumbai,Nagpur
C02200,Pune Division,Maharashtra,West,Mumbai,Nagpur
C02201,Puntamba,Maharashtra,West,Mumbai,Nagpur
C02202,Pural,Maharashtra,West,Mumbai,Nagpur
C02203,Purna,Maharashtra,West,Mumbai,Nagpur
C02204,Pusad,Maharashtra,West,Mumbai,Nagpur
C02205,Radhanagari,Maharashtra,West,Mumbai,Nagpur
C02206,Rahata,Maharashtra,West,Mumbai,Nagpur
C02207,Rahimatpur,Maharashtra,West,Mumbai,Nagpur
C02208,Rahuri,Maharashtra,West,Mumbai,Nagpur
C02209,Raigarh,Maharashtra,West,Mumbai,Nagpur
C02210,Raireshwar,Maharashtra,West,Mumbai,Nagpur
C02211,Rajapur,Maharashtra,West,Mumbai,Nagpur
C02212,Rajgurunagar,Maharashtra,West,Mumbai,Nagpur
C02213,Rajur,Maharashtra,West,Mumbai,Nagpur
C02214,Rajura,Maharashtra,West,Mumbai,Nagpur
C02215,Ralegaon,Maharashtra,West,Mumbai,Nagpur
C02216,Ramewadi,Maharashtra,West,Mumbai,Nagpur
C02217,Ramtek,Maharashtra,West,Mumbai,Nagpur
C02218,Ratnagiri,Maharashtra,West,Mumbai,Nagpur
C02219,Raver,Maharashtra,West,Mumbai,Nagpur
C02220,Renapur,Maharashtra,West,Mumbai,Nagpur
C02221,Renavi,Maharashtra,West,Mumbai,Nagpur
C02222,Revadanda,Maharashtra,West,Mumbai,Nagpur
C02223,Revdanda,Maharashtra,West,Mumbai,Nagpur
C02224,Risod,Maharashtra,West,Mumbai,Nagpur
C02225,Roha,Maharashtra,West,Mumbai,Nagpur
C02226,Sailu,Maharashtra,West,Mumbai,Nagpur
C02227,Sakol,Maharashtra,West,Mumbai,Nagpur
C02228,Sakoli,Maharashtra,West,Mumbai,Nagpur
C02229,Sakri,Maharashtra,West,Mumbai,Nagpur
C02230,Samudrapur,Maharashtra,West,Mumbai,Nagpur
C02231,Sangameshwar,Maharashtra,West,Mumbai,Nagpur
C02232,Sangamner,Maharashtra,West,Mumbai,Nagpur
C02233,Sangli,Maharashtra,West,Mumbai,Nagpur
C02234,Sangola,Maharashtra,West,Mumbai,Nagpur
C02235,Sangole,Maharashtra,West,Mumbai,Nagpur
C02236,"Sangrampur, Maharashtra",Maharashtra,West,Mumbai,Nagpur
C02237,Saoli,Maharashtra,West,Mumbai,Nagpur
C02238,Saoner,Maharashtra,West,Mumbai,Nagpur
C02239,Sarangkheda,Maharashtra,West,Mumbai,Nagpur
C02240,Sasvad,Maharashtra,West,Mumbai,Nagpur
C02241,Saswad,Maharashtra,West,Mumbai,Nagpur
C02242,Satana,Maharashtra,West,Mumbai,Nagpur
C02243,Satara,Maharashtra,West,Mumbai,Nagpur
C02244,Satara Division,Maharashtra,West,Mumbai,Nagpur
C02245,Satpati,Maharashtra,West,Mumbai,Nagpur
C02246,Savantvadi,Maharashtra,West,Mumbai,Nagpur
C02247,Savda,Maharashtra,West,Mumbai,Nagpur
C02248,Savlaj,Maharashtra,West,Mumbai,Nagpur
C02249,Sawantvadi,Maharashtra,West,Mumbai,Nagpur
C02250,Selu,Maharashtra,West,Mumbai,Nagpur
C02251,Sevagram,Maharashtra,West,Mumbai,Nagpur
C02252,Sewri,Maharashtra,West,Mumbai,Nagpur
C02253,Shahada,Maharashtra,West,Mumbai,Nagpur
C02254,Shahapur,Maharashtra,West,Mumbai,Nagpur
C02255,Shedbal,Maharashtra,West,Mumbai,Nagpur
C02256,Shegaon,Maharashtra,West,Mumbai,Nagpur
C02257,Shevgaon,Maharashtra,West,Mumbai,Nagpur
C02258,Shikrapur,Maharashtra,West,Mumbai,Nagpur
C02259,Shiraguppi,Maharashtra,West,Mumbai,Nagpur
C02260,Shirala,Maharashtra,West,Mumbai,Nagpur
C02261,Shirdi,Maharashtra,West,Mumbai,Nagpur
C02262,Shirgaon,Maharashtra,West,Mumbai,Nagpur
C02263,Shirol,Maharashtra,West,Mumbai,Nagpur
C02264,Shirpur,Maharashtra,West,Mumbai,Nagpur
C02265,Shirud,Maharashtra,West,Mumbai,Nagpur
C02266,Shirwal,Maharashtra,West,Mumbai,Nagpur
C02267,Shivaji Nagar,Maharashtra,West,Mumbai,Nagpur
C02268,Shrigonda,Maharashtra,West,Mumbai,Nagpur
C02269,Sillod,Maharashtra,West,Mumbai,Nagpur
C02270,Sindewahi,Maharashtra,West,Mumbai,Nagpur
C02271,Sindhudurg,Maharashtra,West,Mumbai,Nagpur
C02272,Sindi,Maharashtra,West,Mumbai,Nagpur
C02273,Sindkheda,Maharashtra,West,Mumbai,Nagpur
C02274,Sinnar,Maharashtra,West,Mumbai,Nagpur
C02275,"Sion, Mumbai",Maharashtra,West,Mumbai,Nagpur
C02276,Sironcha,Maharashtra,West,Mumbai,Nagpur
C02277,Sirur,Maharashtra,West,Mumbai,Nagpur
C02278,"Sivala, East Godavari District",Maharashtra,West,Mumbai,Nagpur
C02279,Solapur,Maharashtra,West,Mumbai,Nagpur
C02280,Sonala,Maharashtra,West,Mumbai,Nagpur
C02281,Sonegaon,Maharashtra,West,Mumbai,Nagpur
C02282,Songir,Maharashtra,West,Mumbai,Nagpur
C02283,Sonvad,Maharashtra,West,Mumbai,Nagpur
C02284,Soygaon,Maharashtra,West,Mumbai,Nagpur
C02285,Srivardhan,Maharashtra,West,Mumbai,Nagpur
C02286,Surgana,Maharashtra,West,Mumbai,Nagpur
C02287,Taklibhan,Maharashtra,West,Mumbai,Nagpur
C02288,Talbid,Maharashtra,West,Mumbai,Nagpur
C02289,Talegaon Dabhade,Maharashtra,West,Mumbai,Nagpur
C02290,Talegaon Dhamdhere,Maharashtra,West,Mumbai,Nagpur
C02291,Taloda,Maharashtra,West,Mumbai,Nagpur
C02292,Talode,Maharashtra,West,Mumbai,Nagpur
C02293,Tarapur,Maharashtra,West,Mumbai,Nagpur
C02294,Tardeo,Maharashtra,West,Mumbai,Nagpur
C02295,Tasgaon,Maharashtra,West,Mumbai,Nagpur
C02296,Telhara,Maharashtra,West,Mumbai,Nagpur
C02297,Thalner,Maharashtra,West,Mumbai,Nagpur
C02298,Thane,Maharashtra,West,Mumbai,Nagpur
C02299,Trimbak,Maharashtra,West,Mumbai,Nagpur
C02300,Trombay,Maharashtra,West,Mumbai,Nagpur
C02301,Tuljapur,Maharashtra,West,Mumbai,Nagpur
C02302,Tumsar,Maharashtra,West,Mumbai,Nagpur
C02303,Udgir,Maharashtra,West,Mumbai,Nagpur
C02304,Ulhasnagar,Maharashtra,West,Mumbai,Nagpur
C02305,Umarga,Maharashtra,West,Mumbai,Nagpur
C02306,Umarkhed,Maharashtra,West,Mumbai,Nagpur
C02307,Umred,Maharashtra,West,Mumbai,Nagpur
C02308,Uran,Maharashtra,West,Mumbai,Nagpur
C02309,Uruli Kanchan,Maharashtra,West,Mumbai,Nagpur
C02310,Vada,Maharashtra,West,Mumbai,Nagpur
C02311,Vadgaon,Maharashtra,West,Mumbai,Nagpur
C02312,Vadner,Maharashtra,West,Mumbai,Nagpur
C02313,Vaijapur,Maharashtra,West,Mumbai,Nagpur
C02314,Vairag,Maharashtra,West,Mumbai,Nagpur
C02315,Valsang,Maharashtra,West,Mumbai,Nagpur
C02316,Vangaon,Maharashtra,West,Mumbai,Nagpur
C02317,Varangaon,Maharashtra,West,Mumbai,Nagpur
C02318,Vashi,Maharashtra,West,Mumbai,Nagpur
C02319,Vasind,Maharashtra,West,Mumbai,Nagpur
C02320,Vatul,Maharashtra,West,Mumbai,Nagpur
C02321,"Velas, Maharashtra",Maharashtra,West,Mumbai,Nagpur
C02322,Velneshwar,Maharashtra,West,Mumbai,Nagpur
C02323,Vengurla,Maharashtra,West,Mumbai,Nagpur
C02324,Vijaydurg,Maharashtra,West,Mumbai,Nagpur
C02325,Vikhroli,Maharashtra,West,Mumbai,Nagpur
C02326,Vile Parle,Maharashtra,West,Mumbai,Nagpur
C02327,Vinchur,Maharashtra,West,Mumbai,Nagpur
C02328,Virar,Maharashtra,West,Mumbai,Nagpur
C02329,"Vita, Maharashtra",Maharashtra,West,Mumbai,Nagpur
C02330,Vite,Maharashtra,West,Mumbai,Nagpur
C02331,Wadala,Maharashtra,West,Mumbai,Nagpur
C02332,Wadgaon,Maharashtra,West,Mumbai,Nagpur
C02333,Wadner,Maharashtra,West,Mumbai,Nagpur
C02334,Wadwani,Maharashtra,West,Mumbai,Nagpur
C02335,Wagholi,Maharashtra,West,Mumbai,Nagpur
C02336,Wai,Maharashtra,West,Mumbai,Nagpur
C02337,Wakad,Maharashtra,West,Mumbai,Nagpur
C02338,Walgaon,Maharashtra,West,Mumbai,Nagpur
C02339,Walki,Maharashtra,West,Mumbai,Nagpur
C02340,Wani,Maharashtra,West,Mumbai,Nagpur
C02341,Wardha,Maharashtra,West,Mumbai,Nagpur
C02342,Warora,Maharashtra,West,Mumbai,Nagpur
C02343,Warud,Maharashtra,West,Mumbai,Nagpur
C02344,Washim,Maharashtra,West,Mumbai,Nagpur
C02345,Worli,Maharashtra,West,Mumbai,Nagpur
C02346,Yaval,Maharashtra,West,Mumbai,Nagpur
C02347,Yavatmal,Maharashtra,West,Mumbai,Nagpur
C02348,Yeola,Maharashtra,West,Mumbai,Nagpur
C02349,Bishnupur,Manipur,North-East,Kolkata,Nagpur
C02350,Churachandpur,Manipur,North-East,Kolkata,Nagpur
C02351,Imphal,Manipur,North-East,Kolkata,Nagpur
C02352,Kakching,Manipur,North-East,Kolkata,Nagpur
C02353,Mayang Imphal,Manipur,North-East,Kolkata,Nagpur
C02354,Moirang,Manipur,North-East,Kolkata,Nagpur
C02355,Phek,Manipur,North-East,Kolkata,Nagpur
C02356,Senapati,Manipur,North-East,Kolkata,Nagpur
C02357,Tamenglong,Manipur,North-East,Kolkata,Nagpur
C02358,Thoubal,Manipur,North-East,Kolkata,Nagpur
C02359,Ukhrul,Manipur,North-East,Kolkata,Nagpur
C02360,Wangjing,Manipur,North-East,Kolkata,Nagpur
C02361,Yairipok,Manipur,North-East,Kolkata,Nagpur
C02362,Cherrapunji,Meghalaya,North-East,Kolkata,Nagpur
C02363,East Garo Hills,Meghalaya,North-East,Kolkata,Nagpur
C02364,East Jaintia Hills,Meghalaya,North-East,Kolkata,Nagpur
C02365,East Khasi Hills,Meghalaya,North-East,Kolkata,Nagpur
C02366,Mairang,Meghalaya,North-East,Kolkata,Nagpur
C02367,Mankachar,Meghalaya,North-East,Kolkata,Nagpur
C02368,Nongpoh,Meghalaya,North-East,Kolkata,Nagpur
C02369,Nongstoin,Meghalaya,North-East,Kolkata,Nagpur
C02370,North Garo Hills,Meghalaya,North-East,Kolkata,Nagpur
C02371,Ri-Bhoi,Meghalaya,North-East,Kolkata,Nagpur
C02372,Shillong,Meghalaya,North-East,Kolkata,Nagpur
C02373,South Garo Hills,Meghalaya,North-East,Kolkata,Nagpur
C02374,South West Garo Hills,Meghalaya,North-East,Kolkata,Nagpur
C02375,South West Khasi Hills,Meghalaya,North-East,Kolkata,Nagpur
C02376,Tura,Meghalaya,North-East,Kolkata,Nagpur
C02377,West Garo Hills,Meghalaya,North-East,Kolkata,Nagpur
C02378,West Jaintia Hills,Meghalaya,North-East,Kolkata,Nagpur
C02379,West Khasi Hills,Meghalaya,North-East,Kolkata,Nagpur
C02380,Aizawl,Mizoram,North-East,Kolkata,Nagpur
C02381,Champhai,Mizoram,North-East,Kolkata,Nagpur
C02382,Darlawn,Mizoram,North-East,Kolkata,Nagpur
C02383,Khawhai,Mizoram,North-East,Kolkata,Nagpur
C02384,Kolasib,Mizoram,North-East,Kolkata,Nagpur
C02385,Kolasib District,Mizoram,North-East,Kolkata,Nagpur
C02386,Lawngtlai,Mizoram,North-East,Kolkata,Nagpur
C02387,Lunglei,Mizoram,North-East,Kolkata,Nagpur
C02388,Mamit,Mizoram,North-East,Kolkata,Nagpur
C02389,North Vanlaiphai,Mizoram,North-East,Kolkata,Nagpur
C02390,Saiha,Mizoram,North-East,Kolkata,Nagpur
C02391,Sairang,Mizoram,North-East,Kolkata,Nagpur
C02392,Saitlaw,Mizoram,North-East,Kolkata,Nagpur
C02393,Serchhip,Mizoram,North-East,Kolkata,Nagpur
C02394,Thenzawl,Mizoram,North-East,Kolkata,Nagpur
C02395,Dimapur,Nagaland,North-East,Kolkata,Nagpur
C02396,Kohima,Nagaland,North-East,Kolkata,Nagpur
C02397,Mokokchung,Nagaland,North-East,Kolkata,Nagpur
C02398,Mon,Nagaland,North-East,Kolkata,Nagpur
C02399,Peren,Nagaland,North-East,Kolkata,Nagpur
C02400,Phek,Nagaland,North-East,Kolkata,Nagpur
C02401,Tuensang,Nagaland,North-East,Kolkata,Nagpur
C02402,Tuensang District,Nagaland,North-East,Kolkata,Nagpur
C02403,Wokha,Nagaland,North-East,Kolkata,Nagpur
C02404,Zunheboto,Nagaland,North-East,Kolkata,Nagpur
C02405,Angul,Odisha,East,Kolkata,Nagpur
C02406,Angul District,Odisha,East,Kolkata,Nagpur
C02407,Asika,Odisha,East,Kolkata,Nagpur
C02408,Athagarh,Odisha,East,Kolkata,Nagpur
C02409,Bada Barabil,Odisha,East,Kolkata,Nagpur
C02410,Balangir,Odisha,East,Kolkata,Nagpur
C02411,Balasore,Odisha,East,Kolkata,Nagpur
C02412,Baleshwar,Odisha,East,Kolkata,Nagpur
C02413,Balimila,Odisha,East,Kolkata,Nagpur
C02414,Balugaon,Odisha,East,Kolkata,Nagpur
C02415,Banapur,Odisha,East,Kolkata,Nagpur
C02416,Banki,Odisha,East,Kolkata,Nagpur
C02417,Banposh,Odisha,East,Kolkata,Nagpur
C02418,Baragarh,Odisha,East,Kolkata,Nagpur
C02419,Barbil,Odisha,East,Kolkata,Nagpur
C02420,Bargarh,Odisha,East,Kolkata,Nagpur
C02421,Barpali,Odisha,East,Kolkata,Nagpur
C02422,Basudebpur,Odisha,East,Kolkata,Nagpur
C02423,Baud,Odisha,East,Kolkata,Nagpur
C02424,Baudh,Odisha,East,Kolkata,Nagpur
C02425,Belaguntha,Odisha,East,Kolkata,Nagpur
C02426,Bhadrak,Odisha,East,Kolkata,Nagpur
C02427,Bhadrakh,Odisha,East,Kolkata,Nagpur
C02428,Bhanjanagar,Odisha,East,Kolkata,Nagpur
C02429,Bhawanipatna,Odisha,East,Kolkata,Nagpur
C02430,Bhuban,Odisha,East,Kolkata,Nagpur
C02431,Bhubaneshwar,Odisha,East,Kolkata,Nagpur
C02432,Binka,Odisha,East,Kolkata,Nagpur
C02433,Birmitrapur,Odisha,East,Kolkata,Nagpur
C02434,Bolanikhodan,Odisha,East,Kolkata,Nagpur
C02435,Brahmapur,Odisha,East,Kolkata,Nagpur
C02436,Brajarajnagar,Odisha,East,Kolkata,Nagpur
C02437,Buguda,Odisha,East,Kolkata,Nagpur
C02438,Burla,Odisha,East,Kolkata,Nagpur
C02439,Champua,Odisha,East,Kolkata,Nagpur
C02440,Chandbali,Odisha,East,Kolkata,Nagpur
C02441,Chatrapur,Odisha,East,Kolkata,Nagpur
C02442,Chikitigarh,Odisha,East,Kolkata,Nagpur
C02443,Chittarkonda,Odisha,East,Kolkata,Nagpur
C02444,Cuttack,Odisha,East,Kolkata,Nagpur
C02445,Daitari,Odisha,East,Kolkata,Nagpur
C02446,Deogarh,Odisha,East,Kolkata,Nagpur
C02447,Dhenkanal,Odisha,East,Kolkata,Nagpur
C02448,Digapahandi,Odisha,East,Kolkata,Nagpur
C02449,Gajapati,Odisha,East,Kolkata,Nagpur
C02450,Ganjam,Odisha,East,Kolkata,Nagpur
C02451,Gopalpur,Odisha,East,Kolkata,Nagpur
C02452,Gudari,Odisha,East,Kolkata,Nagpur
C02453,Gunupur,Odisha,East,Kolkata,Nagpur
C02454,Hinjilikatu,Odisha,East,Kolkata,Nagpur
C02455,Hirakud,Odisha,East,Kolkata,Nagpur
C02456,Jagatsinghapur,Odisha,East,Kolkata,Nagpur
C02457,Jagatsinghpur,Odisha,East,Kolkata,Nagpur
C02458,Jajpur,Odisha,East,Kolkata,Nagpur
C02459,Jaleshwar,Odisha,East,Kolkata,Nagpur
C02460,Jatani,Odisha,East,Kolkata,Nagpur
C02461,Jeypore,Odisha,East,Kolkata,Nagpur
C02462,Jharsuguda,Odisha,East,Kolkata,Nagpur
C02463,Jharsuguda District,Odisha,East,Kolkata,Nagpur
C02464,Kaintragarh,Odisha,East,Kolkata,Nagpur
C02465,Kalahandi,Odisha,East,Kolkata,Nagpur
C02466,Kamakhyanagar,Odisha,East,Kolkata,Nagpur
C02467,Kandhamal,Odisha,East,Kolkata,Nagpur
C02468,Kantabanji,Odisha,East,Kolkata,Nagpur
C02469,Kantilo,Odisha,East,Kolkata,Nagpur
C02470,Kendrapara,Odisha,East,Kolkata,Nagpur
C02471,Kendraparha,Odisha,East,Kolkata,Nagpur
C02472,Kendujhar,Odisha,East,Kolkata,Nagpur
C02473,Kesinga,Odisha,East,Kolkata,Nagpur
C02474,Khallikot,Odisha,East,Kolkata,Nagpur
C02475,Kharhial,Odisha,East,Kolkata,Nagpur
C02476,Khordha,Odisha,East,Kolkata,Nagpur
C02477,Khurda,Odisha,East,Kolkata,Nagpur
C02478,Kiri Buru,Odisha,East,Kolkata,Nagpur
C02479,Kodala,Odisha,East,Kolkata,Nagpur
C02480,Konarka,Odisha,East,Kolkata,Nagpur
C02481,Koraput,Odisha,East,Kolkata,Nagpur
C02482,Kuchaiburi,Odisha,East,Kolkata,Nagpur
C02483,Kuchinda,Odisha,East,Kolkata,Nagpur
C02484,Malakanagiri,Odisha,East,Kolkata,Nagpur
C02485,Malkangiri,Odisha,East,Kolkata,Nagpur
C02486,Mayurbhanj,Odisha,East,Kolkata,Nagpur
C02487,Nabarangpur,Odisha,East,Kolkata,Nagpur
C02488,Nayagarh,Odisha,East,Kolkata,Nagpur
C02489,Nayagarh District,Odisha,East,Kolkata,Nagpur
C02490,Nilgiri,Odisha,East,Kolkata,Nagpur
C02491,Nimaparha,Odisha,East,Kolkata,Nagpur
C02492,Nowrangapur,Odisha,East,Kolkata,Nagpur
C02493,Nuapada,Odisha,East,Kolkata,Nagpur
C02494,Padampur,Odisha,East,Kolkata,Nagpur
C02495,Paradip Garh,Odisha,East,Kolkata,Nagpur
C02496,Patamundai,Odisha,East,Kolkata,Nagpur
C02497,Patnagarh,Odisha,East,Kolkata,Nagpur
C02498,Phulbani,Odisha,East,Kolkata,Nagpur
C02499,Pipili,Odisha,East,Kolkata,Nagpur
C02500,Polasara,Odisha,East,Kolkata,Nagpur
C02501,Puri,Odisha,East,Kolkata,Nagpur
C02502,Purushottampur,Odisha,East,Kolkata,Nagpur
C02503,Rambha,Odisha,East,Kolkata,Nagpur
C02504,Raurkela,Odisha,East,Kolkata,Nagpur
C02505,Rayagada,Odisha,East,Kolkata,Nagpur
C02506,Remuna,Odisha,East,Kolkata,Nagpur
C02507,Rengali,Odisha,East,Kolkata,Nagpur
C02508,Sambalpur,Odisha,East,Kolkata,Nagpur
C02509,Sonepur,Odisha,East,Kolkata,Nagpur
C02510,Sorada,Odisha,East,Kolkata,Nagpur
C02511,Soro,Odisha,East,Kolkata,Nagpur
C02512,Subarnapur,Odisha,East,Kolkata,Nagpur
C02513,Sundargarh,Odisha,East,Kolkata,Nagpur
C02514,Talcher,Odisha,East,Kolkata,Nagpur
C02515,Tarabha,Odisha,East,Kolkata,Nagpur
C02516,Titlagarh,Odisha,East,Kolkata,Nagpur
C02517,Udayagiri,Odisha,East,Kolkata,Nagpur
C02518,Karaikal,Puducherry,South,Chennai,Bengaluru
C02519,Mahe,Puducherry,South,Chennai,Bengaluru
C02520,Yanam,Puducherry,South,Chennai,Bengaluru
C02521,Abohar,Punjab,North,New Delhi,Nagpur
C02522,Adampur,Punjab,North,New Delhi,Nagpur
C02523,Ajitgarh,Punjab,North,New Delhi,Nagpur
C02524,Ajnala,Punjab,North,New Delhi,Nagpur
C02525,Akalgarh,Punjab,North,New Delhi,Nagpur
C02526,Alawalpur,Punjab,North,New Delhi,Nagpur
C02527,Amloh,Punjab,North,New Delhi,Nagpur
C02528,Amritsar,Punjab,North,New Delhi,Nagpur
C02529,Anandpur Sahib,Punjab,North,New Delhi,Nagpur
C02530,Badhni Kalan,Punjab,North,New Delhi,Nagpur
C02531,Bagha Purana,Punjab,North,New Delhi,Nagpur
C02532,Bakloh,Punjab,North,New Delhi,Nagpur
