assignment_id,shipment_id,vehicle_id,driver_id,assignment_time,assignment_status
ASN004794,SHP004794,VEH034,DRV034,2025-07-12 15:56:31,Assigned
ASN004795,SHP004795,VEH035,DRV035,2025-10-15 13:29:36,Assigned
ASN004796,SHP004796,VEH036,DRV036,2025-08-01 06:47:05,Assigned
ASN004797,SHP004797,VEH037,DRV037,2025-03-25 10:41:56,Assigned
ASN004798,SHP004798,VEH038,DRV038,2025-07-08 20:29:22,Assigned
ASN004799,SHP004799,VEH039,DRV039,2025-10-05 17:53:45,Assigned
ASN004800,SHP004800,VEH040,DRV040,2025-06-13 18:19:25,Assigned
ASN004801,SHP004801,VEH001,DRV001,2025-11-10 15:52:51,Assigned
ASN004802,SHP004802,VEH002,DRV002,2025-07-10 19:11:26,Assigned
ASN004803,SHP004803,VEH003,DRV003,2025-03-08 09:11:57,Assigned
ASN004804,SHP004804,VEH004,DRV004,2025-12-27 15:46:27,Assigned
ASN004805,SHP004805,VEH005,DRV005,2025-11-22 13:24:58,Assigned
ASN004806,SHP004806,VEH006,DRV006,2025-04-29 16:11:44,Assigned
ASN004807,SHP004807,VEH007,DRV007,2025-08-08 15:06:25,Assigned
ASN004808,SHP004808,VEH008,DRV008,2025-03-20 17:02:15,Assigned
ASN004809,SHP004809,VEH009,DRV009,2025-09-03 20:55:10,Assigned
ASN004810,SHP004810,VEH010,DRV010,2025-07-26 10:56:40,Assigned
ASN004811,SHP004811,VEH011,DRV011,2025-02-04 14:18:42,Assigned
ASN004812,SHP004812,VEH012,DRV012,2025-04-02 20:04:44,Assigned
ASN004813,SHP004813,VEH013,DRV013,2025-07-11 17:46:57,Assigned
ASN004814,SHP004814,VEH014,DRV014,2025-11-24 09:58:31,Assigned
ASN004815,SHP004815,VEH015,DRV015,2025-01-09 12:48:35,Assigned
ASN004816,SHP004816,VEH016,DRV016,2025-07-23 07:23:04,Assigned
ASN004817,SHP004817,VEH017,DRV017,2025-03-09 18:06:32,Assigned
ASN004818,SHP004818,VEH018,DRV018,2025-08-16 18:49:20,Assigned
ASN004819,SHP004819,VEH019,DRV019,2025-07-31 12:28:10,Assigned
ASN004820,SHP004820,VEH020,DRV020,2025-02-09 10:13:32,Assigned
ASN004821,SHP004821,VEH021,DRV021,2025-01-29 06:29:01,Assigned
ASN004822,SHP004822,VEH022,DRV022,2025-09-04 07:40:44,Assigned
ASN004823,SHP004823,VEH023,DRV023,2025-12-23 16:47:29,Assigned
ASN004824,SHP004824,VEH024,DRV024,2025-01-25 12:21:47,Assigned
ASN004825,SHP004825,VEH025,DRV025,2025-03-28 12:54:12,Assigned
ASN004826,SHP004826,VEH026,DRV026,2025-06-09 12:02:00,Assigned
ASN004827,SHP004827,VEH027,DRV027,2025-12-24 10:07:45,Assigned
ASN004828,SHP004828,VEH028,DRV028,2025-07-05 20:08:20,Assigned
ASN004829,SHP004829,VEH029,DRV029,2025-05-12 16:47:29,Assigned
ASN004830,SHP004830,VEH030,DRV030,2025-11-30 13:29:04,Assigned
ASN004831,SHP004831,VEH031,DRV031,2025-04-13 07:35:42,Assigned
ASN004832,SHP004832,VEH032,DRV032,2025-03-21 09:45:28,Assigned
ASN004833,SHP004833,VEH033,DRV033,2025-11-12 08:30:52,Assigned
ASN004834,SHP004834,VEH034,DRV034,2025-08-21 10:53:10,Assigned
ASN004835,SHP004835,VEH035,DRV035,2025-05-06 08:53:01,Assigned
ASN004836,SHP004836,VEH036,DRV036,2025-12-16 15:06:11,Assigned
ASN004837,SHP004837,VEH037,DRV037,2025-04-11 10:07:34,Assigned
ASN004838,SHP004838,VEH038,DRV038,2025-03-30 17:25:10,Assigned
ASN004839,SHP004839,VEH039,DRV039,2025-12-03 07:42:48,Assigned
ASN004840,SHP004840,VEH040,DRV040,2025-07-19 06:43:17,Assigned
ASN004841,SHP004841,VEH001,DRV001,2025-11-23 08:28:22,Assigned
ASN004842,SHP004842,VEH002,DRV002,2025-06-16 08:13:45,Assigned
ASN004843,SHP004843,VEH003,DRV003,2025-05-17 06:57:43,Assigned
ASN004844,SHP004844,VEH004,DRV004,2025-06-08 14:13:28,Assigned
ASN004845,SHP004845,VEH005,DRV005,2025-09-23 17:03:53,Assigned
ASN004846,SHP004846,VEH006,DRV006,2025-09-01 16:51:33,Assigned
ASN004847,SHP004847,VEH007,DRV007,2025-08-08 16:42:45,Assigned
ASN004848,SHP004848,VEH008,DRV008,2025-05-11 16:57:06,Assigned
ASN004849,SHP004849,VEH009,DRV009,2025-08-08 12:44:19,Assigned
ASN004850,SHP004850,VEH010,DRV010,2025-07-07 13:03:38,Assigned
ASN004851,SHP004851,VEH011,DRV011,2025-11-16 06:03:49,Assigned
ASN004852,SHP004852,VEH012,DRV012,2025-02-25 12:49:12,Assigned
ASN004853,SHP004853,VEH013,DRV013,2025-05-05 20:15:23,Assigned
ASN004854,SHP004854,VEH014,DRV014,2025-10-02 20:15:12,Assigned
ASN004855,SHP004855,VEH015,DRV015,2025-10-05 07:01:26,Assigned
ASN004856,SHP004856,VEH016,DRV016,2025-08-08 06:00:21,Assigned
ASN004857,SHP004857,VEH017,DRV017,2025-03-22 19:12:43,Assigned
ASN004858,SHP004858,VEH018,DRV018,2025-06-11 16:04:14,Assigned
ASN004859,SHP004859,VEH019,DRV019,2025-09-04 20:06:51,Assigned
ASN004860,SHP004860,VEH020,DRV020,2025-05-10 19:53:42,Assigned
ASN004861,SHP004861,VEH021,DRV021,2025-11-05 08:46:10,Assigned
ASN004862,SHP004862,VEH022,DRV022,2025-05-12 06:26:32,Assigned
ASN004863,SHP004863,VEH023,DRV023,2025-10-13 07:52:20,Assigned
ASN004864,SHP004864,VEH024,DRV024,2025-03-27 11:35:40,Assigned
ASN004865,SHP004865,VEH025,DRV025,2025-03-21 09:39:13,Assigned
ASN004866,SHP004866,VEH026,DRV026,2025-09-15 20:34:25,Assigned
ASN004867,SHP004867,VEH027,DRV027,2025-04-19 12:07:14,Assigned
ASN004868,SHP004868,VEH028,DRV028,2025-12-31 09:06:22,Assigned
ASN004869,SHP004869,VEH029,DRV029,2025-03-17 11:11:00,Assigned
ASN004870,SHP004870,VEH030,DRV030,2025-04-05 12:41:20,Assigned
ASN004871,SHP004871,VEH031,DRV031,2025-02-02 06:24:13,Assigned
ASN004872,SHP004872,VEH032,DRV032,2025-08-12 13:14:04,Assigned
ASN004873,SHP004873,VEH033,DRV033,2025-09-18 16:52:17,Assigned
ASN004874,SHP004874,VEH034,DRV034,2025-12-15 16:39:23,Assigned
ASN004875,SHP004875,VEH035,DRV035,2025-01-06 06:04:56,Assigned
ASN004876,SHP004876,VEH036,DRV036,2025-07-10 09:26:19,Assigned
ASN004877,SHP004877,VEH037,DRV037,2025-05-03 18:38:31,Assigned
ASN004878,SHP004878,VEH038,DRV038,2025-05-06 07:45:34,Assigned
ASN004879,SHP004879,VEH039,DRV039,2025-01-25 18:59:54,Assigned
ASN004880,SHP004880,VEH040,DRV040,2025-10-10 15:10:16,Assigned
ASN004881,SHP004881,VEH001,DRV001,2025-06-10 07:38:20,Assigned
ASN004882,SHP004882,VEH002,DRV002,2025-12-15 16:44:24,Assigned
ASN004883,SHP004883,VEH003,DRV003,2025-01-11 16:59:49,Assigned
ASN004884,SHP004884,VEH004,DRV004,2025-01-02 17:08:21,Assigned
ASN004885,SHP004885,VEH005,DRV005,2025-08-13 08:40:48,Assigned
ASN004886,SHP004886,VEH006,DRV006,2025-01-25 20:44:20,Assigned
ASN004887,SHP004887,VEH007,DRV007,2025-08-05 19:42:30,Assigned
ASN004888,SHP004888,VEH008,DRV008,2025-11-28 07:21:01,Assigned
ASN004889,SHP004889,VEH009,DRV009,2025-12-29 15:58:37,Assigned
ASN004890,SHP004890,VEH010,DRV010,2025-01-02 13:24:32,Assigned
ASN004891,SHP004891,VEH011,DRV011,2025-07-26 16:47:14,Assigned
ASN004892,SHP004892,VEH012,DRV012,2025-08-31 14:37:45,Assigned
ASN004893,SHP004893,VEH013,DRV013,2025-07-09 06:14:01,Assigned
ASN004894,SHP004894,VEH014,DRV014,2025-08-04 15:48:57,Assigned
ASN004895,SHP004895,VEH015,DRV015,2025-03-16 07:19:15,Assigned
ASN004896,SHP004896,VEH016,DRV016,2025-10-19 17:27:48,Assigned
ASN004897,SHP004897,VEH017,DRV017,2025-11-07 09:39:05,Assigned
ASN004898,SHP004898,VEH018,DRV018,2025-10-05 06:08:23,Assigned
ASN004899,SHP004899,VEH019,DRV019,2025-11-23 13:18:12,Assigned
ASN004900,SHP004900,VEH020,DRV020,2025-12-18 08:24:13,Assigned
ASN004901,SHP004901,VEH021,DRV021,2025-11-11 16:02:15,Assigned
ASN004902,SHP004902,VEH022,DRV022,2025-10-31 20:46:38,Assigned
ASN004903,SHP004903,VEH023,DRV023,2025-02-10 13:47:56,Assigned
ASN004904,SHP004904,VEH024,DRV024,2025-12-22 11:08:17,Assigned
ASN004905,SHP004905,VEH025,DRV025,2025-02-15 11:41:50,Assigned
ASN004906,SHP004906,VEH026,DRV026,2025-08-21 18:02:33,Assigned
ASN004907,SHP004907,VEH027,DRV027,2025-04-07 18:26:41,Assigned
ASN004908,SHP004908,VEH028,DRV028,2025-10-12 19:18:48,Assigned
ASN004909,SHP004909,VEH029,DRV029,2025-03-14 06:14:54,Assigned
ASN004910,SHP004910,VEH030,DRV030,2025-09-20 17:21:21,Assigned
ASN004911,SHP004911,VEH031,DRV031,2025-08-22 09:13:34,Assigned
ASN004912,SHP004912,VEH032,DRV032,2025-09-09 06:58:58,Assigned
ASN004913,SHP004913,VEH033,DRV033,2025-02-10 16:15:51,Assigned
ASN004914,SHP004914,VEH034,DRV034,2025-05-25 16:44:46,Assigned
ASN004915,SHP004915,VEH035,DRV035,2025-07-27 09:38:55,Assigned
ASN004916,SHP004916,VEH036,DRV036,2025-03-26 12:33:20,Assigned
ASN004917,SHP004917,VEH037,DRV037,2025-09-20 08:28:40,Assigned
ASN004918,SHP004918,VEH038,DRV038,2025-12-29 06:04:55,Assigned
ASN004919,SHP004919,VEH039,DRV039,2025-05-18 13:04:12,Assigned
ASN004920,SHP004920,VEH040,DRV040,2025-12-15 06:40:09,Assigned
ASN004921,SHP004921,VEH001,DRV001,2025-06-15 09:08:05,Assigned
ASN004922,SHP004922,VEH002,DRV002,2025-01-04 08:37:35,Assigned
ASN004923,SHP004923,VEH003,DRV003,2025-09-14 19:50:59,Assigned
ASN004924,SHP004924,VEH004,DRV004,2025-01-26 09:15:32,Assigned
ASN004925,SHP004925,VEH005,DRV005,2025-12-29 07:27:46,Assigned
ASN004926,SHP004926,VEH006,DRV006,2025-08-26 13:19:10,Assigned
ASN004927,SHP004927,VEH007,DRV007,2025-08-29 17:12:15,Assigned
ASN004928,SHP004928,VEH008,DRV008,2025-11-10 12:11:38,Assigned
ASN004929,SHP004929,VEH009,DRV009,2025-02-01 09:19:18,Assigned
ASN004930,SHP004930,VEH010,DRV010,2025-09-22 15:28:40,Assigned
ASN004931,SHP004931,VEH011,DRV011,2025-08-21 09:17:55,Assigned
ASN004932,SHP004932,VEH012,DRV012,2025-02-07 18:30:05,Assigned
ASN004933,SHP004933,VEH013,DRV013,2025-09-04 11:25:24,Assigned
ASN004934,SHP004934,VEH014,DRV014,2025-11-25 08:30:28,Assigned
ASN004935,SHP004935,VEH015,DRV015,2025-03-02 12:32:39,Assigned
ASN004936,SHP004936,VEH016,DRV016,2025-04-02 17:27:48,Assigned
ASN004937,SHP004937,VEH017,DRV017,2025-06-11 08:52:50,Assigned
ASN004938,SHP004938,VEH018,DRV018,2025-07-07 13:01:48,Assigned
ASN004939,SHP004939,VEH019,DRV019,2025-03-12 12:27:54,Assigned
ASN004940,SHP004940,VEH020,DRV020,2025-02-08 07:48:58,Assigned
ASN004941,SHP004941,VEH021,DRV021,2025-01-05 20:19:38,Assigned
ASN004942,SHP004942,VEH022,DRV022,2025-12-01 14:09:35,Assigned
ASN004943,SHP004943,VEH023,DRV023,2025-10-17 17:11:16,Assigned
ASN004944,SHP004944,VEH024,DRV024,2025-04-27 12:29:19,Assigned
ASN004945,SHP004945,VEH025,DRV025,2025-08-28 13:18:24,Assigned
ASN004946,SHP004946,VEH026,DRV026,2025-04-22 14:38:30,Assigned
ASN004947,SHP004947,VEH027,DRV027,2025-05-14 07:21:08,Assigned
ASN004948,SHP004948,VEH028,DRV028,2025-02-16 17:30:12,Assigned
ASN004949,SHP004949,VEH029,DRV029,2025-09-01 08:58:12,Assigned
ASN004950,SHP004950,VEH030,DRV030,2025-04-20 06:00:55,Assigned
ASN004951,SHP004951,VEH031,DRV031,2025-05-15 14:46:46,Assigned
ASN004952,SHP004952,VEH032,DRV032,2025-10-16 11:31:25,Assigned
ASN004953,SHP004953,VEH033,DRV033,2025-12-17 20:26:25,Assigned
ASN004954,SHP004954,VEH034,DRV034,2025-04-21 17:23:24,Assigned
ASN004955,SHP004955,VEH035,DRV035,2025-09-28 13:19:41,Assigned
ASN004956,SHP004956,VEH036,DRV036,2025-09-29 15:04:26,Assigned
ASN004957,SHP004957,VEH037,DRV037,2025-08-12 20:02:58,Assigned
ASN004958,SHP004958,VEH038,DRV038,2025-04-12 07:24:59,Assigned
ASN004959,SHP004959,VEH039,DRV039,2025-06-03 15:10:12,Assigned
ASN004960,SHP004960,VEH040,DRV040,2025-04-02 18:27:16,Assigned
ASN004961,SHP004961,VEH001,DRV001,2025-11-20 18:58:48,Assigned
ASN004962,SHP004962,VEH002,DRV002,2025-01-25 17:22:32,Assigned
ASN004963,SHP004963,VEH003,DRV003,2025-08-16 17:31:40,Assigned
ASN004964,SHP004964,VEH004,DRV004,2025-07-06 17:23:44,Assigned
ASN004965,SHP004965,VEH005,DRV005,2025-02-11 06:41:24,Assigned
ASN004966,SHP004966,VEH006,DRV006,2025-10-17 20:27:47,Assigned
ASN004967,SHP004967,VEH007,DRV007,2025-10-06 09:15:30,Assigned
ASN004968,SHP004968,VEH008,DRV008,2025-01-24 06:58:52,Assigned
ASN004969,SHP004969,VEH009,DRV009,2025-01-16 11:40:45,Assigned
ASN004970,SHP004970,VEH010,DRV010,2025-02-22 16:01:44,Assigned
ASN004971,SHP004971,VEH011,DRV011,2025-07-18 16:41:09,Assigned
ASN004972,SHP004972,VEH012,DRV012,2025-03-16 10:38:29,Assigned
ASN004973,SHP004973,VEH013,DRV013,2025-12-16 16:09:16,Assigned
ASN004974,SHP004974,VEH014,DRV014,2025-03-28 09:38:37,Assigned
ASN004975,SHP004975,VEH015,DRV015,2025-11-16 16:53:10,Assigned
ASN004976,SHP004976,VEH016,DRV016,2025-12-26 06:07:49,Assigned
ASN004977,SHP004977,VEH017,DRV017,2025-02-13 07:41:45,Assigned
ASN004978,SHP004978,VEH018,DRV018,2025-06-12 20:24:25,Assigned
ASN004979,SHP004979,VEH019,DRV019,2025-03-23 17:37:57,Assigned
ASN004980,SHP004980,VEH020,DRV020,2025-02-10 07:33:58,Assigned
ASN004981,SHP004981,VEH021,DRV021,2025-04-06 09:56:27,Assigned
ASN004982,SHP004982,VEH022,DRV022,2025-08-14 08:53:27,Assigned
ASN004983,SHP004983,VEH023,DRV023,2025-08-13 10:44:19,Assigned
ASN004984,SHP004984,VEH024,DRV024,2025-08-15 14:34:42,Assigned
ASN004985,SHP004985,VEH025,DRV025,2025-11-01 20:24:37,Assigned
ASN004986,SHP004986,VEH026,DRV026,2025-11-27 10:46:26,Assigned
ASN004987,SHP004987,VEH027,DRV027,2025-02-03 18:56:59,Assigned
ASN004988,SHP004988,VEH028,DRV028,2025-12-15 17:55:05,Assigned
ASN004989,SHP004989,VEH029,DRV029,2025-04-16 07:40:36,Assigned
ASN004990,SHP004990,VEH030,DRV030,2025-05-25 18:51:22,Assigned
ASN004991,SHP004991,VEH031,DRV031,2025-08-09 19:09:17,Assigned
ASN004992,SHP004992,VEH032,DRV032,2025-05-26 17:13:59,Assigned
ASN004993,SHP004993,VEH033,DRV033,2025-11-18 17:25:44,Assigned
ASN004994,SHP004994,VEH034,DRV034,2025-06-23 10:00:10,Assigned
ASN004995,SHP004995,VEH035,DRV035,2025-07-03 19:31:00,Assigned
ASN004996,SHP004996,VEH036,DRV036,2025-12-20 07:04:49,Assigned
ASN004997,SHP004997,VEH037,DRV037,2025-07-07 17:26:33,Assigned
ASN004998,SHP004998,VEH038,DRV038,2025-07-29 12:41:18,Assigned
ASN004999,SHP004999,VEH039,DRV039,2025-11-26 17:27:10,Assigned
ASN005000,SHP005000,VEH040,DRV040,2025-10-08 08:23:11,Assigned
ASN005001,SHP005001,VEH001,DRV001,2025-08-13 17:08:12,Assigned
ASN005002,SHP005002,VEH002,DRV002,2025-09-03 13:11:32,Assigned
ASN005003,SHP005003,VEH003,DRV003,2025-03-07 07:28:36,Assigned
ASN005004,SHP005004,VEH004,DRV004,2025-10-21 19:13:11,Assigned
ASN005005,SHP005005,VEH005,DRV005,2025-07-11 09:03:47,Assigned
ASN005006,SHP005006,VEH006,DRV006,2025-09-11 08:51:48,Assigned
ASN005007,SHP005007,VEH007,DRV007,2025-06-18 09:16:57,Assigned
ASN005008,SHP005008,VEH008,DRV008,2025-06-29 19:26:28,Assigned
ASN005009,SHP005009,VEH009,DRV009,2025-07-16 16:58:39,Assigned
ASN005010,SHP005010,VEH010,DRV010,2025-04-07 07:55:40,Assigned
ASN005011,SHP005011,VEH011,DRV011,2025-05-13 08:05:18,Assigned
ASN005012,SHP005012,VEH012,DRV012,2025-04-08 07:24:07,Assigned
ASN005013,SHP005013,VEH013,DRV013,2025-03-20 10:04:21,Assigned
ASN005014,SHP005014,VEH014,DRV014,2025-02-20 06:37:15,Assigned
ASN005015,SHP005015,VEH015,DRV015,2025-10-20 13:31:43,Assigned
ASN005016,SHP005016,VEH016,DRV016,2025-01-24 18:06:00,Assigned
ASN005017,SHP005017,VEH017,DRV017,2025-10-06 06:17:48,Assigned
ASN005018,SHP005018,VEH018,DRV018,2025-05-07 06:42:37,Assigned
ASN005019,SHP005019,VEH019,DRV019,2025-07-17 18:02:06,Assigned
ASN005020,SHP005020,VEH020,DRV020,2025-11-13 09:33:50,Assigned
ASN005021,SHP005021,VEH021,DRV021,2025-08-22 06:24:38,Assigned
ASN005022,SHP005022,VEH022,DRV022,2025-10-06 14:48:17,Assigned
ASN005023,SHP005023,VEH023,DRV023,2025-02-14 20:31:30,Assigned
ASN005024,SHP005024,VEH024,DRV024,2025-08-05 18:21:38,Assigned
ASN005025,SHP005025,VEH025,DRV025,2025-04-29 12:21:23,Assigned
ASN005026,SHP005026,VEH026,DRV026,2025-01-06 16:56:21,Assigned
ASN005027,SHP005027,VEH027,DRV027,2025-07-02 11:52:15,Assigned
ASN005028,SHP005028,VEH028,DRV028,2025-08-27 11:42:25,Assigned
ASN005029,SHP005029,VEH029,DRV029,2025-03-08 12:39:03,Assigned
ASN005030,SHP005030,VEH030,DRV030,2025-06-27 11:55:21,Assigned
ASN005031,SHP005031,VEH031,DRV031,2025-10-10 18:06:00,Assigned
ASN005032,SHP005032,VEH032,DRV032,2025-12-27 13:55:44,Assigned
ASN005033,SHP005033,VEH033,DRV033,2025-12-05 12:46:53,Assigned
ASN005034,SHP005034,VEH034,DRV034,2025-03-06 20:59:08,Assigned
ASN005035,SHP005035,VEH035,DRV035,2025-12-20 06:38:07,Assigned
ASN005036,SHP005036,VEH036,DRV036,2025-02-26 19:33:17,Assigned
ASN005037,SHP005037,VEH037,DRV037,2025-10-02 17:48:52,Assigned
ASN005038,SHP005038,VEH038,DRV038,2025-02-13 09:23:28,Assigned
ASN005039,SHP005039,VEH039,DRV039,2025-08-26 15:43:42,Assigned
ASN005040,SHP005040,VEH040,DRV040,2025-12-22 19:30:32,Assigned
ASN005041,SHP005041,VEH001,DRV001,2025-01-24 12:42:12,Assigned
ASN005042,SHP005042,VEH002,DRV002,2025-09-05 06:40:52,Assigned
ASN005043,SHP005043,VEH003,DRV003,2025-04-22 11:01:40,Assigned
ASN005044,SHP005044,VEH004,DRV004,2025-03-21 11:55:02,Assigned
ASN005045,SHP005045,VEH005,DRV005,2025-09-19 18:47:20,Assigned
ASN005046,SHP005046,VEH006,DRV006,2025-12-03 16:28:14,Assigned
ASN005047,SHP005047,VEH007,DRV007,2025-09-03 15:31:25,Assigned
ASN005048,SHP005048,VEH008,DRV008,2025-10-11 17:39:50,Assigned
ASN005049,SHP005049,VEH009,DRV009,2025-11-19 07:22:27,Assigned
ASN005050,SHP005050,VEH010,DRV010,2025-02-02 20:59:30,Assigned
ASN005051,SHP005051,VEH011,DRV011,2025-09-08 16:54:44,Assigned
ASN005052,SHP005052,VEH012,DRV012,2025-03-11 20:06:46,Assigned
ASN005053,SHP005053,VEH013,DRV013,2025-08-06 12:18:38,Assigned
ASN005054,SHP005054,VEH014,DRV014,2025-04-11 09:45:09,Assigned
ASN005055,SHP005055,VEH015,DRV015,2025-11-20 19:33:56,Assigned
ASN005056,SHP005056,VEH016,DRV016,2025-04-17 15:50:54,Assigned
ASN005057,SHP005057,VEH017,DRV017,2025-03-20 17:32:02,Assigned
ASN005058,SHP005058,VEH018,DRV018,2025-08-13 08:31:50,Assigned
ASN005059,SHP005059,VEH019,DRV019,2025-02-24 07:19:53,Assigned
ASN005060,SHP005060,VEH020,DRV020,2025-01-24 16:35:55,Assigned
ASN005061,SHP005061,VEH021,DRV021,2025-06-21 13:10:57,Assigned
ASN005062,SHP005062,VEH022,DRV022,2025-04-11 13:07:30,Assigned
ASN005063,SHP005063,VEH023,DRV023,2025-11-03 16:34:15,Assigned
ASN005064,SHP005064,VEH024,DRV024,2025-07-02 09:13:10,Assigned
ASN005065,SHP005065,VEH025,DRV025,2025-03-09 18:42:44,Assigned
ASN005066,SHP005066,VEH026,DRV026,2025-03-26 07:06:27,Assigned
ASN005067,SHP005067,VEH027,DRV027,2025-12-18 17:01:10,Assigned
ASN005068,SHP005068,VEH028,DRV028,2025-11-09 20:59:20,Assigned
ASN005069,SHP005069,VEH029,DRV029,2025-10-01 20:24:49,Assigned
ASN005070,SHP005070,VEH030,DRV030,2025-05-09 10:14:46,Assigned
ASN005071,SHP005071,VEH031,DRV031,2025-07-20 10:42:30,Assigned
ASN005072,SHP005072,VEH032,DRV032,2025-04-16 20:42:07,Assigned
ASN005073,SHP005073,VEH033,DRV033,2025-09-14 16:08:59,Assigned
ASN005074,SHP005074,VEH034,DRV034,2025-07-09 14:40:46,Assigned
ASN005075,SHP005075,VEH035,DRV035,2025-07-18 13:05:50,Assigned
ASN005076,SHP005076,VEH036,DRV036,2025-02-15 17:21:55,Assigned
ASN005077,SHP005077,VEH037,DRV037,2025-07-06 09:59:36,Assigned
ASN005078,SHP005078,VEH038,DRV038,2025-05-11 18:59:38,Assigned
ASN005079,SHP005079,VEH039,DRV039,2025-08-11 07:41:21,Assigned
ASN005080,SHP005080,VEH040,DRV040,2025-11-07 12:58:45,Assigned
ASN005081,SHP005081,VEH001,DRV001,2025-08-02 17:47:46,Assigned
ASN005082,SHP005082,VEH002,DRV002,2025-11-06 12:41:41,Assigned
ASN005083,SHP005083,VEH003,DRV003,2025-03-10 18:35:54,Assigned
ASN005084,SHP005084,VEH004,DRV004,2025-03-02 12:51:14,Assigned
ASN005085,SHP005085,VEH005,DRV005,2025-04-23 09:16:07,Assigned
ASN005086,SHP005086,VEH006,DRV006,2025-12-02 10:05:07,Assigned
ASN005087,SHP005087,VEH007,DRV007,2025-12-13 07:21:47,Assigned
ASN005088,SHP005088,VEH008,DRV008,2025-10-03 15:59:12,Assigned
ASN005089,SHP005089,VEH009,DRV009,2025-02-20 17:07:36,Assigned
ASN005090,SHP005090,VEH010,DRV010,2025-06-10 11:08:54,Assigned
ASN005091,SHP005091,VEH011,DRV011,2025-10-20 11:24:36,Assigned
ASN005092,SHP005092,VEH012,DRV012,2025-04-14 17:00:19,Assigned
ASN005093,SHP005093,VEH013,DRV013,2025-03-11 06:37:34,Assigned
ASN005094,SHP005094,VEH014,DRV014,2025-07-08 09:54:24,Assigned
ASN005095,SHP005095,VEH015,DRV015,2025-05-02 12:20:49,Assigned
ASN005096,SHP005096,VEH016,DRV016,2025-01-19 11:51:43,Assigned
ASN005097,SHP005097,VEH017,DRV017,2025-12-29 20:50:08,Assigned
ASN005098,SHP005098,VEH018,DRV018,2025-07-29 14:42:38,Assigned
ASN005099,SHP005099,VEH019,DRV019,2025-07-11 15:14:06,Assigned
ASN005100,SHP005100,VEH020,DRV020,2025-12-22 12:00:34,Assigned
ASN005101,SHP005101,VEH021,DRV021,2025-06-21 19:29:20,Assigned
ASN005102,SHP005102,VEH022,DRV022,2025-11-24 08:52:18,Assigned
ASN005103,SHP005103,VEH023,DRV023,2025-08-14 19:14:31,Assigned
ASN005104,SHP005104,VEH024,DRV024,2025-07-22 16:29:09,Assigned
ASN005105,SHP005105,VEH025,DRV025,2025-09-17 15:18:09,Assigned
ASN005106,SHP005106,VEH026,DRV026,2025-05-24 17:42:54,Assigned
ASN005107,SHP005107,VEH027,DRV027,2025-05-27 18:52:44,Assigned
ASN005108,SHP005108,VEH028,DRV028,2025-01-07 06:38:20,Assigned
ASN005109,SHP005109,VEH029,DRV029,2025-09-18 10:32:44,Assigned
ASN005110,SHP005110,VEH030,DRV030,2025-11-03 07:17:54,Assigned
ASN005111,SHP005111,VEH031,DRV031,2025-07-16 17:36:30,Assigned
ASN005112,SHP005112,VEH032,DRV032,2025-02-28 16:53:13,Assigned
ASN005113,SHP005113,VEH033,DRV033,2025-03-12 13:18:45,Assigned
ASN005114,SHP005114,VEH034,DRV034,2025-05-18 12:03:51,Assigned
ASN005115,SHP005115,VEH035,DRV035,2025-01-28 11:09:52,Assigned
ASN005116,SHP005116,VEH036,DRV036,2025-10-27 17:13:54,Assigned
ASN005117,SHP005117,VEH037,DRV037,2025-03-02 17:59:51,Assigned
ASN005118,SHP005118,VEH038,DRV038,2025-04-20 09:44:47,Assigned
ASN005119,SHP005119,VEH039,DRV039,2025-08-01 06:59:55,Assigned
ASN005120,SHP005120,VEH040,DRV040,2025-02-24 18:11:54,Assigned
ASN005121,SHP005121,VEH001,DRV001,2025-11-28 13:46:25,Assigned
ASN005122,SHP005122,VEH002,DRV002,2025-09-30 10:52:42,Assigned
ASN005123,SHP005123,VEH003,DRV003,2025-02-11 20:54:10,Assigned
ASN005124,SHP005124,VEH004,DRV004,2025-02-17 06:35:25,Assigned
ASN005125,SHP005125,VEH005,DRV005,2025-04-19 11:27:43,Assigned
ASN005126,SHP005126,VEH006,DRV006,2025-08-11 13:22:48,Assigned
ASN005127,SHP005127,VEH007,DRV007,2025-12-17 12:25:04,Assigned
ASN005128,SHP005128,VEH008,DRV008,2025-03-01 14:46:18,Assigned
ASN005129,SHP005129,VEH009,DRV009,2025-11-30 10:44:59,Assigned
ASN005130,SHP005130,VEH010,DRV010,2025-08-01 09:44:54,Assigned
ASN005131,SHP005131,VEH011,DRV011,2025-08-18 14:25:06,Assigned
ASN005132,SHP005132,VEH012,DRV012,2025-08-09 08:20:48,Assigned
ASN005133,SHP005133,VEH013,DRV013,2025-04-07 18:37:55,Assigned
ASN005134,SHP005134,VEH014,DRV014,2025-05-24 18:03:54,Assigned
ASN005135,SHP005135,VEH015,DRV015,2025-03-20 20:45:19,Assigned
ASN005136,SHP005136,VEH016,DRV016,2025-07-08 13:41:10,Assigned
ASN005137,SHP005137,VEH017,DRV017,2025-01-19 15:08:28,Assigned
ASN005138,SHP005138,VEH018,DRV018,2025-04-02 17:30:18,Assigned
ASN005139,SHP005139,VEH019,DRV019,2025-04-08 20:09:13,Assigned
ASN005140,SHP005140,VEH020,DRV020,2025-03-05 09:51:47,Assigned
ASN005141,SHP005141,VEH021,DRV021,2025-04-28 09:47:41,Assigned
ASN005142,SHP005142,VEH022,DRV022,2025-07-23 06:23:46,Assigned
