shipment_id,order_id,warehouse_code,warehouse_city,destination_city,destination_state,destination_region,nearest_warehouse,backup_warehouse,distance_km,distance_category,coverage_status,route_priority
SHP004704,ORD004704,CCU_RDC,kolkata,dholka,Gujarat,West,Ahmedabad,Mumbai,1769.73,Long Distance,Secondary,Low
SHP004705,ORD004705,NAG_NH,nagpur,west khasi hills,Meghalaya,North-East,Kolkata,Nagpur,1457.66,Long Distance,Secondary,Low
SHP004706,ORD004706,MAA_RDC,chennai,bhatkal,Karnataka,South,Bengaluru,Hyderabad,645.33,Long Distance,Secondary,Low
SHP004707,ORD004707,NAG_NH,nagpur,mankhurd,Maharashtra,West,Mumbai,Nagpur,728.84,Long Distance,Secondary,Low
SHP004708,ORD004708,MUM_NH,mumbai,mallur,Tamil Nadu,South,Chennai,Bengaluru,1048.27,Long Distance,Secondary,Low
SHP004709,ORD004709,CCU_RDC,kolkata,talwara,Punjab,North,New Delhi,Nagpur,1819.35,Long Distance,Secondary,Low
SHP004710,ORD004710,MUM_NH,mumbai,raipur,Chhattisgarh,Central,Nagpur,Mumbai,1014.08,Long Distance,Secondary,Low
SHP004711,ORD004711,CCU_RDC,kolkata,akrund,Gujarat,West,Ahmedabad,Mumbai,1696.78,Long Distance,Secondary,Low
SHP004712,ORD004712,CCU_RDC,kolkata,dataganj,Uttar Pradesh,North,New Delhi,Nagpur,1201.86,Long Distance,Secondary,Low
SHP004713,ORD004713,MUM_NH,mumbai,bhikangaon,Madhya Pradesh,Central,Nagpur,Mumbai,477.46,Regional,Secondary,Medium
SHP004714,ORD004714,MUM_NH,mumbai,ranpur,Gujarat,West,Ahmedabad,Mumbai,411.87,Regional,Secondary,Medium
SHP004715,ORD004715,BLR_RDC,bengaluru,bhanpuri,Chhattisgarh,Central,Nagpur,Mumbai,1016.67,Long Distance,Secondary,Low
SHP004716,ORD004716,DEL_RDC,new delhi,singapur,Telangana,South,Hyderabad,Nagpur,1357.5,Long Distance,Secondary,Low
SHP004717,ORD004717,HYD_RDC,hyderabad,kundarkhi,Uttar Pradesh,North,New Delhi,Nagpur,1370.28,Long Distance,Secondary,Low
SHP004718,ORD004718,MUM_NH,mumbai,buldhana,Maharashtra,West,Mumbai,Nagpur,406.04,Regional,Secondary,Medium
SHP004719,ORD004719,BLR_RDC,bengaluru,harij,Gujarat,West,Ahmedabad,Mumbai,1409.71,Long Distance,Secondary,Low
SHP004720,ORD004720,CCU_RDC,kolkata,faridkot,Punjab,North,New Delhi,Nagpur,1820.41,Long Distance,Secondary,Low
SHP004721,ORD004721,MAA_RDC,chennai,shrirangapattana,Karnataka,South,Bengaluru,Hyderabad,407.23,Regional,Secondary,Medium
SHP004722,ORD004722,NAG_NH,nagpur,pappinisshēri,Kerala,South,Chennai,Bengaluru,1147.0,Long Distance,Secondary,Low
SHP004723,ORD004723,NAG_NH,nagpur,udgir,Maharashtra,West,Mumbai,Nagpur,392.55,Regional,Secondary,Medium
SHP004724,ORD004724,MUM_NH,mumbai,bhadasar,Rajasthan,West,Ahmedabad,Mumbai,1136.03,Long Distance,Secondary,Low
SHP004725,ORD004725,AMD_RDC,ahmedabad,tehri,Uttarakhand,North,New Delhi,Nagpur,1128.92,Long Distance,Secondary,Low
SHP004726,ORD004726,BLR_RDC,bengaluru,bandora,Goa,West,Ahmedabad,Mumbai,489.88,Regional,Secondary,Medium
SHP004727,ORD004727,BLR_RDC,bengaluru,north goa,Goa,West,Ahmedabad,Mumbai,499.86,Regional,Secondary,Medium
SHP004728,ORD004728,BLR_RDC,bengaluru,raisen,Madhya Pradesh,Central,Nagpur,Mumbai,1206.98,Long Distance,Secondary,Low
SHP004729,ORD004729,BLR_RDC,bengaluru,balimila,Odisha,East,Kolkata,Nagpur,790.63,Long Distance,Secondary,Low
SHP004730,ORD004730,MAA_RDC,chennai,abiramam,Tamil Nadu,South,Chennai,Bengaluru,461.71,Regional,Secondary,Medium
SHP004731,ORD004731,CCU_RDC,kolkata,rafiganj,Bihar,East,Kolkata,Nagpur,496.52,Regional,Secondary,Medium
SHP004732,ORD004732,MAA_RDC,chennai,vinchia,Gujarat,West,Ahmedabad,Mumbai,1455.97,Long Distance,Secondary,Low
SHP004733,ORD004733,NAG_NH,nagpur,dalhousie,Himachal Pradesh,North,New Delhi,Nagpur,1468.83,Long Distance,Secondary,Low
SHP004734,ORD004734,MUM_NH,mumbai,un,Gujarat,West,Ahmedabad,Mumbai,589.35,Long Distance,Secondary,Low
SHP004735,ORD004735,HYD_RDC,hyderabad,kankavli,Maharashtra,West,Mumbai,Nagpur,546.35,Long Distance,Secondary,Low
SHP004736,ORD004736,NAG_NH,nagpur,mainaguri,West Bengal,East,Kolkata,Nagpur,1269.13,Long Distance,Secondary,Low
SHP004737,ORD004737,MUM_NH,mumbai,pipri,Maharashtra,West,Mumbai,Nagpur,307.3,Regional,Secondary,Medium
SHP004738,ORD004738,DEL_RDC,new delhi,nangloi jat,Delhi,North,New Delhi,Nagpur,18.28,Local,Secondary,High
SHP004739,ORD004739,BLR_RDC,bengaluru,anjar,Gujarat,West,Ahmedabad,Mumbai,1457.3,Long Distance,Secondary,Low
SHP004740,ORD004740,MUM_NH,mumbai,kalagarh project colony,Uttarakhand,North,New Delhi,Nagpur,1432.62,Long Distance,Secondary,Low
SHP004741,ORD004741,NAG_NH,nagpur,sikar,Rajasthan,West,Ahmedabad,Mumbai,904.57,Long Distance,Secondary,Low
SHP004742,ORD004742,MAA_RDC,chennai,ghugus,Maharashtra,West,Mumbai,Nagpur,806.45,Long Distance,Secondary,Low
SHP004743,ORD004743,CCU_RDC,kolkata,lunavada,Gujarat,West,Ahmedabad,Mumbai,1640.97,Long Distance,Secondary,Low
SHP004744,ORD004744,MUM_NH,mumbai,kandla port,Gujarat,West,Ahmedabad,Mumbai,557.46,Long Distance,Secondary,Low
SHP004745,ORD004745,DEL_RDC,new delhi,itaunja,Uttar Pradesh,North,New Delhi,Nagpur,453.12,Regional,Secondary,Medium
SHP004746,ORD004746,DEL_RDC,new delhi,kareli,Madhya Pradesh,Central,Nagpur,Mumbai,736.61,Long Distance,Secondary,Low
SHP004747,ORD004747,MUM_NH,mumbai,phaltan,Maharashtra,West,Mumbai,Nagpur,214.17,Regional,Secondary,Medium
SHP004748,ORD004748,DEL_RDC,new delhi,nangloi jat,Delhi,North,New Delhi,Nagpur,18.28,Local,Secondary,High
SHP004749,ORD004749,DEL_RDC,new delhi,bali,Rajasthan,West,Ahmedabad,Mumbai,613.25,Long Distance,Secondary,Low
SHP004750,ORD004750,BLR_RDC,bengaluru,hajipur,Bihar,East,Kolkata,Nagpur,1726.2,Long Distance,Secondary,Low
SHP004751,ORD004751,BLR_RDC,bengaluru,wer,Rajasthan,West,Ahmedabad,Mumbai,1669.92,Long Distance,Secondary,Low
SHP004752,ORD004752,NAG_NH,nagpur,dubrajpur,West Bengal,East,Kolkata,Nagpur,977.19,Long Distance,Secondary,Low
SHP004753,ORD004753,MUM_NH,mumbai,ahiri,Maharashtra,West,Mumbai,Nagpur,793.72,Long Distance,Secondary,Low
SHP004754,ORD004754,HYD_RDC,hyderabad,ahraura,Uttar Pradesh,North,New Delhi,Nagpur,1044.74,Long Distance,Secondary,Low
SHP004755,ORD004755,CCU_RDC,kolkata,serampore,West Bengal,East,Kolkata,Nagpur,25.2,Local,Secondary,High
SHP004756,ORD004756,HYD_RDC,hyderabad,jahanabad,Bihar,East,Kolkata,Nagpur,1185.51,Long Distance,Secondary,Low
SHP004757,ORD004757,MAA_RDC,chennai,anantapur,Andhra Pradesh,South,Hyderabad,Nagpur,359.98,Regional,Secondary,Medium
SHP004758,ORD004758,BLR_RDC,bengaluru,yellapur,Karnataka,South,Bengaluru,Hyderabad,394.09,Regional,Secondary,Medium
SHP004759,ORD004759,CCU_RDC,kolkata,sancoale,Goa,West,Ahmedabad,Mumbai,1814.91,Long Distance,Secondary,Low
SHP004760,ORD004760,CCU_RDC,kolkata,purba medinipur district,West Bengal,East,Kolkata,Nagpur,55.14,Local,Secondary,High
SHP004761,ORD004761,AMD_RDC,ahmedabad,hangal,Karnataka,South,Bengaluru,Hyderabad,1013.21,Long Distance,Secondary,Low
SHP004762,ORD004762,BLR_RDC,bengaluru,gharghoda,Chhattisgarh,Central,Nagpur,Mumbai,1252.39,Long Distance,Secondary,Low
SHP004763,ORD004763,HYD_RDC,hyderabad,vinchur,Maharashtra,West,Mumbai,Nagpur,564.82,Long Distance,Secondary,Low
SHP004764,ORD004764,CCU_RDC,kolkata,barjora,West Bengal,East,Kolkata,Nagpur,159.43,Regional,Secondary,Medium
SHP004765,ORD004765,AMD_RDC,ahmedabad,gobardanga,West Bengal,East,Kolkata,Nagpur,1800.44,Long Distance,Secondary,Low
SHP004766,ORD004766,BLR_RDC,bengaluru,jharia,Jharkhand,East,Kolkata,Nagpur,1601.64,Long Distance,Secondary,Low
SHP004767,ORD004767,CCU_RDC,kolkata,nayagarh,Odisha,East,Kolkata,Nagpur,461.88,Regional,Secondary,Medium
SHP004768,ORD004768,AMD_RDC,ahmedabad,bholath,Punjab,North,New Delhi,Nagpur,1116.67,Long Distance,Secondary,Low
SHP004769,ORD004769,NAG_NH,nagpur,simga,Chhattisgarh,Central,Nagpur,Mumbai,297.16,Regional,Secondary,Medium
SHP004770,ORD004770,MAA_RDC,chennai,digapahandi,Odisha,East,Kolkata,Nagpur,871.79,Long Distance,Secondary,Low
SHP004771,ORD004771,MAA_RDC,chennai,jamnagar,Gujarat,West,Ahmedabad,Mumbai,1580.89,Long Distance,Secondary,Low
SHP004772,ORD004772,NAG_NH,nagpur,abohar,Punjab,North,New Delhi,Nagpur,1238.78,Long Distance,Secondary,Low
SHP004773,ORD004773,NAG_NH,nagpur,kiri buru,Odisha,East,Kolkata,Nagpur,706.39,Long Distance,Secondary,Low
SHP004774,ORD004774,CCU_RDC,kolkata,koradi,Maharashtra,West,Mumbai,Nagpur,1039.36,Long Distance,Secondary,Low
SHP004775,ORD004775,MUM_NH,mumbai,sindewahi,Maharashtra,West,Mumbai,Nagpur,766.82,Long Distance,Secondary,Low
SHP004776,ORD004776,MAA_RDC,chennai,mangalagiri,Andhra Pradesh,South,Hyderabad,Nagpur,386.25,Regional,Secondary,Medium
SHP004777,ORD004777,NAG_NH,nagpur,nala sopara,Maharashtra,West,Mumbai,Nagpur,722.62,Long Distance,Secondary,Low
SHP004778,ORD004778,DEL_RDC,new delhi,mustafabad,Haryana,North,New Delhi,Nagpur,200.38,Regional,Secondary,Medium
SHP004779,ORD004779,HYD_RDC,hyderabad,akkarampalle,Andhra Pradesh,South,Hyderabad,Nagpur,444.62,Regional,Secondary,Medium
SHP004780,ORD004780,HYD_RDC,hyderabad,sasvad,Maharashtra,West,Mumbai,Nagpur,505.25,Long Distance,Secondary,Low
SHP004781,ORD004781,MAA_RDC,chennai,trimbak,Maharashtra,West,Mumbai,Nagpur,1094.07,Long Distance,Secondary,Low
SHP004782,ORD004782,DEL_RDC,new delhi,sakit,Uttar Pradesh,North,New Delhi,Nagpur,229.99,Regional,Secondary,Medium
SHP004783,ORD004783,MUM_NH,mumbai,mandvi (surat),Gujarat,West,Ahmedabad,Mumbai,263.05,Regional,Secondary,Medium
SHP004784,ORD004784,CCU_RDC,kolkata,pataudi,Haryana,North,New Delhi,Nagpur,1471.32,Long Distance,Secondary,Low
SHP004785,ORD004785,BLR_RDC,bengaluru,mandal,Gujarat,West,Ahmedabad,Mumbai,1365.38,Long Distance,Secondary,Low
SHP004786,ORD004786,CCU_RDC,kolkata,athni,Karnataka,South,Bengaluru,Hyderabad,1629.78,Long Distance,Secondary,Low
SHP004787,ORD004787,BLR_RDC,bengaluru,rohru,Himachal Pradesh,North,New Delhi,Nagpur,2202.65,Long Distance,Secondary,Low
SHP004788,ORD004788,NAG_NH,nagpur,dhandhuka,Gujarat,West,Ahmedabad,Mumbai,803.93,Long Distance,Secondary,Low
SHP004789,ORD004789,MUM_NH,mumbai,niphad,Maharashtra,West,Mumbai,Nagpur,157.11,Regional,Secondary,Medium
SHP004790,ORD004790,MUM_NH,mumbai,kendraparha,Odisha,East,Kolkata,Nagpur,1516.68,Long Distance,Secondary,Low
SHP004791,ORD004791,MUM_NH,mumbai,sitapur,Uttar Pradesh,North,New Delhi,Nagpur,1358.49,Long Distance,Secondary,Low
SHP004792,ORD004792,BLR_RDC,bengaluru,mahiari,West Bengal,East,Kolkata,Nagpur,1634.75,Long Distance,Secondary,Low
SHP004793,ORD004793,DEL_RDC,new delhi,binauli,Uttar Pradesh,North,New Delhi,Nagpur,61.49,Local,Secondary,High
SHP004794,ORD004794,MUM_NH,mumbai,sankarpur,West Bengal,East,Kolkata,Nagpur,1683.19,Long Distance,Secondary,Low
SHP004795,ORD004795,BLR_RDC,bengaluru,nasirabad,Rajasthan,West,Ahmedabad,Mumbai,1612.1,Long Distance,Secondary,Low
SHP004796,ORD004796,MUM_NH,mumbai,alangudi,Tamil Nadu,South,Chennai,Bengaluru,1212.08,Long Distance,Secondary,Low
SHP004797,ORD004797,MAA_RDC,chennai,samalkot,Andhra Pradesh,South,Hyderabad,Nagpur,504.08,Long Distance,Secondary,Low
SHP004798,ORD004798,CCU_RDC,kolkata,someshwar,Karnataka,South,Bengaluru,Hyderabad,1818.71,Long Distance,Secondary,Low
SHP004799,ORD004799,CCU_RDC,kolkata,cuncolim,Goa,West,Ahmedabad,Mumbai,1816.94,Long Distance,Secondary,Low
SHP004800,ORD004800,HYD_RDC,hyderabad,patiala,Punjab,North,New Delhi,Nagpur,1597.88,Long Distance,Secondary,Low
SHP004801,ORD004801,AMD_RDC,ahmedabad,ramagundam,Telangana,South,Hyderabad,Nagpur,920.23,Long Distance,Secondary,Low
SHP004802,ORD004802,AMD_RDC,ahmedabad,chengannur,Kerala,South,Chennai,Bengaluru,1655.39,Long Distance,Secondary,Low
SHP004803,ORD004803,BLR_RDC,bengaluru,gariadhar,Gujarat,West,Ahmedabad,Mumbai,1203.33,Long Distance,Secondary,Low
SHP004804,ORD004804,AMD_RDC,ahmedabad,kharar,Punjab,North,New Delhi,Nagpur,1065.31,Long Distance,Secondary,Low
SHP004805,ORD004805,CCU_RDC,kolkata,fatehgarh churian,Punjab,North,New Delhi,Nagpur,1893.45,Long Distance,Secondary,Low
SHP004806,ORD004806,MAA_RDC,chennai,ramnagar,Bihar,East,Kolkata,Nagpur,1733.67,Long Distance,Secondary,Low
SHP004807,ORD004807,CCU_RDC,kolkata,kamptee,Maharashtra,West,Mumbai,Nagpur,1029.24,Long Distance,Secondary,Low
SHP004808,ORD004808,MUM_NH,mumbai,chikkamagaluru,Karnataka,South,Bengaluru,Hyderabad,721.14,Long Distance,Secondary,Low
SHP004809,ORD004809,AMD_RDC,ahmedabad,parichha,Uttar Pradesh,North,New Delhi,Nagpur,750.99,Long Distance,Secondary,Low
SHP004810,ORD004810,CCU_RDC,kolkata,dakor,Gujarat,West,Ahmedabad,Mumbai,1690.93,Long Distance,Secondary,Low
SHP004811,ORD004811,NAG_NH,nagpur,malpur,Gujarat,West,Ahmedabad,Mumbai,679.84,Long Distance,Secondary,Low
SHP004812,ORD004812,DEL_RDC,new delhi,morinda,Punjab,North,New Delhi,Nagpur,287.73,Regional,Secondary,Medium
SHP004813,ORD004813,MUM_NH,mumbai,krishnanagar,West Bengal,East,Kolkata,Nagpur,1813.75,Long Distance,Secondary,Low
SHP004814,ORD004814,MUM_NH,mumbai,junagadh,Gujarat,West,Ahmedabad,Mumbai,383.67,Regional,Secondary,Medium
SHP004815,ORD004815,DEL_RDC,new delhi,banda,Madhya Pradesh,Central,Nagpur,Mumbai,602.35,Long Distance,Secondary,Low
SHP004816,ORD004816,DEL_RDC,new delhi,tijara,Rajasthan,West,Ahmedabad,Mumbai,97.75,Local,Secondary,High
SHP004817,ORD004817,MUM_NH,mumbai,nandambakkam,Tamil Nadu,South,Chennai,Bengaluru,1067.06,Long Distance,Secondary,Low
SHP004818,ORD004818,BLR_RDC,bengaluru,bhawanigarh,Punjab,North,New Delhi,Nagpur,2088.56,Long Distance,Secondary,Low
SHP004819,ORD004819,MUM_NH,mumbai,sanivarsante,Karnataka,South,Bengaluru,Hyderabad,807.33,Long Distance,Secondary,Low
SHP004820,ORD004820,DEL_RDC,new delhi,chail,Uttar Pradesh,North,New Delhi,Nagpur,633.75,Long Distance,Secondary,Low
SHP004821,ORD004821,HYD_RDC,hyderabad,rajaori,Jammu and Kashmir,North,New Delhi,Nagpur,2032.76,Long Distance,Secondary,Low
SHP004822,ORD004822,BLR_RDC,bengaluru,dhana,Madhya Pradesh,Central,Nagpur,Mumbai,1273.93,Long Distance,Secondary,Low
SHP004823,ORD004823,AMD_RDC,ahmedabad,shahada,Maharashtra,West,Mumbai,Nagpur,275.13,Regional,Secondary,Medium
SHP004824,ORD004824,MAA_RDC,chennai,banswara,Rajasthan,West,Ahmedabad,Mumbai,1389.1,Long Distance,Secondary,Low
SHP004825,ORD004825,CCU_RDC,kolkata,malaut,Punjab,North,New Delhi,Nagpur,1813.68,Long Distance,Secondary,Low
SHP004826,ORD004826,MUM_NH,mumbai,manavalakurichi,Tamil Nadu,South,Chennai,Bengaluru,1346.67,Long Distance,Secondary,Low
SHP004827,ORD004827,NAG_NH,nagpur,barwala,Haryana,North,New Delhi,Nagpur,1073.11,Long Distance,Secondary,Low
SHP004828,ORD004828,MUM_NH,mumbai,virar,Maharashtra,West,Mumbai,Nagpur,45.86,Local,Secondary,High
SHP004829,ORD004829,NAG_NH,nagpur,ahmedabad,Gujarat,West,Ahmedabad,Mumbai,757.74,Long Distance,Secondary,Low
SHP004830,ORD004830,MAA_RDC,chennai,nevasa,Maharashtra,West,Mumbai,Nagpur,955.84,Long Distance,Secondary,Low
SHP004831,ORD004831,DEL_RDC,new delhi,margherita,Arunachal Pradesh,North-East,Kolkata,Nagpur,2060.17,Long Distance,Secondary,Low
SHP004832,ORD004832,MAA_RDC,chennai,thane,Maharashtra,West,Mumbai,Nagpur,1066.3,Long Distance,Secondary,Low
SHP004833,ORD004833,MAA_RDC,chennai,dalmau,Uttar Pradesh,North,New Delhi,Nagpur,1539.61,Long Distance,Secondary,Low
SHP004834,ORD004834,DEL_RDC,new delhi,sujangarh,Rajasthan,West,Ahmedabad,Mumbai,328.95,Regional,Secondary,Medium
SHP004835,ORD004835,MUM_NH,mumbai,east godavari,Andhra Pradesh,South,Hyderabad,Nagpur,1006.95,Long Distance,Secondary,Low
SHP004836,ORD004836,MUM_NH,mumbai,ghumarwin,Himachal Pradesh,North,New Delhi,Nagpur,1585.22,Long Distance,Secondary,Low
SHP004837,ORD004837,NAG_NH,nagpur,pattukkottai,Tamil Nadu,South,Chennai,Bengaluru,1242.81,Long Distance,Secondary,Low
SHP004838,ORD004838,CCU_RDC,kolkata,birur,Karnataka,South,Bengaluru,Hyderabad,1730.46,Long Distance,Secondary,Low
SHP004839,ORD004839,MAA_RDC,chennai,kyathampalle,Telangana,South,Hyderabad,Nagpur,788.39,Long Distance,Secondary,Low
SHP004840,ORD004840,HYD_RDC,hyderabad,nuh,Haryana,North,New Delhi,Nagpur,1306.46,Long Distance,Secondary,Low
SHP004841,ORD004841,CCU_RDC,kolkata,wardha,Maharashtra,West,Mumbai,Nagpur,1105.51,Long Distance,Secondary,Low
SHP004842,ORD004842,CCU_RDC,kolkata,ichalkaranji,Maharashtra,West,Mumbai,Nagpur,1692.6,Long Distance,Secondary,Low
SHP004843,ORD004843,NAG_NH,nagpur,vandalur,Tamil Nadu,South,Chennai,Bengaluru,968.26,Long Distance,Secondary,Low
SHP004844,ORD004844,NAG_NH,nagpur,jhinjhak,Uttar Pradesh,North,New Delhi,Nagpur,663.34,Long Distance,Secondary,Low
SHP004845,ORD004845,MAA_RDC,chennai,nilēshwar,Kerala,South,Chennai,Bengaluru,580.29,Long Distance,Secondary,Low
SHP004846,ORD004846,HYD_RDC,hyderabad,sironcha,Maharashtra,West,Mumbai,Nagpur,238.11,Regional,Secondary,Medium
SHP004847,ORD004847,CCU_RDC,kolkata,mulund,Maharashtra,West,Mumbai,Nagpur,1758.72,Long Distance,Secondary,Low
SHP004848,ORD004848,MUM_NH,mumbai,jamnagar,Gujarat,West,Ahmedabad,Mumbai,512.05,Long Distance,Secondary,Low
SHP004849,ORD004849,CCU_RDC,kolkata,chakia,Bihar,East,Kolkata,Nagpur,599.14,Long Distance,Secondary,Low
SHP004850,ORD004850,MUM_NH,mumbai,arimalam,Tamil Nadu,South,Chennai,Bengaluru,1215.79,Long Distance,Secondary,Low
SHP004851,ORD004851,MUM_NH,mumbai,kolkata,West Bengal,East,Kolkata,Nagpur,1769.36,Long Distance,Secondary,Low
SHP004852,ORD004852,NAG_NH,nagpur,colonelganj,Uttar Pradesh,North,New Delhi,Nagpur,786.71,Long Distance,Secondary,Low
SHP004853,ORD004853,NAG_NH,nagpur,bhudgaon,Maharashtra,West,Mumbai,Nagpur,706.11,Long Distance,Secondary,Low
SHP004854,ORD004854,AMD_RDC,ahmedabad,kayankulam,Kerala,South,Chennai,Bengaluru,1666.58,Long Distance,Secondary,Low
SHP004855,ORD004855,CCU_RDC,kolkata,kottaiyur,Tamil Nadu,South,Chennai,Bengaluru,1793.7,Long Distance,Secondary,Low
SHP004856,ORD004856,MUM_NH,mumbai,masaurhi buzurg,Bihar,East,Kolkata,Nagpur,1549.31,Long Distance,Secondary,Low
SHP004857,ORD004857,MAA_RDC,chennai,talegaon dhamdhere,Maharashtra,West,Mumbai,Nagpur,939.31,Long Distance,Secondary,Low
SHP004858,ORD004858,CCU_RDC,kolkata,rajkot,Gujarat,West,Ahmedabad,Mumbai,1948.75,Long Distance,Secondary,Low
SHP004859,ORD004859,BLR_RDC,bengaluru,jansath,Uttar Pradesh,North,New Delhi,Nagpur,1960.76,Long Distance,Secondary,Low
SHP004860,ORD004860,HYD_RDC,hyderabad,maurawan,Uttar Pradesh,North,New Delhi,Nagpur,1119.85,Long Distance,Secondary,Low
SHP004861,ORD004861,DEL_RDC,new delhi,injambakkam,Tamil Nadu,South,Chennai,Bengaluru,1909.13,Long Distance,Secondary,Low
SHP004862,ORD004862,NAG_NH,nagpur,raghunathpur,Bihar,East,Kolkata,Nagpur,1124.6,Long Distance,Secondary,Low
SHP004863,ORD004863,HYD_RDC,hyderabad,siwana,Rajasthan,West,Ahmedabad,Mumbai,1196.7,Long Distance,Secondary,Low
SHP004864,ORD004864,HYD_RDC,hyderabad,murgud,Maharashtra,West,Mumbai,Nagpur,488.49,Regional,Secondary,Medium
SHP004865,ORD004865,DEL_RDC,new delhi,bhuban,Odisha,East,Kolkata,Nagpur,1350.51,Long Distance,Secondary,Low
SHP004866,ORD004866,AMD_RDC,ahmedabad,hubballi,Karnataka,South,Bengaluru,Hyderabad,949.15,Long Distance,Secondary,Low
SHP004867,ORD004867,DEL_RDC,new delhi,rajpur,Madhya Pradesh,Central,Nagpur,Mumbai,844.06,Long Distance,Secondary,Low
SHP004868,ORD004868,MUM_NH,mumbai,kawant,Gujarat,West,Ahmedabad,Mumbai,381.98,Regional,Secondary,Medium
SHP004869,ORD004869,NAG_NH,nagpur,pattanamtitta,Kerala,South,Chennai,Bengaluru,1393.66,Long Distance,Secondary,Low
SHP004870,ORD004870,BLR_RDC,bengaluru,minjur,Tamil Nadu,South,Chennai,Bengaluru,298.68,Regional,Secondary,Medium
SHP004871,ORD004871,MAA_RDC,chennai,davanagere,Karnataka,South,Bengaluru,Hyderabad,511.11,Long Distance,Secondary,Low
SHP004872,ORD004872,NAG_NH,nagpur,halvad,Gujarat,West,Ahmedabad,Mumbai,908.13,Long Distance,Secondary,Low
SHP004873,ORD004873,BLR_RDC,bengaluru,gadarwara,Madhya Pradesh,Central,Nagpur,Mumbai,1173.76,Long Distance,Secondary,Low
SHP004874,ORD004874,MAA_RDC,chennai,changlang,Arunachal Pradesh,North-East,Kolkata,Nagpur,2466.93,Long Distance,Secondary,Low
SHP004875,ORD004875,DEL_RDC,new delhi,leteri,Madhya Pradesh,Central,Nagpur,Mumbai,569.04,Long Distance,Secondary,Low
SHP004876,ORD004876,CCU_RDC,kolkata,manoharpur,Jharkhand,East,Kolkata,Nagpur,350.72,Regional,Secondary,Medium
SHP004877,ORD004877,MUM_NH,mumbai,ramjibanpur,West Bengal,East,Kolkata,Nagpur,1700.62,Long Distance,Secondary,Low
SHP004878,ORD004878,MUM_NH,mumbai,andippatti,Tamil Nadu,South,Chennai,Bengaluru,1170.45,Long Distance,Secondary,Low
SHP004879,ORD004879,CCU_RDC,kolkata,tadpatri,Andhra Pradesh,South,Hyderabad,Nagpur,1458.79,Long Distance,Secondary,Low
SHP004880,ORD004880,MAA_RDC,chennai,kulgam,Jammu and Kashmir,North,New Delhi,Nagpur,2578.74,Long Distance,Secondary,Low
SHP004881,ORD004881,DEL_RDC,new delhi,hangal,Karnataka,South,Bengaluru,Hyderabad,1683.58,Long Distance,Secondary,Low
SHP004882,ORD004882,MUM_NH,mumbai,bari sadri,Rajasthan,West,Ahmedabad,Mumbai,664.38,Long Distance,Secondary,Low
SHP004883,ORD004883,MUM_NH,mumbai,dubrajpur,West Bengal,East,Kolkata,Nagpur,1710.07,Long Distance,Secondary,Low
SHP004884,ORD004884,MAA_RDC,chennai,"shyamnagar, west bengal",West Bengal,East,Kolkata,Nagpur,1454.24,Long Distance,Secondary,Low
SHP004885,ORD004885,AMD_RDC,ahmedabad,konarka,Odisha,East,Kolkata,Nagpur,1551.61,Long Distance,Secondary,Low
SHP004886,ORD004886,CCU_RDC,kolkata,surandai,Tamil Nadu,South,Chennai,Bengaluru,1988.13,Long Distance,Secondary,Low
SHP004887,ORD004887,BLR_RDC,bengaluru,bally,West Bengal,East,Kolkata,Nagpur,1647.8,Long Distance,Secondary,Low
SHP004888,ORD004888,DEL_RDC,new delhi,muluppilagadu,Kerala,South,Chennai,Bengaluru,2016.34,Long Distance,Secondary,Low
SHP004889,ORD004889,AMD_RDC,ahmedabad,vettavalam,Tamil Nadu,South,Chennai,Bengaluru,1476.64,Long Distance,Secondary,Low
SHP004890,ORD004890,AMD_RDC,ahmedabad,kendraparha,Odisha,East,Kolkata,Nagpur,1569.55,Long Distance,Secondary,Low
SHP004891,ORD004891,CCU_RDC,kolkata,kusmara,Uttar Pradesh,North,New Delhi,Nagpur,1153.75,Long Distance,Secondary,Low
SHP004892,ORD004892,NAG_NH,nagpur,canacona,Karnataka,South,Bengaluru,Hyderabad,912.88,Long Distance,Secondary,Low
SHP004893,ORD004893,NAG_NH,nagpur,khedbrahma,Gujarat,West,Ahmedabad,Mumbai,756.82,Long Distance,Secondary,Low
SHP004894,ORD004894,CCU_RDC,kolkata,bhavani,Tamil Nadu,South,Chennai,Bengaluru,1755.37,Long Distance,Secondary,Low
SHP004895,ORD004895,MUM_NH,mumbai,chiplun,Maharashtra,West,Mumbai,Nagpur,193.52,Regional,Secondary,Medium
SHP004896,ORD004896,MUM_NH,mumbai,akbarpur,Uttar Pradesh,North,New Delhi,Nagpur,1394.44,Long Distance,Secondary,Low
SHP004897,ORD004897,MAA_RDC,chennai,madhoganj,Uttar Pradesh,North,New Delhi,Nagpur,1668.53,Long Distance,Secondary,Low
SHP004898,ORD004898,DEL_RDC,new delhi,basni,Rajasthan,West,Ahmedabad,Mumbai,439.02,Regional,Secondary,Medium
SHP004899,ORD004899,CCU_RDC,kolkata,badgam,Jammu and Kashmir,North,New Delhi,Nagpur,2093.68,Long Distance,Secondary,Low
SHP004900,ORD004900,MUM_NH,mumbai,digras,Maharashtra,West,Mumbai,Nagpur,551.93,Long Distance,Secondary,Low
SHP004901,ORD004901,BLR_RDC,bengaluru,suar,Uttar Pradesh,North,New Delhi,Nagpur,1929.62,Long Distance,Secondary,Low
