shipment_id,order_id,warehouse_code,vehicle_id,vehicle_number,vehicle_type,payload_capacity_kg,shipment_quantity,decision_reason
SHP005323,ORD005323,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,1,Optimal
SHP005324,ORD005324,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,71,Upgraded Capacity
SHP005325,ORD005325,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,10,Optimal
SHP005326,ORD005326,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,5,Optimal
SHP005327,ORD005327,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,12,Optimal
SHP005328,ORD005328,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,9,Optimal
SHP005329,ORD005329,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,21,Upgraded Capacity
SHP005330,ORD005330,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,12,Optimal
SHP005331,ORD005331,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,17,Optimal
SHP005332,ORD005332,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,6,Optimal
SHP005333,ORD005333,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,20,Optimal
SHP005334,ORD005334,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,49,Upgraded Capacity
SHP005335,ORD005335,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,19,Optimal
SHP005336,ORD005336,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,1,Optimal
SHP005337,ORD005337,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,19,Optimal
SHP005338,ORD005338,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,20,Optimal
SHP005339,ORD005339,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,39,Optimal
SHP005340,ORD005340,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,30,Optimal
SHP005341,ORD005341,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,79,Optimal
SHP005342,ORD005342,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,11,Optimal
SHP005343,ORD005343,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,4,Optimal
SHP005344,ORD005344,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,24,Optimal
SHP005345,ORD005345,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,4,Upgraded Capacity
SHP005346,ORD005346,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,7,Optimal
SHP005347,ORD005347,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,32,Upgraded Capacity
SHP005348,ORD005348,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,3,Upgraded Capacity
SHP005349,ORD005349,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,3,Optimal
SHP005350,ORD005350,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,3,Optimal
SHP005351,ORD005351,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,95,Upgraded Capacity
SHP005352,ORD005352,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,19,Upgraded Capacity
SHP005353,ORD005353,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,7,Optimal
SHP005354,ORD005354,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,11,Optimal
SHP005355,ORD005355,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,13,Upgraded Capacity
SHP005356,ORD005356,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,5,Upgraded Capacity
SHP005357,ORD005357,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,38,Optimal
SHP005358,ORD005358,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,49,Optimal
SHP005359,ORD005359,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,40,Optimal
SHP005360,ORD005360,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,71,Upgraded Capacity
SHP005361,ORD005361,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,24,Optimal
SHP005362,ORD005362,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,1,Upgraded Capacity
SHP005363,ORD005363,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,15,Upgraded Capacity
SHP005364,ORD005364,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,6,Optimal
SHP005365,ORD005365,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,51,Optimal
SHP005366,ORD005366,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,66,Optimal
SHP005367,ORD005367,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,69,Upgraded Capacity
SHP005368,ORD005368,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,35,Optimal
SHP005369,ORD005369,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,7,Optimal
SHP005370,ORD005370,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,34,Optimal
SHP005371,ORD005371,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,40,Upgraded Capacity
SHP005372,ORD005372,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,1,Upgraded Capacity
SHP005373,ORD005373,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,32,Optimal
SHP005374,ORD005374,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,8,Upgraded Capacity
SHP005375,ORD005375,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,25,Upgraded Capacity
SHP005376,ORD005376,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,80,Upgraded Capacity
SHP005377,ORD005377,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,9,Upgraded Capacity
SHP005378,ORD005378,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP005379,ORD005379,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,10,Upgraded Capacity
SHP005380,ORD005380,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,3,Upgraded Capacity
SHP005381,ORD005381,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,10,Optimal
SHP005382,ORD005382,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,14,Optimal
SHP005383,ORD005383,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,121,Optimal
SHP005384,ORD005384,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,8,Optimal
SHP005385,ORD005385,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,20,Upgraded Capacity
SHP005386,ORD005386,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,40,Upgraded Capacity
SHP005387,ORD005387,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP005388,ORD005388,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,7,Optimal
SHP005389,ORD005389,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,29,Optimal
SHP005390,ORD005390,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,24,Optimal
SHP005391,ORD005391,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,2,Upgraded Capacity
SHP005392,ORD005392,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,21,Optimal
SHP005393,ORD005393,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,26,Upgraded Capacity
SHP005394,ORD005394,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,81,Optimal
SHP005395,ORD005395,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,4,Optimal
SHP005396,ORD005396,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,1,Optimal
SHP005397,ORD005397,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,27,Upgraded Capacity
SHP005398,ORD005398,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,20,Optimal
SHP005399,ORD005399,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,35,Upgraded Capacity
SHP005400,ORD005400,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,56,Upgraded Capacity
SHP005401,ORD005401,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,27,Optimal
SHP005402,ORD005402,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,14,Upgraded Capacity
SHP005403,ORD005403,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,3,Optimal
SHP005404,ORD005404,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,57,Upgraded Capacity
SHP005405,ORD005405,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,23,Optimal
SHP005406,ORD005406,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,14,Optimal
SHP005407,ORD005407,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,1,Optimal
SHP005408,ORD005408,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,17,Optimal
SHP005409,ORD005409,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,5,Upgraded Capacity
SHP005410,ORD005410,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,15,Optimal
SHP005411,ORD005411,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,5,Optimal
SHP005412,ORD005412,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,61,Upgraded Capacity
SHP005413,ORD005413,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,32,Optimal
SHP005414,ORD005414,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,28,Optimal
SHP005415,ORD005415,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,22,Upgraded Capacity
SHP005416,ORD005416,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,7,Optimal
SHP005417,ORD005417,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,5,Optimal
SHP005418,ORD005418,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,53,Upgraded Capacity
SHP005419,ORD005419,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,15,Optimal
SHP005420,ORD005420,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,110,Optimal
SHP005421,ORD005421,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,45,Upgraded Capacity
SHP005422,ORD005422,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,23,Upgraded Capacity
SHP005423,ORD005423,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,5,Optimal
SHP005424,ORD005424,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,23,Optimal
SHP005425,ORD005425,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,10,Upgraded Capacity
SHP005426,ORD005426,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,21,Upgraded Capacity
SHP005427,ORD005427,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,17,Optimal
SHP005428,ORD005428,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,21,Upgraded Capacity
SHP005429,ORD005429,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,28,Upgraded Capacity
SHP005430,ORD005430,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,48,Optimal
SHP005431,ORD005431,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP005432,ORD005432,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,10,Optimal
SHP005433,ORD005433,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,20,Upgraded Capacity
SHP005434,ORD005434,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,13,Optimal
SHP005435,ORD005435,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,71,Upgraded Capacity
SHP005436,ORD005436,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,8,Optimal
SHP005437,ORD005437,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,19,Optimal
SHP005438,ORD005438,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,7,Upgraded Capacity
SHP005439,ORD005439,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,7,Optimal
SHP005440,ORD005440,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,67,Optimal
SHP005441,ORD005441,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,19,Optimal
SHP005442,ORD005442,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,38,Upgraded Capacity
SHP005443,ORD005443,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,19,Optimal
SHP005444,ORD005444,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,22,Upgraded Capacity
SHP005445,ORD005445,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,21,Optimal
SHP005446,ORD005446,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,26,Optimal
SHP005447,ORD005447,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,13,Optimal
SHP005448,ORD005448,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,3,Upgraded Capacity
SHP005449,ORD005449,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,17,Upgraded Capacity
SHP005450,ORD005450,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,1,Optimal
SHP005451,ORD005451,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP005452,ORD005452,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,79,Upgraded Capacity
SHP005453,ORD005453,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,40,Optimal
SHP005454,ORD005454,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP005455,ORD005455,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,2,Optimal
SHP005456,ORD005456,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,7,Upgraded Capacity
SHP005457,ORD005457,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,6,Optimal
SHP005458,ORD005458,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,38,Upgraded Capacity
SHP005459,ORD005459,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,2,Upgraded Capacity
SHP005460,ORD005460,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,72,Optimal
SHP005461,ORD005461,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,70,Optimal
SHP005462,ORD005462,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,7,Upgraded Capacity
SHP005463,ORD005463,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,42,Upgraded Capacity
SHP005464,ORD005464,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,54,Upgraded Capacity
SHP005465,ORD005465,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,21,Optimal
SHP005466,ORD005466,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,16,Upgraded Capacity
SHP005467,ORD005467,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,20,Optimal
SHP005468,ORD005468,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,6,Optimal
SHP005469,ORD005469,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,22,Optimal
SHP005470,ORD005470,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,22,Optimal
SHP005471,ORD005471,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,51,Upgraded Capacity
SHP005472,ORD005472,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,7,Upgraded Capacity
SHP005473,ORD005473,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,23,Upgraded Capacity
SHP005474,ORD005474,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,1,Optimal
SHP005475,ORD005475,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,42,Optimal
SHP005476,ORD005476,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,34,Upgraded Capacity
SHP005477,ORD005477,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,10,Upgraded Capacity
SHP005478,ORD005478,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,24,Optimal
SHP005479,ORD005479,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,21,Optimal
SHP005480,ORD005480,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,8,Optimal
SHP005481,ORD005481,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,9,Optimal
SHP005482,ORD005482,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,7,Optimal
SHP005483,ORD005483,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,8,Optimal
SHP005484,ORD005484,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,22,Optimal
SHP005485,ORD005485,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,16,Optimal
SHP005486,ORD005486,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,15,Optimal
SHP005487,ORD005487,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,69,Optimal
SHP005488,ORD005488,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,23,Upgraded Capacity
SHP005489,ORD005489,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,21,Optimal
SHP005490,ORD005490,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,38,Optimal
SHP005491,ORD005491,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,6,Optimal
SHP005492,ORD005492,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,52,Upgraded Capacity
SHP005493,ORD005493,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,95,Upgraded Capacity
SHP005494,ORD005494,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,4,Upgraded Capacity
SHP005495,ORD005495,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,2,Optimal
SHP005496,ORD005496,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,17,Upgraded Capacity
SHP005497,ORD005497,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,61,Upgraded Capacity
SHP005498,ORD005498,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,23,Upgraded Capacity
SHP005499,ORD005499,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,24,Optimal
SHP005500,ORD005500,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,12,Optimal
SHP005501,ORD005501,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,15,Optimal
SHP005502,ORD005502,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,14,Optimal
SHP005503,ORD005503,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,66,Optimal
SHP005504,ORD005504,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,16,Upgraded Capacity
SHP005505,ORD005505,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,5,Optimal
SHP005506,ORD005506,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,17,Upgraded Capacity
SHP005507,ORD005507,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,132,Upgraded Capacity
SHP005508,ORD005508,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,52,Upgraded Capacity
SHP005509,ORD005509,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,123,Upgraded Capacity
SHP005510,ORD005510,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,10,Optimal
SHP005511,ORD005511,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,9,Optimal
SHP005512,ORD005512,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,89,Upgraded Capacity
SHP005513,ORD005513,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,28,Optimal
SHP005514,ORD005514,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,9,Upgraded Capacity
SHP005515,ORD005515,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,28,Upgraded Capacity
SHP005516,ORD005516,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,8,Optimal
SHP005517,ORD005517,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,64,Upgraded Capacity
SHP005518,ORD005518,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,13,Optimal
SHP005519,ORD005519,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP005520,ORD005520,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,9,Optimal
SHP005521,ORD005521,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,49,Upgraded Capacity
SHP005522,ORD005522,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,4,Optimal
SHP005523,ORD005523,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,4,Upgraded Capacity
SHP005524,ORD005524,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,69,Optimal
SHP005525,ORD005525,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,8,Optimal
SHP005526,ORD005526,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,7,Optimal
SHP005527,ORD005527,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,25,Upgraded Capacity
SHP005528,ORD005528,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,27,Optimal
SHP005529,ORD005529,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,22,Optimal
SHP005530,ORD005530,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,9,Optimal
SHP005531,ORD005531,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,30,Upgraded Capacity
SHP005532,ORD005532,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,72,Upgraded Capacity
SHP005533,ORD005533,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,19,Optimal
SHP005534,ORD005534,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,6,Upgraded Capacity
SHP005535,ORD005535,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,10,Optimal
SHP005536,ORD005536,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,15,Optimal
SHP005537,ORD005537,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,55,Optimal
SHP005538,ORD005538,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,68,Optimal
SHP005539,ORD005539,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,15,Optimal
SHP005540,ORD005540,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,49,Optimal
SHP005541,ORD005541,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,43,Optimal
SHP005542,ORD005542,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,64,Optimal
SHP005543,ORD005543,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,7,Upgraded Capacity
SHP005544,ORD005544,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,82,Upgraded Capacity
SHP005545,ORD005545,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,22,Optimal
SHP005546,ORD005546,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,37,Optimal
SHP005547,ORD005547,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,3,Optimal
SHP005548,ORD005548,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,1,Optimal
SHP005549,ORD005549,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,41,Optimal
SHP005550,ORD005550,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,37,Optimal
SHP005551,ORD005551,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,36,Optimal
SHP005552,ORD005552,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,29,Upgraded Capacity
SHP005553,ORD005553,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,6,Optimal
SHP005554,ORD005554,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,30,Optimal
SHP005555,ORD005555,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,3,Optimal
SHP005556,ORD005556,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,96,Optimal
SHP005557,ORD005557,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,21,Upgraded Capacity
SHP005558,ORD005558,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,28,Upgraded Capacity
SHP005559,ORD005559,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,21,Optimal
SHP005560,ORD005560,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,7,Upgraded Capacity
SHP005561,ORD005561,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,17,Optimal
SHP005562,ORD005562,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,6,Upgraded Capacity
SHP005563,ORD005563,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP005564,ORD005564,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,60,Upgraded Capacity
SHP005565,ORD005565,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,90,Optimal
SHP005566,ORD005566,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,25,Optimal
SHP005567,ORD005567,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,7,Upgraded Capacity
SHP005568,ORD005568,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,103,Upgraded Capacity
SHP005569,ORD005569,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,31,Optimal
SHP005570,ORD005570,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,86,Upgraded Capacity
SHP005571,ORD005571,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,12,Upgraded Capacity
SHP005572,ORD005572,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,11,Upgraded Capacity
SHP005573,ORD005573,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,13,Optimal
SHP005574,ORD005574,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,37,Optimal
SHP005575,ORD005575,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,13,Upgraded Capacity
SHP005576,ORD005576,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,44,Upgraded Capacity
SHP005577,ORD005577,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,66,Upgraded Capacity
SHP005578,ORD005578,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,59,Optimal
SHP005579,ORD005579,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,27,Upgraded Capacity
SHP005580,ORD005580,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,44,Optimal
SHP005581,ORD005581,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP005582,ORD005582,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,14,Upgraded Capacity
SHP005583,ORD005583,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,5,Optimal
SHP005584,ORD005584,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,11,Upgraded Capacity
SHP005585,ORD005585,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,20,Optimal
SHP005586,ORD005586,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,16,Upgraded Capacity
SHP005587,ORD005587,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,1,Optimal
SHP005588,ORD005588,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,17,Upgraded Capacity
SHP005589,ORD005589,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,28,Upgraded Capacity
SHP005590,ORD005590,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,17,Optimal
