order_id,destination_city,original_warehouse,recommended_warehouse,decision_reason
ORD005517,Asandh,CCU_RDC,CCU_RDC,Optimal
ORD005518,Mhasla,DEL_RDC,DEL_RDC,Optimal
ORD005519,Harrai,NAG_NH,NAG_NH,Optimal
ORD005520,Panvel,DEL_RDC,DEL_RDC,Optimal
ORD005521,Losal,CCU_RDC,CCU_RDC,Optimal
ORD005522,Sarangpur,DEL_RDC,DEL_RDC,Optimal
ORD005523,Kausani,MUM_NH,MUM_NH,Optimal
ORD005524,Janjgir-Champa,DEL_RDC,DEL_RDC,Optimal
ORD005525,Mattanur,BLR_RDC,BLR_RDC,Optimal
ORD005526,Samakhiali,HYD_RDC,HYD_RDC,Optimal
ORD005527,Azamgarh,MUM_NH,MUM_NH,Optimal
ORD005528,Bali Chak,HYD_RDC,HYD_RDC,Optimal
ORD005529,Kishanpur Baral,AMD_RDC,AMD_RDC,Optimal
ORD005530,Jaysingpur,BLR_RDC,BLR_RDC,Optimal
ORD005531,Dharavi,CCU_RDC,CCU_RDC,Optimal
ORD005532,Jaysingpur,MUM_NH,MUM_NH,Optimal
ORD005533,Baksar,BLR_RDC,BLR_RDC,Optimal
ORD005534,Muvattupuzha,CCU_RDC,CCU_RDC,Optimal
ORD005535,Gokul,AMD_RDC,AMD_RDC,Optimal
ORD005536,"Durgapur, Chandrapur",DEL_RDC,DEL_RDC,Optimal
ORD005537,Dahod,AMD_RDC,AMD_RDC,Optimal
ORD005538,Sonada,DEL_RDC,DEL_RDC,Optimal
ORD005539,Mahmudabad,DEL_RDC,DEL_RDC,Optimal
ORD005540,Belagavi,BLR_RDC,BLR_RDC,Optimal
ORD005541,Jalakandapuram,DEL_RDC,DEL_RDC,Optimal
ORD005542,Brajarajnagar,AMD_RDC,AMD_RDC,Optimal
ORD005543,Etikoppaka,MUM_NH,MUM_NH,Optimal
ORD005544,Rangapara,CCU_RDC,CCU_RDC,Optimal
ORD005545,Ramanayyapeta,AMD_RDC,AMD_RDC,Optimal
ORD005546,Chittaurgarh,DEL_RDC,DEL_RDC,Optimal
ORD005547,Perumbavoor,BLR_RDC,BLR_RDC,Optimal
ORD005548,Rishikesh,MAA_RDC,MAA_RDC,Optimal
ORD005549,Kamuthi,MAA_RDC,MAA_RDC,Optimal
ORD005550,Bhojpur,AMD_RDC,AMD_RDC,Optimal
ORD005551,Masila,AMD_RDC,AMD_RDC,Optimal
ORD005552,Reoti,MUM_NH,MUM_NH,Optimal
ORD005553,Radhanpur,DEL_RDC,DEL_RDC,Optimal
ORD005554,Cuncolim,DEL_RDC,DEL_RDC,Optimal
ORD005555,Divrasai,HYD_RDC,HYD_RDC,Optimal
ORD005556,North Vanlaiphai,AMD_RDC,AMD_RDC,Optimal
ORD005557,Halenda,MUM_NH,MUM_NH,Optimal
ORD005558,Jagdalpur,CCU_RDC,CCU_RDC,Optimal
ORD005559,Chirang,MAA_RDC,MAA_RDC,Optimal
ORD005560,Gola Gokarannath,BLR_RDC,NAG_NH,Low Inventory
ORD005561,Pithapuram,DEL_RDC,DEL_RDC,Optimal
ORD005562,Hazaribag,CCU_RDC,CCU_RDC,Optimal
ORD005563,Kant,NAG_NH,NAG_NH,Optimal
ORD005564,Perambalur,NAG_NH,NAG_NH,Optimal
ORD005565,Bagli,MAA_RDC,MAA_RDC,Optimal
ORD005566,Naldhara,HYD_RDC,HYD_RDC,Optimal
ORD005567,Amod,MUM_NH,MUM_NH,Optimal
ORD005568,Jumri Tilaiya,MUM_NH,MUM_NH,Optimal
ORD005569,Baloda,DEL_RDC,DEL_RDC,Optimal
ORD005570,Basugaon,MUM_NH,MUM_NH,Optimal
ORD005571,Barmer,NAG_NH,NAG_NH,Optimal
ORD005572,Sindi,CCU_RDC,CCU_RDC,Optimal
ORD005573,Ettaiyapuram,DEL_RDC,DEL_RDC,Optimal
ORD005574,Shikrapur,DEL_RDC,DEL_RDC,Optimal
ORD005575,Peddapuram,NAG_NH,NAG_NH,Optimal
ORD005576,Ganganagar,NAG_NH,NAG_NH,Optimal
ORD005577,Amarpur,MUM_NH,MUM_NH,Optimal
ORD005578,Harda Khas,MAA_RDC,MAA_RDC,Optimal
ORD005579,Chiria,MUM_NH,MUM_NH,Optimal
ORD005580,Manoharpur,MAA_RDC,MAA_RDC,Optimal
ORD005581,Gopalur,BLR_RDC,NAG_NH,Low Inventory
ORD005582,Olpad,CCU_RDC,CCU_RDC,Optimal
ORD005583,Dam Dam,DEL_RDC,DEL_RDC,Optimal
ORD005584,Yanamalakuduru,MUM_NH,MUM_NH,Optimal
ORD005585,Pehowa,AMD_RDC,AMD_RDC,Optimal
ORD005586,Arang,NAG_NH,NAG_NH,Optimal
ORD005587,Narendranagar,AMD_RDC,AMD_RDC,Optimal
ORD005588,Nilēshwar,NAG_NH,NAG_NH,Optimal
ORD005589,Panvel,NAG_NH,NAG_NH,Optimal
ORD005590,Masaurhi Buzurg,AMD_RDC,AMD_RDC,Optimal
ORD005591,Karauli,DEL_RDC,DEL_RDC,Optimal
ORD005592,Bellampalli,NAG_NH,NAG_NH,Optimal
ORD005593,Kuthaund,DEL_RDC,DEL_RDC,Optimal
ORD005594,Kupwara,HYD_RDC,HYD_RDC,Optimal
ORD005595,Una,MAA_RDC,MAA_RDC,Optimal
ORD005596,Nandigama,AMD_RDC,AMD_RDC,Optimal
ORD005597,Nilakottai,MUM_NH,MUM_NH,Optimal
ORD005598,Palle,CCU_RDC,CCU_RDC,Optimal
ORD005599,Brahmapuri,MAA_RDC,MAA_RDC,Optimal
ORD005600,Kaveripatnam,NAG_NH,NAG_NH,Optimal
ORD005601,Kendrapara,NAG_NH,NAG_NH,Optimal
ORD005602,Sadaseopet,DEL_RDC,DEL_RDC,Optimal
ORD005603,Kakrala,AMD_RDC,AMD_RDC,Optimal
ORD005604,Papireddippatti,MUM_NH,MUM_NH,Optimal
ORD005605,Ghargaon,NAG_NH,NAG_NH,Optimal
ORD005606,Ishanpur,NAG_NH,NAG_NH,Optimal
ORD005607,Jangaon,MAA_RDC,MAA_RDC,Optimal
ORD005608,Ratangarh,NAG_NH,NAG_NH,Optimal
ORD005609,Bajna,BLR_RDC,BLR_RDC,Optimal
ORD005610,Nuzvid,NAG_NH,NAG_NH,Optimal
ORD005611,Gumla,DEL_RDC,DEL_RDC,Optimal
ORD005612,Jaswantnagar,DEL_RDC,DEL_RDC,Optimal
ORD005613,Bangaon,HYD_RDC,HYD_RDC,Optimal
ORD005614,Uttamapalaiyam,MAA_RDC,MAA_RDC,Optimal
ORD005615,Bahsuma,AMD_RDC,AMD_RDC,Optimal
ORD005616,Mandal,AMD_RDC,AMD_RDC,Optimal
ORD005617,Sankheda,NAG_NH,NAG_NH,Optimal
ORD005618,Mandasa,NAG_NH,NAG_NH,Optimal
ORD005619,Dod Ballapur,BLR_RDC,BLR_RDC,Optimal
ORD005620,Yellandu,MUM_NH,MUM_NH,Optimal
ORD005621,Dhana,AMD_RDC,AMD_RDC,Optimal
ORD005622,Periyapatti,DEL_RDC,DEL_RDC,Optimal
ORD005623,Garhshankar,BLR_RDC,BLR_RDC,Optimal
ORD005624,Renukut,BLR_RDC,BLR_RDC,Optimal
ORD005625,Chorhat,CCU_RDC,CCU_RDC,Optimal
ORD005626,Gobindapur,DEL_RDC,DEL_RDC,Optimal
ORD005627,Saharsa,CCU_RDC,CCU_RDC,Optimal
ORD005628,Moga,HYD_RDC,HYD_RDC,Optimal
ORD005629,Farrukhnagar,NAG_NH,NAG_NH,Optimal
ORD005630,V.S.K.Valasai (Dindigul-Dist.),NAG_NH,NAG_NH,Optimal
ORD005631,Karnal,MUM_NH,MUM_NH,Optimal
ORD005632,Nawa,AMD_RDC,AMD_RDC,Optimal
ORD005633,Chandor,MUM_NH,NAG_NH,Low Inventory
ORD005634,Devbhumi Dwarka,HYD_RDC,HYD_RDC,Optimal
ORD005635,Deoli,AMD_RDC,AMD_RDC,Optimal
ORD005636,Gohpur,MAA_RDC,MAA_RDC,Optimal
ORD005637,Cumbum,BLR_RDC,BLR_RDC,Optimal
ORD005638,Ujhani,MUM_NH,MUM_NH,Optimal
ORD005639,Adampur,MAA_RDC,MAA_RDC,Optimal
ORD005640,Cuddapah,DEL_RDC,DEL_RDC,Optimal
ORD005641,Ramganj Mandi,DEL_RDC,DEL_RDC,Optimal
ORD005642,Ramkola,BLR_RDC,BLR_RDC,Optimal
ORD005643,Shahganj,NAG_NH,NAG_NH,Optimal
ORD005644,Kutiyana,HYD_RDC,HYD_RDC,Optimal
ORD005645,Kaman,AMD_RDC,AMD_RDC,Optimal
ORD005646,Denkanikota,AMD_RDC,AMD_RDC,Optimal
ORD005647,Idukki,AMD_RDC,AMD_RDC,Optimal
ORD005648,Talode,CCU_RDC,CCU_RDC,Optimal
ORD005649,Deori Khas,CCU_RDC,CCU_RDC,Optimal
ORD005650,Dongargaon,DEL_RDC,DEL_RDC,Optimal
ORD005651,Meerut,DEL_RDC,DEL_RDC,Optimal
ORD005652,Shedbal,MUM_NH,MUM_NH,Optimal
ORD005653,Bardhaman,NAG_NH,NAG_NH,Optimal
ORD005654,Sodpur,NAG_NH,NAG_NH,Optimal
ORD005655,Raya,BLR_RDC,BLR_RDC,Optimal
ORD005656,Raghogarh,MUM_NH,MUM_NH,Optimal
ORD005657,Balasore,NAG_NH,NAG_NH,Optimal
ORD005658,Latur,HYD_RDC,HYD_RDC,Optimal
ORD005659,Chalisgaon,NAG_NH,NAG_NH,Optimal
ORD005660,Obra,HYD_RDC,NAG_NH,Low Inventory
ORD005661,Mettuppalaiyam,HYD_RDC,HYD_RDC,Optimal
ORD005662,Sultanpur,NAG_NH,NAG_NH,Optimal
ORD005663,Nadaun,CCU_RDC,CCU_RDC,Optimal
ORD005664,Buriya,DEL_RDC,DEL_RDC,Optimal
ORD005665,Jogindarnagar,DEL_RDC,DEL_RDC,Optimal
ORD005666,Karera,DEL_RDC,DEL_RDC,Optimal
ORD005667,Garhwal,NAG_NH,NAG_NH,Low Inventory
ORD005668,Valpoy,MUM_NH,MUM_NH,Optimal
ORD005669,Bisenda Buzurg,NAG_NH,NAG_NH,Low Inventory
ORD005670,Punganuru,DEL_RDC,DEL_RDC,Optimal
ORD005671,Sheohar,HYD_RDC,HYD_RDC,Optimal
ORD005672,Parel,AMD_RDC,AMD_RDC,Optimal
ORD005673,Renapur,MAA_RDC,MAA_RDC,Optimal
ORD005674,Barwadih,DEL_RDC,DEL_RDC,Optimal
ORD005675,Khekra,MAA_RDC,NAG_NH,Low Inventory
ORD005676,Gurh,AMD_RDC,AMD_RDC,Optimal
ORD005677,Iluppur,MUM_NH,BLR_RDC,Low Inventory
ORD005678,Lansdowne,MAA_RDC,MAA_RDC,Optimal
ORD005679,Guskhara,MUM_NH,MUM_NH,Optimal
ORD005680,Fatehpur (Barabanki),HYD_RDC,HYD_RDC,Optimal
ORD005681,Kamargaon,MUM_NH,MUM_NH,Optimal
ORD005682,Nimaparha,BLR_RDC,BLR_RDC,Optimal
ORD005683,Sira,MUM_NH,MUM_NH,Optimal
ORD005684,Gajendragarh,CCU_RDC,CCU_RDC,Optimal
ORD005685,Gorubathan,BLR_RDC,BLR_RDC,Optimal
ORD005686,Sanivarsante,AMD_RDC,AMD_RDC,Optimal
ORD005687,Udaipura,DEL_RDC,DEL_RDC,Optimal
ORD005688,Sambhar,MUM_NH,MUM_NH,Optimal
ORD005689,Angul District,MAA_RDC,MAA_RDC,Optimal
ORD005690,Chharra,DEL_RDC,DEL_RDC,Optimal
ORD005691,Bankura,DEL_RDC,DEL_RDC,Optimal
ORD005692,Nangloi Jat,CCU_RDC,CCU_RDC,Optimal
ORD005693,Magadi,CCU_RDC,CCU_RDC,Optimal
ORD005694,Kurara,AMD_RDC,AMD_RDC,Optimal
ORD005695,Chunar,NAG_NH,NAG_NH,Low Inventory
ORD005696,Jalalabad,BLR_RDC,BLR_RDC,Optimal
ORD005697,Chettipalaiyam,AMD_RDC,AMD_RDC,Optimal
ORD005698,Byndoor,DEL_RDC,DEL_RDC,Optimal
ORD005699,West Tripura,NAG_NH,NAG_NH,Optimal
ORD005700,Govardhan,NAG_NH,NAG_NH,Optimal
ORD005701,Mul,DEL_RDC,DEL_RDC,Optimal
ORD005702,Uttar Dinajpur District,DEL_RDC,DEL_RDC,Optimal
ORD005703,Tirunelveli,MUM_NH,MUM_NH,Optimal
ORD005704,Kilvelur,MUM_NH,MUM_NH,Optimal
ORD005705,Kirakat,MAA_RDC,MAA_RDC,Optimal
ORD005706,Pheona,NAG_NH,NAG_NH,Optimal
ORD005707,Pavugada,NAG_NH,NAG_NH,Optimal
ORD005708,Halkarni,MAA_RDC,MAA_RDC,Optimal
ORD005709,Hunsur,NAG_NH,NAG_NH,Optimal
ORD005710,Pindwara,DEL_RDC,DEL_RDC,Optimal
ORD005711,Narasimharajapura,MUM_NH,MUM_NH,Optimal
ORD005712,Chapar,MUM_NH,MUM_NH,Optimal
ORD005713,Coondapoor,BLR_RDC,BLR_RDC,Optimal
ORD005714,Barmer,MAA_RDC,MAA_RDC,Optimal
ORD005715,Vatul,HYD_RDC,HYD_RDC,Optimal
ORD005716,Ghorawal,BLR_RDC,BLR_RDC,Optimal
ORD005717,Jobat,DEL_RDC,DEL_RDC,Optimal
ORD005718,Devrukh,HYD_RDC,HYD_RDC,Optimal
ORD005719,Sihor,MAA_RDC,MAA_RDC,Optimal
ORD005720,Bharwari,MUM_NH,MUM_NH,Optimal
ORD005721,Perumpavur,CCU_RDC,CCU_RDC,Optimal
ORD005722,Sumbal,CCU_RDC,CCU_RDC,Optimal
ORD005723,Kalaburgi,HYD_RDC,HYD_RDC,Optimal
ORD005724,Jagdalpur,DEL_RDC,DEL_RDC,Optimal
ORD005725,Goshaingaon,CCU_RDC,CCU_RDC,Optimal
ORD005726,Samdari,HYD_RDC,MUM_NH,Low Inventory
ORD005727,Ganpatipule,HYD_RDC,HYD_RDC,Optimal
ORD005728,Lanja,AMD_RDC,AMD_RDC,Optimal
ORD005729,Mormugao,DEL_RDC,DEL_RDC,Optimal
ORD005730,Thanesar,NAG_NH,NAG_NH,Optimal
ORD005731,Goregaon,NAG_NH,NAG_NH,Optimal
ORD005732,Dibrugarh,MUM_NH,MUM_NH,Optimal
ORD005733,Chandla,CCU_RDC,CCU_RDC,Optimal
ORD005734,Kandhla,MUM_NH,MUM_NH,Optimal
ORD005735,Bhatha,AMD_RDC,AMD_RDC,Optimal
ORD005736,Bhalki,BLR_RDC,BLR_RDC,Optimal
ORD005737,Ambikapur,AMD_RDC,AMD_RDC,Optimal
ORD005738,Amarnath,HYD_RDC,HYD_RDC,Optimal
ORD005739,Sironcha,NAG_NH,NAG_NH,Optimal
ORD005740,Nadigaon,MUM_NH,MUM_NH,Optimal
ORD005741,Kottapalli,MUM_NH,MUM_NH,Optimal
ORD005742,"Mora, Maharashtra",MUM_NH,MUM_NH,Optimal
ORD005743,Sarangarh,CCU_RDC,CCU_RDC,Optimal
ORD005744,Ringas,CCU_RDC,CCU_RDC,Optimal
ORD005745,Dataganj,CCU_RDC,CCU_RDC,Optimal
ORD005746,Lonavla,MAA_RDC,MAA_RDC,Optimal
ORD005747,Kotkhai,DEL_RDC,DEL_RDC,Optimal
ORD005748,Dumka,NAG_NH,NAG_NH,Optimal
ORD005749,Taoru,CCU_RDC,CCU_RDC,Optimal
ORD005750,Lumding Railway Colony,CCU_RDC,CCU_RDC,Optimal
ORD005751,Numaligarh,MUM_NH,MUM_NH,Optimal
ORD005752,Balrampur,MUM_NH,MUM_NH,Optimal
ORD005753,Nikora,BLR_RDC,BLR_RDC,Optimal
ORD005754,Palia Kalan,MUM_NH,MUM_NH,Optimal
ORD005755,Sirmaur,BLR_RDC,BLR_RDC,Optimal
ORD005756,Firozpur Jhirka,MUM_NH,MUM_NH,Optimal
ORD005757,Sailana,MUM_NH,MUM_NH,Optimal
ORD005758,Gadhinglaj,DEL_RDC,DEL_RDC,Optimal
ORD005759,Dhaka,AMD_RDC,AMD_RDC,Optimal
ORD005760,Kolar,MUM_NH,MUM_NH,Optimal
ORD005761,Jasdan,MUM_NH,MUM_NH,Optimal
ORD005762,West Khasi Hills,MUM_NH,MUM_NH,Optimal
ORD005763,Raghunathpur,BLR_RDC,BLR_RDC,Optimal
ORD005764,Naduvannur,CCU_RDC,CCU_RDC,Optimal
ORD005765,Santuri Community Development Block,CCU_RDC,CCU_RDC,Optimal
ORD005766,Guntur,BLR_RDC,NAG_NH,Low Inventory
ORD005767,Raya,HYD_RDC,HYD_RDC,Optimal
ORD005768,Along,BLR_RDC,BLR_RDC,Optimal
ORD005769,Gonda City,DEL_RDC,DEL_RDC,Optimal
ORD005770,Ayodhya,HYD_RDC,HYD_RDC,Optimal
ORD005771,Gopalur,MUM_NH,MUM_NH,Optimal
ORD005772,Chowari,CCU_RDC,CCU_RDC,Optimal
ORD005773,Jashpur,AMD_RDC,MUM_NH,Low Inventory
ORD005774,Baner,HYD_RDC,HYD_RDC,Optimal
ORD005775,Dadri,MUM_NH,MUM_NH,Optimal
ORD005776,Nalpur,AMD_RDC,AMD_RDC,Optimal
ORD005777,Makhjan,NAG_NH,NAG_NH,Optimal
ORD005778,Nalagarh,NAG_NH,NAG_NH,Optimal
ORD005779,Ponneri,DEL_RDC,DEL_RDC,Optimal
ORD005780,Kalinagar,MAA_RDC,MAA_RDC,Optimal
ORD005781,Chandausi,MUM_NH,MUM_NH,Optimal
ORD005782,Badnapur,DEL_RDC,DEL_RDC,Optimal
ORD005783,Ramchandrapur,CCU_RDC,CCU_RDC,Optimal
ORD005784,Raybag,HYD_RDC,HYD_RDC,Optimal
ORD005785,Hadagalli,MAA_RDC,MAA_RDC,Optimal
ORD005786,Hampi,MAA_RDC,MAA_RDC,Optimal
ORD005787,Nagwa,MAA_RDC,MAA_RDC,Optimal
ORD005788,Reoti,MAA_RDC,MAA_RDC,Optimal
ORD005789,Uppiliyapuram,HYD_RDC,HYD_RDC,Optimal
ORD005790,Teghra,BLR_RDC,BLR_RDC,Optimal
ORD005791,Jorethang,BLR_RDC,BLR_RDC,Optimal
ORD005792,Sunel,CCU_RDC,CCU_RDC,Optimal
ORD005793,Akola,HYD_RDC,HYD_RDC,Optimal
ORD005794,Jha-Jha,MUM_NH,MUM_NH,Optimal
ORD005795,Baldev,BLR_RDC,BLR_RDC,Optimal
ORD005796,Badhni Kalan,DEL_RDC,DEL_RDC,Optimal
ORD005797,Deoli,DEL_RDC,DEL_RDC,Optimal
ORD005798,Kharod,NAG_NH,NAG_NH,Optimal
ORD005799,Bhiwani,HYD_RDC,HYD_RDC,Optimal
ORD005800,Newara,MUM_NH,MUM_NH,Optimal
ORD005801,Virar,AMD_RDC,AMD_RDC,Optimal
ORD005802,Chinchani,HYD_RDC,HYD_RDC,Optimal
ORD005803,Bighapur Khurd,HYD_RDC,HYD_RDC,Optimal
ORD005804,Raver,MUM_NH,MUM_NH,Optimal
ORD005805,Shirwal,NAG_NH,NAG_NH,Optimal
ORD005806,Navalgund,MAA_RDC,MAA_RDC,Optimal
ORD005807,Chanasma,HYD_RDC,HYD_RDC,Optimal
ORD005808,Churachandpur,NAG_NH,NAG_NH,Optimal
ORD005809,Jainpur,AMD_RDC,AMD_RDC,Optimal
ORD005810,Nakur,NAG_NH,NAG_NH,Optimal
ORD005811,Halenda,AMD_RDC,AMD_RDC,Optimal
ORD005812,Kuju,AMD_RDC,AMD_RDC,Optimal
ORD005813,Bhongir,MAA_RDC,MAA_RDC,Optimal
ORD005814,Lawar Khas,MUM_NH,MUM_NH,Optimal
ORD005815,Ellore,AMD_RDC,AMD_RDC,Optimal
ORD005816,Rapar,NAG_NH,NAG_NH,Optimal
ORD005817,Padra,BLR_RDC,BLR_RDC,Optimal
ORD005818,Dhupguri,AMD_RDC,AMD_RDC,Optimal
ORD005819,Baldev,MUM_NH,MUM_NH,Optimal
ORD005820,Lalgudi,NAG_NH,NAG_NH,Optimal
ORD005821,Basoda,CCU_RDC,CCU_RDC,Optimal
ORD005822,Kenduadih,CCU_RDC,CCU_RDC,Optimal
ORD005823,Pollachi,MUM_NH,MUM_NH,Optimal
ORD005824,Mahrajganj,DEL_RDC,DEL_RDC,Optimal
ORD005825,Ghatsila,MUM_NH,MUM_NH,Optimal
ORD005826,Cholapuram,AMD_RDC,AMD_RDC,Optimal
ORD005827,Bhongir,HYD_RDC,HYD_RDC,Optimal
ORD005828,Chittaurgarh,AMD_RDC,AMD_RDC,Optimal
ORD005829,Madhepura,MAA_RDC,MAA_RDC,Optimal
ORD005830,Warud,MAA_RDC,MAA_RDC,Optimal
ORD005831,Sardarshahr,BLR_RDC,BLR_RDC,Optimal
ORD005832,Gandarbal,AMD_RDC,AMD_RDC,Optimal
ORD005833,Simdega,MUM_NH,MUM_NH,Optimal
ORD005834,Bara Uchana,NAG_NH,NAG_NH,Optimal
ORD005835,Tulin,BLR_RDC,BLR_RDC,Optimal
ORD005836,Alipur,MAA_RDC,MAA_RDC,Optimal
ORD005837,Giddarbaha,MAA_RDC,MAA_RDC,Optimal
ORD005838,Kanker,MUM_NH,MUM_NH,Optimal
ORD005839,Kumbalam,MUM_NH,MUM_NH,Optimal
ORD005840,Vanala,AMD_RDC,AMD_RDC,Optimal
ORD005841,Velneshwar,MAA_RDC,MAA_RDC,Optimal
ORD005842,Gajapati,MUM_NH,NAG_NH,Low Inventory
ORD005843,Barbil,HYD_RDC,HYD_RDC,Optimal
ORD005844,Betul Bazar,CCU_RDC,CCU_RDC,Optimal
ORD005845,Sairang,CCU_RDC,CCU_RDC,Optimal
ORD005846,Asalatganj,DEL_RDC,DEL_RDC,Optimal
ORD005847,Hamirpur,NAG_NH,NAG_NH,Optimal
ORD005848,Makum,HYD_RDC,HYD_RDC,Optimal
ORD005849,Arvi,BLR_RDC,NAG_NH,Low Inventory
ORD005850,Kurung Kumey,BLR_RDC,BLR_RDC,Optimal
ORD005851,Gudur,MUM_NH,MUM_NH,Optimal
ORD005852,Belluru,BLR_RDC,BLR_RDC,Optimal
ORD005853,Chinchani,NAG_NH,NAG_NH,Optimal
ORD005854,Guntakal Junction,CCU_RDC,CCU_RDC,Optimal
ORD005855,Jaigaon,NAG_NH,NAG_NH,Optimal
ORD005856,Ula,CCU_RDC,CCU_RDC,Optimal
ORD005857,Ahwa,AMD_RDC,AMD_RDC,Optimal
ORD005858,Umaria District,MAA_RDC,MAA_RDC,Optimal
ORD005859,"Sangrampur, Maharashtra",DEL_RDC,DEL_RDC,Optimal
ORD005860,Malvan,CCU_RDC,CCU_RDC,Optimal
ORD005861,Madukkur,DEL_RDC,DEL_RDC,Optimal
ORD005862,Nampur,MUM_NH,MUM_NH,Optimal
ORD005863,Kalanaur,MAA_RDC,MAA_RDC,Optimal
ORD005864,Kopaganj,AMD_RDC,AMD_RDC,Optimal
ORD005865,Ranavav,NAG_NH,NAG_NH,Optimal
ORD005866,Bhanvad,MAA_RDC,MAA_RDC,Optimal
ORD005867,Kolar,DEL_RDC,DEL_RDC,Optimal
ORD005868,Gairkata,MUM_NH,MUM_NH,Optimal
ORD005869,Majholi,AMD_RDC,AMD_RDC,Optimal
ORD005870,Jhinjhak,MAA_RDC,MAA_RDC,Optimal
ORD005871,Lalpur,AMD_RDC,AMD_RDC,Optimal
ORD005872,Balod,NAG_NH,NAG_NH,Optimal
ORD005873,Nala Sopara,BLR_RDC,BLR_RDC,Optimal
ORD005874,Pardi,CCU_RDC,CCU_RDC,Optimal
ORD005875,Hindoria,NAG_NH,NAG_NH,Optimal
ORD005876,Terha,MAA_RDC,MAA_RDC,Optimal
ORD005877,Lakhipur,DEL_RDC,DEL_RDC,Optimal
ORD005878,Haldwani,AMD_RDC,AMD_RDC,Optimal
ORD005879,Mirik,CCU_RDC,CCU_RDC,Optimal
ORD005880,Ullal,AMD_RDC,AMD_RDC,Optimal
ORD005881,Maddur,MAA_RDC,MAA_RDC,Optimal
ORD005882,Jhabua,CCU_RDC,CCU_RDC,Optimal
ORD005883,Karol Bagh,DEL_RDC,DEL_RDC,Optimal
ORD005884,Rudraprayag,NAG_NH,NAG_NH,Optimal
ORD005885,Pilkhuwa,DEL_RDC,DEL_RDC,Optimal
ORD005886,Jalarpet,BLR_RDC,BLR_RDC,Optimal
ORD005887,Aurangabad,AMD_RDC,AMD_RDC,Optimal
ORD005888,Vadakku Viravanallur,MAA_RDC,MAA_RDC,Optimal
ORD005889,Mastiholi,MAA_RDC,NAG_NH,Low Inventory
ORD005890,Muragacha,MAA_RDC,MAA_RDC,Optimal
ORD005891,Kalavad,NAG_NH,NAG_NH,Optimal
ORD005892,Ramanathapuram,CCU_RDC,CCU_RDC,Optimal
ORD005893,Kalinagar,NAG_NH,NAG_NH,Optimal
ORD005894,Sira,NAG_NH,HYD_RDC,Low Inventory
ORD005895,Wadhai,DEL_RDC,DEL_RDC,Optimal
ORD005896,Colaba,NAG_NH,NAG_NH,Optimal
ORD005897,Bhawaniganj,CCU_RDC,MUM_NH,Low Inventory
ORD005898,Savantvadi,MUM_NH,MUM_NH,Optimal
ORD005899,Kandhamal,MUM_NH,MUM_NH,Optimal
ORD005900,Ramanathapuram,CCU_RDC,CCU_RDC,Optimal
ORD005901,Kottayam,AMD_RDC,AMD_RDC,Optimal
ORD005902,Pachora,AMD_RDC,AMD_RDC,Optimal
ORD005903,Nuzvid,NAG_NH,NAG_NH,Optimal
ORD005904,Lower Dibang Valley,MAA_RDC,MAA_RDC,Optimal
ORD005905,Razam,AMD_RDC,AMD_RDC,Optimal
ORD005906,Bariarpur,DEL_RDC,DEL_RDC,Optimal
ORD005907,Theog,MAA_RDC,MAA_RDC,Optimal
ORD005908,Ilampillai,AMD_RDC,AMD_RDC,Optimal
ORD005909,Santoshpur,DEL_RDC,DEL_RDC,Optimal
ORD005910,Kishanganj,MUM_NH,MUM_NH,Optimal
ORD005911,Mohan,MUM_NH,MUM_NH,Optimal
ORD005912,Baloda Bazar,NAG_NH,NAG_NH,Optimal
ORD005913,Kheda,BLR_RDC,BLR_RDC,Optimal
ORD005914,Maihar,NAG_NH,NAG_NH,Optimal
ORD005915,Erattupetta,NAG_NH,NAG_NH,Optimal
ORD005916,Vijaydurg,MUM_NH,MUM_NH,Optimal
ORD005917,Vetapalem,CCU_RDC,CCU_RDC,Optimal
ORD005918,Dasna,NAG_NH,NAG_NH,Optimal
ORD005919,Nawabganj,DEL_RDC,DEL_RDC,Optimal
ORD005920,Sancoale,MUM_NH,MUM_NH,Optimal
ORD005921,Melur,NAG_NH,NAG_NH,Optimal
ORD005922,Dubrajpur,CCU_RDC,CCU_RDC,Optimal
ORD005923,Bilaspur,NAG_NH,NAG_NH,Optimal
ORD005924,Rishikesh,AMD_RDC,AMD_RDC,Optimal
ORD005925,Samrala,HYD_RDC,HYD_RDC,Optimal
ORD005926,Banbasa,MUM_NH,MUM_NH,Optimal
ORD005927,Gubbi,MAA_RDC,MAA_RDC,Optimal
ORD005928,Purulia,CCU_RDC,CCU_RDC,Optimal
ORD005929,Chatakonda,AMD_RDC,AMD_RDC,Optimal
ORD005930,Taramangalam,MUM_NH,MUM_NH,Optimal
ORD005931,Ralegaon,NAG_NH,NAG_NH,Optimal
ORD005932,"Dindori, Maharashtra",MAA_RDC,MAA_RDC,Optimal
ORD005933,Medchal,MAA_RDC,MAA_RDC,Optimal
ORD005934,Manjhanpur,DEL_RDC,DEL_RDC,Optimal
ORD005935,Surianwan,NAG_NH,NAG_NH,Optimal
ORD005936,Ramgarh,AMD_RDC,AMD_RDC,Optimal
ORD005937,Nasriganj,MUM_NH,MUM_NH,Optimal
ORD005938,Pandaria,HYD_RDC,HYD_RDC,Optimal
ORD005939,Makhjan,AMD_RDC,AMD_RDC,Optimal
