shipment_id,destination_city,vehicle_type,distance_km,speed_kmph,estimated_hours,estimated_delivery,eta_status
SHP005760,Kolar,Medium Truck,180,50,3.6,2025-07-02 03:36,On Time
SHP005761,Jasdan,Medium Truck,450,50,9.0,2025-07-24 09:00,In Transit
SHP005762,West Khasi Hills,Medium Truck,40,50,0.8,2025-11-28 00:48,On Time
SHP005763,Raghunathpur,Mini Truck,40,60,0.67,2025-12-12 00:40,On Time
SHP005764,Naduvannur,Medium Truck,180,50,3.6,2025-10-08 03:36,On Time
SHP005765,Santuri Community Development Block,Medium Truck,450,50,9.0,2025-08-26 09:00,In Transit
SHP005766,Guntur,Medium Truck,40,50,0.8,2025-05-01 00:48,On Time
SHP005767,Raya,Mini Truck,900,60,15.0,2025-10-29 15:00,Long Distance
SHP005768,Along,Mini Truck,450,60,7.5,2025-02-04 07:30,In Transit
SHP005769,Gonda City,Mini Truck,450,60,7.5,2025-08-03 07:30,In Transit
SHP005770,Ayodhya,Mini Truck,450,60,7.5,2025-05-14 07:30,In Transit
SHP005771,Gopalur,Medium Truck,40,50,0.8,2025-01-25 00:48,On Time
SHP005772,Chowari,Medium Truck,180,50,3.6,2025-07-09 03:36,On Time
SHP005773,Jashpur,Medium Truck,40,50,0.8,2025-02-12 00:48,On Time
SHP005774,Baner,Mini Truck,180,60,3.0,2025-03-04 03:00,On Time
SHP005775,Dadri,Medium Truck,450,50,9.0,2025-11-09 09:00,In Transit
SHP005776,Nalpur,Mini Truck,180,60,3.0,2025-09-14 03:00,On Time
SHP005777,Makhjan,Medium Truck,900,50,18.0,2025-11-27 18:00,Long Distance
SHP005778,Nalagarh,Medium Truck,180,50,3.6,2025-04-16 03:36,On Time
SHP005779,Ponneri,Mini Truck,40,60,0.67,2025-02-24 00:40,On Time
SHP005780,Kalinagar,Mini Truck,450,60,7.5,2025-11-16 07:30,In Transit
SHP005781,Chandausi,Medium Truck,40,50,0.8,2025-05-22 00:48,On Time
SHP005782,Badnapur,Mini Truck,40,60,0.67,2025-09-03 00:40,On Time
SHP005783,Ramchandrapur,Medium Truck,900,50,18.0,2025-12-20 18:00,Long Distance
SHP005784,Raybag,Mini Truck,40,60,0.67,2025-08-27 00:40,On Time
SHP005785,Hadagalli,Mini Truck,450,60,7.5,2025-02-24 07:30,In Transit
SHP005786,Hampi,Mini Truck,40,60,0.67,2025-07-02 00:40,On Time
SHP005787,Nagwa,Mini Truck,900,60,15.0,2025-09-18 15:00,Long Distance
SHP005788,Reoti,Mini Truck,180,60,3.0,2025-05-27 03:00,On Time
SHP005789,Uppiliyapuram,Mini Truck,900,60,15.0,2025-07-06 15:00,Long Distance
SHP005790,Teghra,Mini Truck,40,60,0.67,2025-04-18 00:40,On Time
SHP005791,Jorethang,Mini Truck,180,60,3.0,2025-10-01 03:00,On Time
SHP005792,Sunel,Medium Truck,180,50,3.6,2025-09-01 03:36,On Time
SHP005793,Akola,Mini Truck,40,60,0.67,2025-08-16 00:40,On Time
SHP005794,Jha-Jha,Medium Truck,40,50,0.8,2025-03-12 00:48,On Time
SHP005795,Baldev,Mini Truck,180,60,3.0,2025-04-28 03:00,On Time
SHP005796,Badhni Kalan,Mini Truck,40,60,0.67,2025-08-07 00:40,On Time
SHP005797,Deoli,Mini Truck,40,60,0.67,2025-11-12 00:40,On Time
SHP005798,Kharod,Medium Truck,900,50,18.0,2025-12-14 18:00,Long Distance
SHP005799,Bhiwani,Mini Truck,180,60,3.0,2025-07-17 03:00,On Time
SHP005800,Newara,Medium Truck,180,50,3.6,2025-10-02 03:36,On Time
SHP005801,Virar,Mini Truck,180,60,3.0,2025-01-21 03:00,On Time
SHP005802,Chinchani,Mini Truck,40,60,0.67,2025-01-06 00:40,On Time
SHP005803,Bighapur Khurd,Mini Truck,180,60,3.0,2025-12-12 03:00,On Time
SHP005804,Raver,Medium Truck,40,50,0.8,2025-06-30 00:48,On Time
SHP005805,Shirwal,Medium Truck,180,50,3.6,2025-03-28 03:36,On Time
SHP005806,Navalgund,Mini Truck,450,60,7.5,2025-04-10 07:30,In Transit
SHP005807,Chanasma,Mini Truck,180,60,3.0,2025-03-25 03:00,On Time
SHP005808,Churachandpur,Medium Truck,180,50,3.6,2025-07-16 03:36,On Time
SHP005809,Jainpur,Mini Truck,900,60,15.0,2025-06-30 15:00,Long Distance
SHP005810,Nakur,Medium Truck,450,50,9.0,2025-09-01 09:00,In Transit
SHP005811,Halenda,Mini Truck,40,60,0.67,2025-02-05 00:40,On Time
SHP005812,Kuju,Mini Truck,180,60,3.0,2025-05-06 03:00,On Time
SHP005813,Bhongir,Mini Truck,40,60,0.67,2025-03-15 00:40,On Time
SHP005814,Lawar Khas,Medium Truck,450,50,9.0,2025-03-02 09:00,In Transit
SHP005815,Ellore,Mini Truck,180,60,3.0,2025-02-08 03:00,On Time
SHP005816,Rapar,Medium Truck,900,50,18.0,2025-04-13 18:00,Long Distance
SHP005817,Padra,Mini Truck,900,60,15.0,2025-05-13 15:00,Long Distance
SHP005818,Dhupguri,Mini Truck,180,60,3.0,2025-12-24 03:00,On Time
SHP005819,Baldev,Medium Truck,180,50,3.6,2025-10-25 03:36,On Time
SHP005820,Lalgudi,Medium Truck,180,50,3.6,2025-05-30 03:36,On Time
SHP005821,Basoda,Medium Truck,180,50,3.6,2025-01-06 03:36,On Time
SHP005822,Kenduadih,Medium Truck,450,50,9.0,2025-11-06 09:00,In Transit
SHP005823,Pollachi,Medium Truck,180,50,3.6,2025-01-24 03:36,On Time
SHP005824,Mahrajganj,Mini Truck,180,60,3.0,2025-07-14 03:00,On Time
SHP005825,Ghatsila,Medium Truck,180,50,3.6,2025-10-09 03:36,On Time
SHP005826,Cholapuram,Mini Truck,450,60,7.5,2025-05-06 07:30,In Transit
SHP005827,Bhongir,Mini Truck,40,60,0.67,2025-06-19 00:40,On Time
SHP005828,Chittaurgarh,Mini Truck,40,60,0.67,2025-02-17 00:40,On Time
SHP005829,Madhepura,Mini Truck,180,60,3.0,2025-05-24 03:00,On Time
SHP005830,Warud,Mini Truck,40,60,0.67,2025-09-09 00:40,On Time
SHP005831,Sardarshahr,Mini Truck,40,60,0.67,2025-06-15 00:40,On Time
SHP005832,Gandarbal,Mini Truck,180,60,3.0,2025-06-15 03:00,On Time
SHP005833,Simdega,Medium Truck,900,50,18.0,2025-08-18 18:00,Long Distance
SHP005834,Bara Uchana,Medium Truck,180,50,3.6,2025-04-30 03:36,On Time
SHP005835,Tulin,Mini Truck,900,60,15.0,2025-09-18 15:00,Long Distance
SHP005836,Alipur,Mini Truck,900,60,15.0,2025-03-23 15:00,Long Distance
SHP005837,Giddarbaha,Mini Truck,450,60,7.5,2025-12-10 07:30,In Transit
SHP005838,Kanker,Medium Truck,900,50,18.0,2025-07-16 18:00,Long Distance
SHP005839,Kumbalam,Medium Truck,450,50,9.0,2025-06-01 09:00,In Transit
SHP005840,Vanala,Mini Truck,900,60,15.0,2025-05-24 15:00,Long Distance
SHP005841,Velneshwar,Mini Truck,450,60,7.5,2025-03-16 07:30,In Transit
SHP005842,Gajapati,Medium Truck,180,50,3.6,2025-02-24 03:36,On Time
SHP005843,Barbil,Mini Truck,180,60,3.0,2025-09-16 03:00,On Time
SHP005844,Betul Bazar,Medium Truck,900,50,18.0,2025-05-15 18:00,Long Distance
SHP005845,Sairang,Medium Truck,900,50,18.0,2025-04-30 18:00,Long Distance
SHP005846,Asalatganj,Mini Truck,900,60,15.0,2025-04-22 15:00,Long Distance
SHP005847,Hamirpur,Medium Truck,40,50,0.8,2025-04-28 00:48,On Time
SHP005848,Makum,Mini Truck,40,60,0.67,2025-06-03 00:40,On Time
SHP005849,Arvi,Medium Truck,450,50,9.0,2025-12-29 09:00,In Transit
SHP005850,Kurung Kumey,Mini Truck,40,60,0.67,2025-01-26 00:40,On Time
SHP005851,Gudur,Medium Truck,450,50,9.0,2025-05-15 09:00,In Transit
SHP005852,Belluru,Mini Truck,1500,60,25.0,2025-03-19 01:00,Long Distance
SHP005853,Chinchani,Medium Truck,40,50,0.8,2025-06-04 00:48,On Time
SHP005854,Guntakal Junction,Medium Truck,40,50,0.8,2025-05-11 00:48,On Time
SHP005855,Jaigaon,Medium Truck,180,50,3.6,2025-12-16 03:36,On Time
SHP005856,Ula,Medium Truck,180,50,3.6,2025-12-30 03:36,On Time
SHP005857,Ahwa,Mini Truck,180,60,3.0,2025-10-10 03:00,On Time
SHP005858,Umaria District,Mini Truck,180,60,3.0,2025-07-03 03:00,On Time
SHP005859,"Sangrampur, Maharashtra",Mini Truck,450,60,7.5,2025-08-10 07:30,In Transit
SHP005860,Malvan,Medium Truck,900,50,18.0,2025-01-27 18:00,Long Distance
SHP005861,Madukkur,Mini Truck,450,60,7.5,2025-05-16 07:30,In Transit
SHP005862,Nampur,Medium Truck,900,50,18.0,2025-04-02 18:00,Long Distance
SHP005863,Kalanaur,Mini Truck,900,60,15.0,2025-05-02 15:00,Long Distance
SHP005864,Kopaganj,Mini Truck,180,60,3.0,2025-01-16 03:00,On Time
SHP005865,Ranavav,Medium Truck,40,50,0.8,2025-08-31 00:48,On Time
SHP005866,Bhanvad,Mini Truck,40,60,0.67,2025-02-13 00:40,On Time
SHP005867,Kolar,Mini Truck,180,60,3.0,2025-05-14 03:00,On Time
SHP005868,Gairkata,Medium Truck,40,50,0.8,2025-12-04 00:48,On Time
SHP005869,Majholi,Mini Truck,180,60,3.0,2025-09-01 03:00,On Time
SHP005870,Jhinjhak,Mini Truck,180,60,3.0,2026-01-01 03:00,On Time
SHP005871,Lalpur,Mini Truck,180,60,3.0,2025-08-13 03:00,On Time
SHP005872,Balod,Medium Truck,40,50,0.8,2025-05-06 00:48,On Time
SHP005873,Nala Sopara,Mini Truck,900,60,15.0,2025-09-04 15:00,Long Distance
SHP005874,Pardi,Medium Truck,180,50,3.6,2025-08-24 03:36,On Time
SHP005875,Hindoria,Medium Truck,40,50,0.8,2025-12-30 00:48,On Time
SHP005876,Terha,Mini Truck,180,60,3.0,2025-09-04 03:00,On Time
SHP005877,Lakhipur,Mini Truck,180,60,3.0,2025-07-09 03:00,On Time
SHP005878,Haldwani,Mini Truck,180,60,3.0,2025-03-03 03:00,On Time
SHP005879,Mirik,Medium Truck,900,50,18.0,2025-02-01 18:00,Long Distance
SHP005880,Ullal,Mini Truck,40,60,0.67,2025-07-10 00:40,On Time
SHP005881,Maddur,Mini Truck,180,60,3.0,2025-07-26 03:00,On Time
SHP005882,Jhabua,Medium Truck,1500,50,30.0,2025-07-13 06:00,Long Distance
SHP005883,Karol Bagh,Mini Truck,180,60,3.0,2025-01-06 03:00,On Time
SHP005884,Rudraprayag,Medium Truck,40,50,0.8,2025-01-16 00:48,On Time
SHP005885,Pilkhuwa,Mini Truck,900,60,15.0,2025-10-09 15:00,Long Distance
SHP005886,Jalarpet,Mini Truck,40,60,0.67,2025-12-14 00:40,On Time
SHP005887,Aurangabad,Mini Truck,900,60,15.0,2025-02-11 15:00,Long Distance
SHP005888,Vadakku Viravanallur,Mini Truck,450,60,7.5,2025-02-06 07:30,In Transit
SHP005889,Mastiholi,Medium Truck,450,50,9.0,2025-02-12 09:00,In Transit
SHP005890,Muragacha,Mini Truck,40,60,0.67,2025-06-27 00:40,On Time
SHP005891,Kalavad,Medium Truck,180,50,3.6,2025-10-27 03:36,On Time
SHP005892,Ramanathapuram,Medium Truck,40,50,0.8,2025-08-25 00:48,On Time
SHP005893,Kalinagar,Medium Truck,450,50,9.0,2025-10-25 09:00,In Transit
SHP005894,Sira,Mini Truck,40,60,0.67,2025-10-16 00:40,On Time
SHP005895,Wadhai,Mini Truck,40,60,0.67,2025-10-14 00:40,On Time
SHP005896,Colaba,Medium Truck,40,50,0.8,2025-07-23 00:48,On Time
SHP005897,Bhawaniganj,Medium Truck,40,50,0.8,2025-06-30 00:48,On Time
SHP005898,Savantvadi,Medium Truck,900,50,18.0,2025-06-16 18:00,Long Distance
SHP005899,Kandhamal,Medium Truck,180,50,3.6,2025-11-06 03:36,On Time
SHP005900,Ramanathapuram,Medium Truck,40,50,0.8,2025-09-12 00:48,On Time
SHP005901,Kottayam,Mini Truck,900,60,15.0,2025-10-21 15:00,Long Distance
SHP005902,Pachora,Mini Truck,900,60,15.0,2025-12-01 15:00,Long Distance
SHP005903,Nuzvid,Medium Truck,450,50,9.0,2025-02-02 09:00,In Transit
SHP005904,Lower Dibang Valley,Mini Truck,40,60,0.67,2025-08-22 00:40,On Time
SHP005905,Razam,Mini Truck,40,60,0.67,2025-03-30 00:40,On Time
SHP005906,Bariarpur,Mini Truck,180,60,3.0,2025-07-04 03:00,On Time
SHP005907,Theog,Mini Truck,40,60,0.67,2025-11-17 00:40,On Time
SHP005908,Ilampillai,Mini Truck,40,60,0.67,2025-08-21 00:40,On Time
SHP005909,Santoshpur,Mini Truck,450,60,7.5,2025-06-04 07:30,In Transit
SHP005910,Kishanganj,Medium Truck,900,50,18.0,2025-07-08 18:00,Long Distance
SHP005911,Mohan,Medium Truck,40,50,0.8,2025-10-09 00:48,On Time
SHP005912,Baloda Bazar,Medium Truck,40,50,0.8,2025-10-19 00:48,On Time
SHP005913,Kheda,Mini Truck,450,60,7.5,2025-04-06 07:30,In Transit
SHP005914,Maihar,Medium Truck,450,50,9.0,2025-05-03 09:00,In Transit
SHP005915,Erattupetta,Medium Truck,180,50,3.6,2025-10-07 03:36,On Time
SHP005916,Vijaydurg,Medium Truck,40,50,0.8,2025-04-01 00:48,On Time
SHP005917,Vetapalem,Medium Truck,1500,50,30.0,2025-04-18 06:00,Long Distance
SHP005918,Dasna,Medium Truck,180,50,3.6,2025-07-04 03:36,On Time
SHP005919,Nawabganj,Mini Truck,180,60,3.0,2025-07-12 03:00,On Time
SHP005920,Sancoale,Medium Truck,180,50,3.6,2025-03-02 03:36,On Time
SHP005921,Melur,Medium Truck,900,50,18.0,2025-05-26 18:00,Long Distance
SHP005922,Dubrajpur,Medium Truck,900,50,18.0,2025-04-27 18:00,Long Distance
SHP005923,Bilaspur,Medium Truck,180,50,3.6,2025-10-14 03:36,On Time
SHP005924,Rishikesh,Mini Truck,180,60,3.0,2025-04-11 03:00,On Time
SHP005925,Samrala,Mini Truck,900,60,15.0,2025-05-09 15:00,Long Distance
SHP005926,Banbasa,Medium Truck,40,50,0.8,2025-03-11 00:48,On Time
SHP005927,Gubbi,Mini Truck,900,60,15.0,2025-10-18 15:00,Long Distance
SHP005928,Purulia,Medium Truck,450,50,9.0,2025-03-07 09:00,In Transit
SHP005929,Chatakonda,Mini Truck,180,60,3.0,2025-03-26 03:00,On Time
SHP005930,Taramangalam,Medium Truck,180,50,3.6,2025-11-04 03:36,On Time
SHP005931,Ralegaon,Medium Truck,450,50,9.0,2025-11-11 09:00,In Transit
SHP005932,"Dindori, Maharashtra",Mini Truck,450,60,7.5,2025-05-07 07:30,In Transit
SHP005933,Medchal,Mini Truck,1500,60,25.0,2025-09-05 01:00,Long Distance
SHP005934,Manjhanpur,Mini Truck,40,60,0.67,2025-05-23 00:40,On Time
SHP005935,Surianwan,Medium Truck,450,50,9.0,2025-04-04 09:00,In Transit
SHP005936,Ramgarh,Mini Truck,450,60,7.5,2025-10-19 07:30,In Transit
SHP005937,Nasriganj,Medium Truck,40,50,0.8,2025-02-20 00:48,On Time
SHP005938,Pandaria,Mini Truck,450,60,7.5,2025-08-18 07:30,In Transit
SHP005939,Makhjan,Mini Truck,900,60,15.0,2025-09-06 15:00,Long Distance
SHP005940,Sibsagar,Mini Truck,180,60,3.0,2025-03-07 03:00,On Time
SHP005941,Laksar,Medium Truck,900,50,18.0,2025-03-21 18:00,Long Distance
SHP005942,Satana,Mini Truck,180,60,3.0,2025-05-10 03:00,On Time
SHP005943,Shrirangapattana,Mini Truck,1500,60,25.0,2025-11-17 01:00,Long Distance
SHP005944,Fort Gloster,Medium Truck,450,50,9.0,2025-01-16 09:00,In Transit
SHP005945,Jobat,Mini Truck,180,60,3.0,2025-12-04 03:00,On Time
SHP005946,Ranpur,Mini Truck,180,60,3.0,2025-03-12 03:00,On Time
SHP005947,"Hadapsar, Pune",Mini Truck,40,60,0.67,2025-12-30 00:40,On Time
SHP005948,Hisar,Medium Truck,40,50,0.8,2025-06-21 00:48,On Time
SHP005949,Tiruppur,Medium Truck,180,50,3.6,2025-05-19 03:36,On Time
SHP005950,Hole Narsipur,Mini Truck,450,60,7.5,2025-10-26 07:30,In Transit
SHP005951,Kothi,Mini Truck,900,60,15.0,2025-12-09 15:00,Long Distance
SHP005952,Etikoppaka,Medium Truck,40,50,0.8,2025-10-31 00:48,On Time
SHP005953,Malegaon,Mini Truck,40,60,0.67,2025-08-28 00:40,On Time
SHP005954,Mauganj,Medium Truck,180,50,3.6,2025-03-09 03:36,On Time
SHP005955,Shirwal,Medium Truck,180,50,3.6,2025-05-02 03:36,On Time
SHP005956,Nimaparha,Mini Truck,180,60,3.0,2025-12-25 03:00,On Time
SHP005957,Talcher,Medium Truck,40,50,0.8,2025-01-05 00:48,On Time
SHP005958,Jafarpur,Mini Truck,900,60,15.0,2025-09-12 15:00,Long Distance
SHP005959,Naraura,Mini Truck,450,60,7.5,2025-10-22 07:30,In Transit
SHP005960,Malaut,Mini Truck,450,60,7.5,2025-10-29 07:30,In Transit
SHP005961,Wadwani,Mini Truck,450,60,7.5,2025-02-20 07:30,In Transit
SHP005962,Uska,Medium Truck,40,50,0.8,2025-06-25 00:48,On Time
SHP005963,Santoshpur,Medium Truck,450,50,9.0,2025-08-11 09:00,In Transit
SHP005964,Belluru,Mini Truck,1500,60,25.0,2025-11-23 01:00,Long Distance
SHP005965,Mehekar,Mini Truck,1500,60,25.0,2025-09-30 01:00,Long Distance
SHP005966,Hunsur,Mini Truck,450,60,7.5,2025-06-16 07:30,In Transit
SHP005967,Melur,Mini Truck,900,60,15.0,2025-03-11 15:00,Long Distance
SHP005968,Losal,Mini Truck,40,60,0.67,2025-05-19 00:40,On Time
SHP005969,Terha,Mini Truck,180,60,3.0,2025-07-07 03:00,On Time
SHP005970,Renukoot,Medium Truck,180,50,3.6,2025-06-15 03:36,On Time
SHP005971,Lalganj,Mini Truck,180,60,3.0,2025-03-30 03:00,On Time
SHP005972,Kuzhithurai,Mini Truck,180,60,3.0,2025-06-30 03:00,On Time
SHP005973,Churulia,Medium Truck,180,50,3.6,2025-06-30 03:36,On Time
SHP005974,Malvan,Medium Truck,900,50,18.0,2025-03-29 18:00,Long Distance
SHP005975,Bageshwar,Mini Truck,40,60,0.67,2025-08-01 00:40,On Time
SHP005976,Chuda,Medium Truck,180,50,3.6,2025-04-03 03:36,On Time
SHP005977,Pandharpur,Medium Truck,180,50,3.6,2025-03-25 03:36,On Time
SHP005978,Pallevada,Mini Truck,450,60,7.5,2025-10-21 07:30,In Transit
SHP005979,Kaithal,Mini Truck,180,60,3.0,2025-01-07 03:00,On Time
SHP005980,Vaghodia Ina,Medium Truck,1500,50,30.0,2025-07-24 06:00,Long Distance
SHP005981,Arukutti,Mini Truck,40,60,0.67,2025-03-10 00:40,On Time
SHP005982,Nadia District,Mini Truck,40,60,0.67,2025-06-25 00:40,On Time
SHP005983,Dongargarh,Mini Truck,900,60,15.0,2025-04-12 15:00,Long Distance
SHP005984,Yelbarga,Mini Truck,40,60,0.67,2025-05-27 00:40,On Time
SHP005985,Visakhapatnam,Mini Truck,180,60,3.0,2025-04-30 03:00,On Time
SHP005986,Todaraisingh,Medium Truck,450,50,9.0,2025-10-22 09:00,In Transit
SHP005987,Mushabani,Mini Truck,180,60,3.0,2025-10-03 03:00,On Time
SHP005988,Farakka,Medium Truck,40,50,0.8,2025-06-03 00:48,On Time
SHP005989,Uran,Mini Truck,180,60,3.0,2025-04-25 03:00,On Time
SHP005990,Robertsonpet,Medium Truck,180,50,3.6,2025-08-03 03:36,On Time
SHP005991,Alawalpur,Mini Truck,40,60,0.67,2025-09-06 00:40,On Time
SHP005992,Bijbehara,Mini Truck,1500,60,25.0,2025-05-26 01:00,Long Distance
SHP005993,Guledagudda,Mini Truck,1500,60,25.0,2025-01-31 01:00,Long Distance
SHP005994,Karera,Mini Truck,40,60,0.67,2025-05-27 00:40,On Time
SHP005995,North Vanlaiphai,Medium Truck,450,50,9.0,2025-07-01 09:00,In Transit
SHP005996,Islamnagar,Medium Truck,180,50,3.6,2025-04-28 03:36,On Time
SHP005997,Buriya,Mini Truck,450,60,7.5,2025-08-06 07:30,In Transit
SHP005998,Harduaganj,Mini Truck,180,60,3.0,2025-04-26 03:00,On Time
SHP005999,Kalanaur,Medium Truck,900,50,18.0,2025-08-01 18:00,Long Distance
SHP006000,Banki,Mini Truck,180,60,3.0,2025-11-14 03:00,On Time
SHP006001,Lal Bahadur Nagar,Mini Truck,40,60,0.67,2025-08-13 00:40,On Time
SHP006002,Tirodi,Medium Truck,180,50,3.6,2025-07-20 03:36,On Time
SHP006003,Abu,Mini Truck,450,60,7.5,2025-04-11 07:30,In Transit
SHP006004,Colovale,Mini Truck,180,60,3.0,2025-12-06 03:00,On Time
SHP006005,Mursan,Mini Truck,900,60,15.0,2025-08-05 15:00,Long Distance
SHP006006,Mohiuddinnagar,Medium Truck,180,50,3.6,2025-05-11 03:36,On Time
SHP006007,Purushottampur,Mini Truck,1500,60,25.0,2025-01-27 01:00,Long Distance
SHP006008,Chittarkonda,Medium Truck,180,50,3.6,2025-06-19 03:36,On Time
SHP006009,Panchmura,Medium Truck,450,50,9.0,2025-08-14 09:00,In Transit
SHP006010,Bissau,Medium Truck,450,50,9.0,2025-04-07 09:00,In Transit
SHP006011,Khadki,Mini Truck,450,60,7.5,2025-01-23 07:30,In Transit
SHP006012,Kichha,Mini Truck,450,60,7.5,2025-08-18 07:30,In Transit
SHP006013,Vadnagar,Mini Truck,180,60,3.0,2025-09-12 03:00,On Time
SHP006014,Jaigaon,Medium Truck,180,50,3.6,2025-08-09 03:36,On Time
SHP006015,Anamalais,Mini Truck,450,60,7.5,2025-10-23 07:30,In Transit
SHP006016,Chhutmalpur,Medium Truck,180,50,3.6,2025-03-27 03:36,On Time
SHP006017,Darsi,Medium Truck,180,50,3.6,2025-04-27 03:36,On Time
SHP006018,Fyzabad,Mini Truck,450,60,7.5,2025-10-14 07:30,In Transit
SHP006019,Bharthana,Medium Truck,450,50,9.0,2025-08-28 09:00,In Transit
SHP006020,Jehanabad,Medium Truck,180,50,3.6,2025-12-29 03:36,On Time
SHP006021,Indapur,Mini Truck,180,60,3.0,2025-01-02 03:00,On Time
SHP006022,Baragaon,Mini Truck,900,60,15.0,2025-06-23 15:00,Long Distance
SHP006023,Khonsa,Medium Truck,180,50,3.6,2025-05-19 03:36,On Time
SHP006024,Tirupati,Mini Truck,180,60,3.0,2025-05-03 03:00,On Time
SHP006025,Saswad,Mini Truck,40,60,0.67,2025-01-09 00:40,On Time
SHP006026,Pappinisshēri,Mini Truck,180,60,3.0,2025-10-01 03:00,On Time
SHP006027,Khurja,Medium Truck,180,50,3.6,2025-01-27 03:36,On Time
SHP006028,Mirzapur,Mini Truck,40,60,0.67,2025-02-20 00:40,On Time
SHP006029,Soygaon,Medium Truck,180,50,3.6,2025-09-26 03:36,On Time
SHP006030,Andippatti,Medium Truck,40,50,0.8,2025-01-29 00:48,On Time
SHP006031,South West Khasi Hills,Mini Truck,180,60,3.0,2025-10-06 03:00,On Time
SHP006032,Khapa,Mini Truck,180,60,3.0,2025-05-14 03:00,On Time
SHP006033,Patancheru,Mini Truck,180,60,3.0,2025-07-18 03:00,On Time
SHP006034,Karbi Anglong,Mini Truck,40,60,0.67,2025-07-09 00:40,On Time
SHP006035,Kannod,Mini Truck,40,60,0.67,2025-09-23 00:40,On Time
SHP006036,Talcher,Medium Truck,40,50,0.8,2025-10-20 00:48,On Time
SHP006037,Kulti,Medium Truck,180,50,3.6,2025-09-03 03:36,On Time
SHP006038,Mandvi,Mini Truck,40,60,0.67,2025-01-07 00:40,On Time
SHP006039,Periyakulam,Mini Truck,180,60,3.0,2025-12-26 03:00,On Time
SHP006040,Mendarda,Mini Truck,450,60,7.5,2025-01-11 07:30,In Transit
SHP006041,Kharda,Mini Truck,40,60,0.67,2025-08-08 00:40,On Time
SHP006042,Savantvadi,Medium Truck,900,50,18.0,2025-12-29 18:00,Long Distance
SHP006043,Mattanur,Mini Truck,40,60,0.67,2025-11-01 00:40,On Time
SHP006044,Wadi,Mini Truck,900,60,15.0,2025-07-23 15:00,Long Distance
SHP006045,Gandevi,Medium Truck,900,50,18.0,2025-01-14 18:00,Long Distance
SHP006046,Devarkonda,Medium Truck,180,50,3.6,2025-03-03 03:36,On Time
SHP006047,Ghatanji,Mini Truck,450,60,7.5,2025-04-04 07:30,In Transit
SHP006048,Pokaran,Medium Truck,900,50,18.0,2025-10-23 18:00,Long Distance
SHP006049,Dhuri,Medium Truck,180,50,3.6,2025-09-20 03:36,On Time
SHP006050,Tezu,Medium Truck,450,50,9.0,2025-08-10 09:00,In Transit
SHP006051,Raichur,Mini Truck,40,60,0.67,2025-12-14 00:40,On Time
SHP006052,Pennagaram,Medium Truck,40,50,0.8,2025-04-18 00:48,On Time
SHP006053,Daitari,Mini Truck,180,60,3.0,2025-12-17 03:00,On Time
SHP006054,Benaulim,Medium Truck,180,50,3.6,2025-11-14 03:36,On Time
SHP006055,Parwanoo,Medium Truck,180,50,3.6,2025-01-13 03:36,On Time
SHP006056,Kalavoor,Medium Truck,900,50,18.0,2025-12-10 18:00,Long Distance
SHP006057,Sarwar,Medium Truck,180,50,3.6,2025-03-15 03:36,On Time
SHP006058,Barwar (Lakhimpur Kheri),Medium Truck,180,50,3.6,2025-05-16 03:36,On Time
SHP006059,Vagator,Mini Truck,180,60,3.0,2025-10-07 03:00,On Time
SHP006060,Numaligarh,Mini Truck,180,60,3.0,2025-01-17 03:00,On Time
SHP006061,Vallabhipur,Medium Truck,1500,50,30.0,2025-02-03 06:00,Long Distance
SHP006062,Belthara,Medium Truck,1500,50,30.0,2025-12-14 06:00,Long Distance
SHP006063,Tehri,Medium Truck,450,50,9.0,2025-10-26 09:00,In Transit
SHP006064,Channagiri,Medium Truck,40,50,0.8,2025-02-12 00:48,On Time
SHP006065,Bhanjanagar,Mini Truck,450,60,7.5,2025-09-11 07:30,In Transit
SHP006066,Koppal,Medium Truck,40,50,0.8,2025-12-28 00:48,On Time
SHP006067,Melukote,Medium Truck,40,50,0.8,2025-08-26 00:48,On Time
SHP006068,Kalaikunda,Mini Truck,40,60,0.67,2025-01-06 00:40,On Time
SHP006069,Sorab,Medium Truck,450,50,9.0,2025-05-16 09:00,In Transit
SHP006070,Thang,Mini Truck,180,60,3.0,2025-03-22 03:00,On Time
SHP006071,Matheran,Mini Truck,450,60,7.5,2025-10-31 07:30,In Transit
SHP006072,Bhitarwar,Mini Truck,450,60,7.5,2025-02-15 07:30,In Transit
SHP006073,Tamluk,Medium Truck,900,50,18.0,2025-06-04 18:00,Long Distance
SHP006074,Bardhaman,Mini Truck,180,60,3.0,2025-02-28 03:00,On Time
SHP006075,Tiruppalaikudi,Mini Truck,900,60,15.0,2025-08-03 15:00,Long Distance
SHP006076,Dungarpur,Mini Truck,180,60,3.0,2025-02-03 03:00,On Time
SHP006077,Korwai,Medium Truck,180,50,3.6,2025-04-08 03:36,On Time
SHP006078,Bakewar,Mini Truck,40,60,0.67,2025-05-22 00:40,On Time
SHP006079,Jhalida,Medium Truck,40,50,0.8,2025-12-05 00:48,On Time
SHP006080,Kishanpur,Mini Truck,40,60,0.67,2025-12-23 00:40,On Time
SHP006081,Kanor,Medium Truck,450,50,9.0,2025-10-05 09:00,In Transit
SHP006082,Maregaon,Medium Truck,40,50,0.8,2025-01-05 00:48,On Time
SHP006083,Chhaprauli,Medium Truck,40,50,0.8,2025-05-19 00:48,On Time
